test_year,train_samples,test_samples,mfe_winner,mfe_test_r2,mfe_test_mae,mfe_bias_ratio,mae_winner,mae_test_r2,mae_test_mae,mae_bias_ratio
2020,229,259,XGBoost_d3_n120_lr002_f10,0.002366724867007175,1186.8055620739474,1.2328620516446784,RandomForest_d4_n150_leaf12_f20,0.07004146236244457,1036.5194833480055,1.073449725362463
2021,488,254,XGBoost_d3_n120_lr002_f10,-2.8310294123464472,2168.731219175924,0.4065528403922631,Ridge_alpha10.0_f10,0.007409990152452917,719.3143650909007,0.9135118241747137
2022,742,258,Ridge_alpha10.0_f15,0.06530037201149519,824.0265635112887,0.891456498261408,Ridge_alpha10.0_f15,0.02510331868993876,891.3244256422122,0.9784261340457334
2023,1000,274,RandomForest_d5_n200_leaf15_f20,0.12273051667173818,851.6830086629743,0.9417071966368282,RandomForest_d5_n200_leaf15_f10,0.05710057394632995,818.1962908633435,0.9303318772942089
2024,1274,253,RandomForest_d5_n200_leaf15_f10,0.13130618037653508,1211.5742763017856,0.8026996031055091,RandomForest_d5_n200_leaf15_f15,0.11655967618651097,1090.0151766592292,0.9249388231345356
2025,1527,253,RandomForest_d5_n200_leaf15_f15,0.12861946838243643,2293.203367258673,0.8621804985694521,RandomForest_d5_n200_leaf15_f15,0.1897024041936819,1669.0520931984277,0.869345918001814
2026,1780,162,RandomForest_d5_n200_leaf15_f15,0.10371364945548489,5779.407265554074,1.1066401155223085,RandomForest_d5_n200_leaf15_f15,0.08395799158994577,3466.1713248203,1.1972121753299438
