Ticket,Symbol,Type,EntryStructure,CloseType,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason,BodyRatio,BodyRatioMin,BodyRatioPassed,BodyRatioMode,InitialSL,InitialTP,FinalSL,FinalTP,InitialRiskPoints,InitialRewardPoints,FinalRiskPoints,FinalRewardPoints,TrailingModified,TrailingCount,TPExpanded,TPExpandCount,MaxFavorablePoints,MaxAdversePoints,CloseReason
20,XAUUSD,BUY,BoS_2,24H_FORCE,5142.39,5326.63,5258.03,5371.12,736.96,1.76,0.00,-0.50,734.70,BOS,NO,2026.01.27 22:15:00,2026.01.28 22:15:00,0.04,111,M15,CLOSED,,0.00,0.50,YES,,5073.82,5210.96,5258.03,5371.12,6857,6857,11564,22873,YES,24,YES,6,21346,1045,24H_FORCE
26,XAUUSD,BUY,BoS_1,HIT_TP3,5016.51,5022.57,5022.57,5134.05,24.25,0.92,0.00,0.00,23.33,BOS,NO,2026.02.04 03:00:00,2026.02.04 13:15:00,0.04,111,M15,CLOSED,,0.00,0.50,YES,,4949.62,5083.40,5022.57,5134.05,6689,6689,606,11754,YES,8,YES,2,7543,3110,SL
30,XAUUSD,BUY,BoS_1,HIT_SL,5056.37,5012.96,5012.96,5123.79,-173.63,1.48,0.00,-0.50,-175.61,BOS,NO,2026.02.09 17:45:00,2026.02.10 01:00:00,0.04,111,M15,CLOSED,,0.00,0.50,YES,,4988.95,5123.79,5012.96,5123.79,6742,6742,4341,6742,YES,5,NO,0,3024,6869,SL
31,XAUUSD,BUY,BoS_2,HIT_SL,5101.11,5043.75,5043.75,5169.12,-229.46,1.64,0.00,0.00,-231.10,BOS,NO,2026.02.11 12:45:00,2026.02.11 15:30:00,0.04,111,M15,CLOSED,,0.00,0.50,YES,,5033.10,5169.12,5043.75,5169.12,6801,6801,5736,6801,YES,2,NO,0,1802,8223,SL
37,XAUUSD,BUY,BoS_1,24H_FORCE,5018.83,5020.63,4959.98,5085.75,7.20,1.36,0.00,-0.50,5.34,BOS,NO,2026.02.19 09:00:00,2026.02.20 09:00:00,0.04,111,M15,CLOSED,,0.00,0.50,YES,,4951.91,5085.75,4959.98,5085.75,6692,6692,5885,6692,YES,2,NO,0,1126,5506,24H_FORCE
38,XAUUSD,BUY,BoS_2,24H_FORCE,5027.25,5109.54,5040.10,5141.51,329.16,1.36,0.00,-0.50,327.30,BOS,NO,2026.02.20 08:45:00,2026.02.23 01:00:00,0.04,111,M15,CLOSED,,0.00,0.50,YES,,4960.22,5094.28,5040.10,5141.51,6703,6703,1285,11426,YES,11,YES,2,11948,3785,24H_FORCE
41,XAUUSD,BUY,CHoCH,24H_FORCE,5195.92,5200.58,5145.86,5265.20,18.64,1.32,0.00,-1.50,15.82,CHOCH,NO,2026.02.25 07:30:00,2026.02.26 07:30:00,0.04,111,M15,CLOSED,,0.00,0.50,YES,,5126.64,5265.20,5145.86,5265.20,6928,6928,5006,6928,YES,4,NO,0,2188,4958,24H_FORCE
42,XAUUSD,BUY,BoS_1,HIT_SL,5212.71,5145.64,5145.64,5282.21,-268.29,2.60,0.00,-1.50,-272.39,BOS,NO,2026.02.25 19:00:00,2026.02.26 16:30:00,0.04,111,M15,CLOSED,,0.00,0.50,YES,,5143.21,5282.21,5145.64,5282.21,6950,6950,6707,6950,YES,1,NO,0,509,7292,SL
45,XAUUSD,BUY,CHoCH,24H_FORCE,5213.44,5363.14,5209.26,5306.33,598.80,1.84,0.00,-0.50,596.46,CHOCH,NO,2026.02.27 15:15:00,2026.03.02 01:00:00,0.04,111,M15,CLOSED,,0.00,0.50,YES,,5145.53,5282.95,5209.26,5306.33,6791,6951,418,9289,YES,8,YES,1,16593,573,24H_FORCE
46,XAUUSD,BUY,BoS_1,HIT_SL,5407.17,5343.67,5343.67,5479.27,-253.98,4.24,0.00,0.00,-258.22,BOS,NO,2026.03.02 09:15:00,2026.03.02 16:15:00,0.04,111,M15,CLOSED,,0.00,0.50,YES,,5335.07,5479.27,5343.67,5479.27,7210,7210,6350,7210,YES,2,NO,0,1209,9990,SL
53,XAUUSD,BUY,CHoCH,HIT_TP3,5147.40,5167.22,5167.22,5271.56,79.27,1.32,0.00,0.00,77.95,CHOCH,NO,2026.03.10 01:15:00,2026.03.10 20:15:00,0.04,111,M15,CLOSED,,0.00,0.50,YES,,5078.77,5216.03,5167.22,5271.56,6863,6863,1982,12416,YES,8,YES,2,9115,2275,SL
54,XAUUSD,BUY,BoS_1,HIT_SL,5190.15,5166.65,5166.65,5259.35,-94.01,1.24,0.00,0.00,-95.25,BOS,NO,2026.03.10 10:45:00,2026.03.10 20:15:00,0.04,111,M15,CLOSED,,0.00,0.50,YES,,5131.30,5259.35,5166.65,5259.35,5885,6920,2350,6920,YES,3,NO,0,4840,3360,SL
59,XAUUSD,SELL,CHoCH,HIT_TP5,4967.86,4781.64,4877.54,4781.64,931.09,2.30,0.00,-0.68,928.11,CHOCH,NO,2026.03.18 13:00:00,2026.03.19 08:30:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,5034.10,4901.62,4877.54,4781.64,6624,6624,9032,18622,YES,12,YES,4,18779,611,TP
60,XAUUSD,SELL,BoS_1,HIT_TP1,4825.80,4761.46,4850.55,4761.46,321.72,2.40,0.00,-0.68,318.64,BOS,NO,2026.03.18 22:15:00,2026.03.19 08:45:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4890.14,4761.46,4850.55,4761.46,6434,6434,2475,6434,YES,2,NO,0,7810,4115,TP
61,XAUUSD,SELL,BoS_2,HIT_TP5,4786.21,4621.72,4715.32,4621.72,822.47,4.95,0.00,0.00,817.52,BOS,NO,2026.03.19 08:45:00,2026.03.19 14:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4850.03,4722.39,4715.32,4621.72,6382,6382,7089,16449,YES,9,YES,4,17636,232,TP
65,XAUUSD,SELL,BoS_1,HIT_TP2,4483.08,4479.52,4479.52,4399.25,17.78,2.75,0.00,0.00,15.03,BOS,NO,2026.03.26 07:45:00,2026.03.26 16:30:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4542.85,4423.31,4479.52,4399.25,5977,5977,356,8383,YES,3,YES,1,7058,122,SL
66,XAUUSD,SELL,BoS_2,HIT_SL,4396.64,4422.65,4422.65,4338.02,-130.06,2.75,0.00,-0.23,-133.04,BOS,NO,2026.03.26 18:30:00,2026.03.27 04:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4455.26,4338.02,4422.65,4338.02,5862,5862,2601,5862,YES,3,NO,0,4571,4289,SL
73,XAUUSD,SELL,BoS_1,HIT_SL,4676.08,4709.96,4709.96,4613.73,-169.39,6.40,0.00,0.00,-175.79,BOS,NO,2026.04.13 01:15:00,2026.04.13 04:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4738.43,4613.73,4709.96,4613.73,6235,6235,3388,6235,YES,1,NO,0,3190,4329,SL
74,XAUUSD,BUY,CHoCH,HIT_SL,4809.89,4786.71,4786.71,4874.02,-115.91,2.60,0.00,-0.63,-119.14,CHOCH,NO,2026.04.14 17:30:00,2026.04.15 12:45:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4745.76,4874.02,4786.71,4874.02,6413,6413,2318,6413,YES,7,NO,0,6153,2356,SL
76,XAUUSD,BUY,CHoCH,HIT_TP1,4817.30,4881.53,4782.13,4881.53,321.15,2.30,0.00,0.00,318.85,CHOCH,NO,2026.04.17 15:30:00,2026.04.17 16:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4757.30,4881.53,4782.13,4881.53,6000,6423,3517,6423,YES,1,NO,0,7234,201,TP
78,XAUUSD,SELL,BoS_1,HIT_SL,4730.37,4734.68,4734.68,4629.59,-21.56,2.25,0.00,-0.23,-24.04,BOS,NO,2026.04.21 19:15:00,2026.04.22 02:45:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4793.44,4667.30,4734.68,4629.59,6307,6307,431,10078,YES,6,YES,1,6208,1019,SL
79,XAUUSD,SELL,BoS_2,HIT_SL,4659.52,4721.65,4721.65,4597.39,-310.63,2.35,0.00,0.00,-312.98,BOS,NO,2026.04.24 07:30:00,2026.04.24 17:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4721.65,4597.39,4721.65,4597.39,6213,6213,6213,6213,NO,0,NO,0,178,8077,SL
81,XAUUSD,SELL,CHoCH,24H_FORCE,4670.04,4586.57,4624.82,4530.56,417.35,2.15,0.00,-0.23,414.97,CHOCH,NO,2026.04.27 19:00:00,2026.04.28 19:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4732.31,4607.77,4624.82,4530.56,6227,6227,4522,13948,YES,9,YES,3,11521,3120,24H_FORCE
82,XAUUSD,SELL,BoS_1,24H_FORCE,4652.39,4600.88,4624.58,4530.72,257.55,2.50,0.00,-0.23,254.82,BOS,NO,2026.04.28 08:15:00,2026.04.29 08:15:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4714.42,4590.36,4624.58,4530.72,6203,6203,2781,12167,YES,7,YES,2,9756,712,24H_FORCE
83,XAUUSD,SELL,BoS_2,HIT_SL,4544.91,4575.25,4575.25,4484.31,-151.69,2.70,0.00,-0.68,-155.07,BOS,NO,2026.04.29 16:00:00,2026.04.30 04:15:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4605.51,4484.31,4575.25,4484.31,6060,6060,3034,6060,YES,2,NO,0,3489,3614,SL
85,XAUUSD,SELL,CHoCH,HIT_SL,4604.94,4624.13,4624.13,4521.74,-95.95,1.80,0.00,0.00,-97.75,CHOCH,NO,2026.05.01 09:00:00,2026.05.01 16:45:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4656.48,4543.54,4624.13,4521.74,5154,6140,1919,8320,YES,6,YES,1,4484,2397,SL
87,XAUUSD,SELL,CHoCH,24H_FORCE,4542.24,4553.16,4570.26,4481.68,-54.60,2.40,0.00,-0.23,-57.23,CHOCH,NO,2026.05.04 13:15:00,2026.05.05 13:15:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4602.80,4481.68,4570.26,4481.68,6056,6056,2802,6056,YES,3,NO,0,4126,4103,24H_FORCE
89,XAUUSD,BUY,BoS_1,HIT_SL,4746.53,4699.42,4699.42,4809.82,-235.54,2.05,0.00,0.00,-237.59,BOS,NO,2026.05.07 09:45:00,2026.05.07 20:15:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4683.24,4809.82,4699.42,4809.82,6329,6329,4711,6329,YES,4,NO,0,1828,5892,SL
91,XAUUSD,BUY,CHoCH,HIT_SL,4751.42,4703.96,4703.96,4814.77,-237.31,2.25,0.00,0.00,-239.56,CHOCH,NO,2026.05.12 02:00:00,2026.05.12 09:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4688.07,4814.77,4703.96,4814.77,6335,6335,4746,6335,YES,2,NO,0,2200,4856,SL
93,XAUUSD,SELL,BoS_1,HIT_TP1,4629.89,4568.16,4650.57,4568.16,308.66,2.80,0.00,0.00,305.86,BOS,NO,2026.05.15 03:30:00,2026.05.15 08:30:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4691.62,4568.16,4650.57,4568.16,6173,6173,2068,6173,YES,6,NO,0,6605,179,TP
94,XAUUSD,SELL,BoS_2,HIT_SL,4481.60,4541.35,4541.35,4421.85,-298.77,2.70,0.00,0.00,-301.47,BOS,NO,2026.05.18 03:45:00,2026.05.18 05:30:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4541.35,4421.85,4541.35,4421.85,5975,5975,5975,5975,NO,0,NO,0,130,5958,SL
97,XAUUSD,SELL,CHoCH,HIT_TP1,4529.29,4468.90,4552.48,4468.90,301.95,2.70,0.00,0.00,299.25,CHOCH,NO,2026.05.19 13:45:00,2026.05.19 16:30:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4589.68,4468.90,4552.48,4468.90,6039,6039,2319,6039,YES,2,NO,0,6461,1871,TP
98,XAUUSD,SELL,BoS_1,HIT_SL,4460.65,4517.43,4517.43,4401.17,-283.88,2.00,0.00,0.00,-285.88,BOS,NO,2026.05.20 05:45:00,2026.05.20 17:30:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4520.13,4401.17,4517.43,4401.17,5948,5948,5678,5948,YES,1,NO,0,713,6793,SL
100,XAUUSD,SELL,CHoCH,HIT_SL,4522.83,4558.12,4558.12,4462.53,-176.47,2.75,0.00,0.00,-179.22,CHOCH,NO,2026.05.21 08:30:00,2026.05.21 20:45:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4583.13,4462.53,4558.12,4462.53,6030,6030,3529,6030,YES,6,NO,0,3414,3644,SL
103,XAUUSD,SELL,BoS_1,HIT_TP3,4480.27,4464.62,4464.62,4365.06,78.27,2.35,0.00,-0.68,75.24,BOS,NO,2026.05.27 10:15:00,2026.05.28 01:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4540.01,4420.53,4464.62,4365.06,5974,5974,1565,11521,YES,7,YES,2,7875,1849,SL
104,XAUUSD,SELL,BoS_2,HIT_SL,4394.32,4426.99,4426.99,4335.73,-163.35,3.50,0.00,0.00,-166.85,BOS,NO,2026.05.28 06:00:00,2026.05.28 15:45:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4452.91,4335.73,4426.99,4335.73,5859,5859,3267,5859,YES,3,NO,0,2780,3959,SL
106,XAUUSD,SELL,CHoCH,HIT_SL,4504.56,4510.25,4510.25,4410.15,-28.45,2.35,0.00,-0.23,-31.03,CHOCH,NO,2026.06.01 09:45:00,2026.06.02 01:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4564.62,4444.50,4510.25,4410.15,6006,6006,569,9441,YES,6,YES,1,5688,836,SL
107,XAUUSD,SELL,BoS_1,24H_FORCE,4444.01,4463.36,4486.86,4384.76,-96.75,1.90,0.00,-0.68,-99.33,BOS,NO,2026.06.03 12:00:00,2026.06.04 12:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4503.26,4384.76,4486.86,4384.76,5925,5925,4285,5925,YES,2,NO,0,1999,3999,24H_FORCE
110,XAUUSD,SELL,CHoCH,HIT_TP2,4455.45,4366.69,4448.90,4366.69,443.82,2.80,0.00,0.00,441.02,CHOCH,NO,2026.06.05 03:15:00,2026.06.05 16:45:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4504.94,4396.04,4448.90,4366.69,4949,5941,655,8876,YES,5,YES,1,8986,2032,TP
111,XAUUSD,SELL,BoS_1,24H_FORCE,4406.29,4326.33,4374.16,4278.92,399.80,2.85,0.00,-0.23,396.72,BOS,NO,2026.06.05 16:00:00,2026.06.08 01:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4465.04,4347.54,4374.16,4278.92,5875,5875,3213,12737,YES,10,YES,3,9655,1473,24H_FORCE
113,XAUUSD,SELL,CHoCH,24H_FORCE,4285.04,4149.87,4193.39,4098.17,675.85,2.95,0.00,-0.23,672.67,CHOCH,NO,2026.06.09 17:45:00,2026.06.10 17:45:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4342.17,4227.91,4193.39,4098.17,5713,5713,9165,18687,YES,17,YES,6,16714,1703,24H_FORCE
116,XAUUSD,SELL,CHoCH,HIT_TP1,4284.48,4227.35,4321.97,4227.35,285.63,2.40,0.00,0.00,283.23,CHOCH,NO,2026.06.17 21:15:00,2026.06.17 22:15:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4341.61,4227.35,4321.97,4227.35,5713,5713,3749,5713,YES,1,NO,0,5783,4775,TP
117,XAUUSD,SELL,BoS_1,HIT_TP4,4218.48,4182.04,4182.04,4088.31,182.22,1.85,0.00,-0.23,180.14,BOS,NO,2026.06.18 22:00:00,2026.06.19 16:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4274.73,4162.23,4182.04,4088.31,5625,5625,3644,13017,YES,13,YES,3,9680,60,SL
119,XAUUSD,SELL,CHoCH,24H_FORCE,4154.32,4092.83,4141.78,4057.12,307.45,1.90,0.00,-0.23,305.32,CHOCH,NO,2026.06.23 04:45:00,2026.06.24 04:45:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4209.71,4098.93,4141.78,4057.12,5539,5539,1254,9720,YES,9,YES,2,8585,913,24H_FORCE
120,XAUUSD,SELL,BoS_1,HIT_TP2,4086.39,4009.55,4092.67,4009.55,461.06,2.52,0.00,0.00,458.54,BOS,NO,2026.06.24 02:45:00,2026.06.24 15:15:00,0.06,111,M15,CLOSED,,0.00,0.50,YES,,4140.88,4031.90,4092.67,4009.55,5449,5449,628,7684,YES,5,YES,1,8005,2569,TP
121,XAUUSD,SELL,BoS_2,HIT_TP1,4045.87,3991.93,4067.50,3991.93,323.67,2.34,0.00,0.00,321.33,BOS,NO,2026.06.24 14:15:00,2026.06.24 15:45:00,0.06,111,M15,CLOSED,,0.00,0.50,YES,,4099.81,3991.93,4067.50,3991.93,5394,5394,2163,5394,YES,3,NO,0,5830,1032,TP
124,XAUUSD,SELL,CHoCH,HIT_SL,3991.86,4010.73,4010.73,3938.64,-113.25,2.88,0.00,0.00,-116.13,CHOCH,NO,2026.06.30 03:45:00,2026.06.30 09:15:00,0.06,111,M15,CLOSED,,0.00,0.50,YES,,4045.08,3938.64,4010.73,3938.64,5322,5322,1887,5322,YES,3,NO,0,4938,2145,SL
133,XAUUSD,SELL,CHoCH,HIT_TP3,4105.83,4085.59,4085.59,4006.82,101.18,2.10,0.00,-0.23,98.85,CHOCH,NO,2026.07.07 22:15:00,2026.07.08 21:45:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4160.57,4051.09,4085.59,4006.82,5474,5474,2024,9901,YES,10,YES,2,8429,2815,SL
134,XAUUSD,SELL,BoS_1,HIT_TP2,4088.52,4085.36,4085.36,4012.06,18.94,6.12,0.00,0.00,12.82,BOS,NO,2026.07.08 11:30:00,2026.07.08 21:45:00,0.06,111,M15,CLOSED,,0.00,0.50,YES,,4143.03,4034.01,4085.36,4012.06,5451,5451,316,7646,YES,7,YES,1,6698,342,SL
136,XAUUSD,SELL,CHoCH,24H_FORCE,4053.55,4031.28,4047.10,3957.20,133.62,5.04,0.00,-0.27,128.31,CHOCH,NO,2026.07.13 09:00:00,2026.07.14 09:00:00,0.06,111,M15,CLOSED,,0.00,0.50,YES,,4107.60,3999.50,4047.10,3957.20,5405,5405,645,9635,YES,8,YES,2,8233,2715,24H_FORCE
137,XAUUSD,SELL,BoS_1,HIT_SL,4035.83,4046.86,4046.86,3957.36,-66.19,28.56,0.00,-0.27,-95.02,BOS,NO,2026.07.13 17:15:00,2026.07.14 15:30:00,0.06,111,M15,CLOSED,,0.00,0.50,YES,,4089.64,3982.02,4046.86,3957.36,5381,5381,1103,7847,YES,5,YES,1,6461,6673,SL
139,XAUUSD,SELL,CHoCH,HIT_SL,4017.82,4071.39,4071.39,3964.25,-321.43,3.48,0.00,0.00,-324.91,CHOCH,NO,2026.07.15 11:15:00,2026.07.15 15:45:00,0.06,111,M15,CLOSED,,0.00,0.50,YES,,4071.39,3964.25,4071.39,3964.25,5357,5357,5357,5357,NO,0,NO,0,1,5359,SL
141,XAUUSD,SELL,CHoCH,24H_FORCE,4002.68,3969.55,4022.92,3949.31,198.78,3.72,0.00,-0.27,194.79,CHOCH,NO,2026.07.16 15:45:00,2026.07.17 15:45:00,0.06,111,M15,CLOSED,,0.00,0.50,YES,,4056.05,3949.31,4022.92,3949.31,5337,5337,2024,5337,YES,7,NO,0,3863,1416,24H_FORCE
142,XAUUSD,SELL,BoS_1,HIT_SL,3966.09,4018.97,4018.97,3913.21,-317.29,4.26,0.00,0.00,-321.55,BOS,NO,2026.07.17 16:00:00,2026.07.17 18:45:00,0.06,111,M15,CLOSED,,0.00,0.50,YES,,4018.97,3913.21,4018.97,3913.21,5288,5288,5288,5288,NO,0,NO,0,653,5508,SL
149,XAUUSD,SELL,BoS_1,HIT_SL,4007.24,4052.77,4052.77,3953.81,-273.18,3.42,0.00,0.00,-276.60,BOS,NO,2026.07.29 17:00:00,2026.07.29 21:00:00,0.06,111,M15,CLOSED,,0.00,0.50,YES,,4060.67,3953.81,4052.77,3953.81,5343,5343,4553,5343,YES,1,NO,0,1132,7872,SL
150,XAUUSD,BUY,CHoCH,HIT_TP3,4128.90,4234.01,4150.56,4234.01,525.56,3.45,0.00,0.00,522.11,CHOCH,NO,2026.08.05 05:45:00,2026.08.05 17:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4073.85,4183.95,4150.56,4234.01,5505,5505,2166,10511,YES,11,YES,2,10584,440,TP
152,XAUUSD,BUY,CHoCH,HIT_TP1,4287.28,4344.44,4267.71,4344.44,285.82,3.35,0.00,0.00,282.47,CHOCH,NO,2026.08.07 09:15:00,2026.08.07 15:30:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4230.12,4344.44,4267.71,4344.44,5716,5716,1957,5716,YES,7,NO,0,8336,731,TP
153,XAUUSD,BUY,BoS_1,HIT_SL,4380.29,4375.29,4375.29,4468.60,-25.02,3.30,0.00,-0.63,-28.95,BOS,NO,2026.08.10 21:45:00,2026.08.11 08:30:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4321.89,4438.69,4375.29,4468.60,5840,5840,500,8831,YES,9,YES,1,5492,2813,SL
154,XAUUSD,BUY,BoS_2,HIT_SL,4437.96,4378.79,4378.79,4497.13,-295.86,4.45,0.00,-1.88,-302.19,BOS,NO,2026.08.12 16:00:00,2026.08.13 01:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4378.79,4497.13,4378.79,4497.13,5917,5917,5917,5917,NO,0,NO,0,313,7744,SL
156,XAUUSD,BUY,CHoCH,24H_FORCE,4401.42,4434.34,4375.95,4460.11,164.60,4.20,0.00,-0.63,159.77,CHOCH,NO,2026.08.17 04:00:00,2026.08.18 04:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4342.73,4460.11,4375.95,4460.11,5869,5869,2547,5869,YES,8,NO,0,3473,2425,24H_FORCE
157,XAUUSD,BUY,BoS_1,24H_FORCE,4418.87,4394.13,4375.72,4477.79,-123.70,2.90,0.00,-0.63,-127.23,BOS,NO,2026.08.17 17:30:00,2026.08.18 17:30:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4359.95,4477.79,4375.72,4477.79,5892,5892,4315,5892,YES,5,NO,0,1728,4276,24H_FORCE
159,XAUUSD,BUY,CHoCH,HIT_TP4,4418.53,4461.98,4461.98,4546.29,217.23,3.55,0.00,-1.88,211.80,CHOCH,NO,2026.08.19 15:45:00,2026.08.20 15:00:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4359.62,4477.44,4461.98,4546.29,5891,5891,4345,12776,YES,14,YES,3,10832,715,SL
160,XAUUSD,BUY,BoS_1,24H_FORCE,4535.99,4595.11,4542.55,4643.36,295.60,3.30,0.00,-0.63,291.67,BOS,NO,2026.08.20 18:15:00,2026.08.21 18:15:00,0.05,111,M15,CLOSED,,0.00,0.50,YES,,4475.51,4596.47,4542.55,4643.36,6048,6048,656,10737,YES,10,YES,2,7150,3336,24H_FORCE
