Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,53,29,24,54.72,967.96,607.63,1.29,2023.01.04 09:15:00,2023.12.22 16:44:16
