Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,49,29,20,59.18,1301.85,1219.86,1.43,2025.01.08 17:45:00,2025.12.11 20:10:24
