StartTime,EndTime,DurationBars,Session,Status,IsDST,OpenPrice,HighPrice,LowPrice,ClosePrice,RangePoints
2024.01.02 01:00:00,2024.01.02 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,2062.91,2072.14,2062.91,2074.36,923
2024.01.02 08:00:00,2024.01.02 09:00:00,4,Asia,CLOSED,NO,2074.36,2075.88,2074.36,2074.01,152
2024.01.02 09:00:00,2024.01.02 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,2074.01,2075.41,2074.01,2073.27,140
2024.01.02 10:00:00,2024.01.02 14:00:00,16,London,CLOSED,NO,2073.27,2078.26,2068.89,2069.13,937
2024.01.02 14:00:00,2024.01.02 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,2069.13,2070.29,2058.85,2059.32,1144
2024.01.02 18:00:00,2024.01.02 23:00:00,20,NewYork,CLOSED,NO,2059.32,2066.44,2058.97,2058.15,747
2024.01.02 23:00:00,2024.01.03 01:00:00,4,Sydney,CLOSED,NO,2058.15,2058.77,2058.15,2059.16,62
2024.01.03 01:00:00,2024.01.03 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,2059.16,2065.08,2058.90,2064.05,618
2024.01.03 08:00:00,2024.01.03 09:00:00,4,Asia,CLOSED,NO,2064.05,2065.15,2064.05,2064.31,110
2024.01.03 09:00:00,2024.01.03 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,2064.31,2064.31,2061.38,2062.81,293
2024.01.03 10:00:00,2024.01.03 14:00:00,16,London,CLOSED,NO,2062.81,2063.80,2049.04,2047.69,1476
2024.01.03 14:00:00,2024.01.03 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,2047.69,2047.69,2034.04,2032.58,1365
2024.01.03 18:00:00,2024.01.03 23:00:00,20,NewYork,CLOSED,NO,2032.58,2041.40,2031.28,2040.85,1012
2024.01.03 23:00:00,2024.01.04 01:00:00,4,Sydney,CLOSED,NO,2040.85,2041.37,2040.57,2041.88,80
2024.01.04 01:00:00,2024.01.04 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,2041.88,2046.45,2040.68,2043.61,577
2024.01.04 08:00:00,2024.01.04 09:00:00,4,Asia,CLOSED,NO,2043.61,2047.01,2043.61,2047.15,340
2024.01.04 09:00:00,2024.01.04 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,2047.15,2049.21,2047.15,2047.67,206
2024.01.04 10:00:00,2024.01.04 14:00:00,16,London,CLOSED,NO,2047.67,2049.95,2045.77,2045.16,418
2024.01.04 14:00:00,2024.01.04 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,2045.16,2046.77,2039.22,2045.11,755
2024.01.04 18:00:00,2024.01.04 23:00:00,20,NewYork,CLOSED,NO,2045.11,2045.59,2041.68,2042.97,391
2024.01.04 23:00:00,2024.01.05 01:00:00,4,Sydney,CLOSED,NO,2042.97,2043.30,2042.97,2043.81,33
2024.01.05 01:00:00,2024.01.05 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,2043.81,2047.37,2042.96,2044.44,441
2024.01.05 08:00:00,2024.01.05 09:00:00,4,Asia,CLOSED,NO,2044.44,2044.44,2041.38,2042.50,306
2024.01.05 09:00:00,2024.01.05 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,2042.50,2045.03,2042.50,2043.24,253
2024.01.05 10:00:00,2024.01.05 14:00:00,16,London,CLOSED,NO,2043.24,2043.24,2037.52,2039.20,572
2024.01.05 14:00:00,2024.01.05 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,2039.20,2060.74,2033.84,2054.89,2690
2024.01.05 18:00:00,2024.01.05 23:00:00,20,NewYork,CLOSED,NO,2054.89,2055.75,2041.59,2043.53,1416
2024.01.05 23:00:00,2024.01.08 01:00:00,4,Sydney,CLOSED,NO,2043.53,2044.75,2043.53,2044.65,122
2024.01.08 01:00:00,2024.01.08 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,2044.65,2046.02,2029.24,2030.70,1678
2024.01.08 08:00:00,2024.01.08 09:00:00,4,Asia,CLOSED,NO,2030.70,2032.82,2030.70,2032.97,212
2024.01.08 09:00:00,2024.01.08 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,2032.97,2032.97,2030.15,2031.49,282
2024.01.08 10:00:00,2024.01.08 14:00:00,16,London,CLOSED,NO,2031.49,2031.49,2020.43,2019.98,1106
2024.01.08 14:00:00,2024.01.08 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,2019.98,2032.36,2019.05,2034.12,1331
2024.01.08 18:00:00,2024.01.08 23:00:00,20,NewYork,CLOSED,NO,2034.12,2036.43,2026.41,2027.19,1002
2024.01.08 23:00:00,2024.01.09 01:00:00,4,Sydney,CLOSED,NO,2027.19,2028.56,2027.19,2028.22,137
2024.01.09 01:00:00,2024.01.09 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,2028.22,2035.15,2028.22,2032.76,693
2024.01.09 08:00:00,2024.01.09 09:00:00,4,Asia,CLOSED,NO,2032.76,2034.39,2031.47,2033.14,292
2024.01.09 09:00:00,2024.01.09 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,2033.14,2036.29,2033.14,2036.03,315
2024.01.09 10:00:00,2024.01.09 14:00:00,16,London,CLOSED,NO,2036.03,2037.69,2031.80,2034.86,589
