StartTime,EndTime,DurationBars,Session,Status,IsDST,OpenPrice,HighPrice,LowPrice,ClosePrice,RangePoints
2021.01.04 01:00:00,2021.01.04 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1909.07,1924.24,1908.84,1921.66,1540
2021.01.04 08:00:00,2021.01.04 09:00:00,4,Asia,CLOSED,NO,1921.66,1924.36,1921.66,1922.99,270
2021.01.04 09:00:00,2021.01.04 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1922.99,1924.63,1922.99,1924.85,164
2021.01.04 10:00:00,2021.01.04 14:00:00,16,London,CLOSED,NO,1924.85,1935.33,1924.85,1933.46,1048
2021.01.04 14:00:00,2021.01.04 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1933.46,1941.92,1931.63,1942.97,1029
2021.01.04 18:00:00,2021.01.04 23:00:00,20,NewYork,CLOSED,NO,1942.97,1943.66,1936.31,1943.65,735
2021.01.04 23:00:00,2021.01.05 01:00:00,4,Sydney,CLOSED,NO,1943.65,1943.65,1941.98,1941.49,167
2021.01.05 01:00:00,2021.01.05 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1941.49,1944.43,1937.21,1938.51,722
2021.01.05 08:00:00,2021.01.05 09:00:00,4,Asia,CLOSED,NO,1938.51,1941.30,1937.93,1940.68,337
2021.01.05 09:00:00,2021.01.05 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1940.68,1943.61,1940.07,1939.75,354
2021.01.05 10:00:00,2021.01.05 14:00:00,16,London,CLOSED,NO,1939.75,1948.88,1939.75,1949.85,913
2021.01.05 14:00:00,2021.01.05 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1949.85,1951.00,1940.89,1943.45,1011
2021.01.05 18:00:00,2021.01.05 23:00:00,20,NewYork,CLOSED,NO,1943.45,1952.59,1943.45,1949.49,914
2021.01.05 23:00:00,2021.01.06 01:00:00,4,Sydney,CLOSED,NO,1949.49,1949.49,1948.11,1949.89,138
