Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason,ExitType
10,XAUUSD,SELL,1807.39,1767.23,1837.39,1772.39,200.60,0.25,0.00,-1.15,199.45,London_NewYork_Overlap,NO,2021.02.16 15:00:00,2021.02.19 02:45:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,BUY,1793.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,NO,2021.02.22 08:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,BUY,1813.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2021.02.23 03:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,1781.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2021.02.25 15:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter,
12,XAUUSD,SELL,1744.94,1700.41,1774.94,1709.94,223.20,0.25,0.00,-1.38,221.82,London_NewYork_Overlap,NO,2021.02.26 17:00:00,2021.03.04 20:00:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,BUY,1739.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2021.03.16 16:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,BUY,1743.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,NO,2021.03.17 20:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,1726.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,NO,2021.03.23 18:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter,
0,XAUUSD,BUY,1739.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2021.03.25 15:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,BUY,1731.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2021.04.05 18:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,BUY,1734.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2021.04.06 04:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
14,XAUUSD,SELL,1711.20,1734.49,1741.20,1676.20,-116.60,0.25,0.00,-1.84,-118.44,London_NewYork_Overlap,YES,2021.03.29 16:45:00,2021.04.06 04:30:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,BUY,1740.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2021.04.06 17:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
16,XAUUSD,SELL,1725.80,1755.80,1755.00,1690.80,-150.00,0.25,0.00,-0.92,-150.92,Sydney_Tokyo_Overlap,YES,2021.04.13 08:45:00,2021.04.15 16:50:35,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,SELL,1764.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2021.04.20 12:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
18,XAUUSD,BUY,1771.07,1781.76,1749.72,1806.07,53.35,0.25,0.00,-1.89,51.46,London,YES,2021.04.16 13:00:00,2021.04.21 04:45:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
19,XAUUSD,BUY,1781.80,1819.44,1756.76,1816.80,188.00,0.25,0.00,-11.34,176.66,Sydney_Tokyo_Overlap,YES,2021.04.21 04:45:00,2021.05.07 06:15:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,SELL,1811.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2021.05.13 13:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
21,XAUUSD,BUY,1806.97,1811.38,1776.97,1841.97,22.60,0.25,0.00,-4.41,18.19,London_NewYork_Overlap,YES,2021.05.06 16:45:00,2021.05.13 13:00:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
24,XAUUSD,BUY,1832.00,1892.13,1803.24,1867.00,300.10,0.25,0.00,-5.67,294.43,Asia,YES,2021.05.14 09:30:00,2021.05.25 17:03:36,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
0,XAUUSD,SELL,1884.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2021.05.28 15:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,SELL,1888.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2021.06.03 15:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
26,XAUUSD,BUY,1894.86,1888.47,1864.86,1929.86,-31.90,0.25,0.00,-6.93,-38.83,London_NewYork_Overlap,YES,2021.05.25 17:15:00,2021.06.03 15:30:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
27,XAUUSD,BUY,1912.41,1882.38,1892.14,1947.41,-150.10,0.25,0.00,-2.52,-152.62,Sydney_Tokyo_Overlap,YES,2021.06.01 04:45:00,2021.06.03 15:56:42,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,SELL,1859.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2021.06.04 05:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
30,XAUUSD,SELL,1838.98,1778.99,1868.98,1803.98,300.15,0.25,0.00,-0.69,299.46,NewYork,YES,2021.06.16 21:15:00,2021.06.17 15:24:29,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
0,XAUUSD,BUY,1775.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2021.07.01 05:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,BUY,1783.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2021.07.02 13:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,BUY,1795.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2021.07.06 05:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
32,XAUUSD,SELL,1769.79,1795.81,1795.74,1734.79,-129.75,0.25,0.00,-1.61,-131.36,London,YES,2021.06.29 11:15:00,2021.07.06 05:00:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,BUY,1817.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2021.07.08 14:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,1819.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2021.07.16 14:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
34,XAUUSD,BUY,1826.83,1806.26,1796.83,1861.83,-103.35,0.25,0.00,-3.15,-106.50,London_NewYork_Overlap,YES,2021.07.14 15:15:00,2021.07.19 09:15:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
37,XAUUSD,BUY,1822.35,1792.35,1792.35,1857.35,-150.10,0.25,0.00,-3.15,-153.25,London_NewYork_Overlap,YES,2021.07.20 15:45:00,2021.07.23 14:32:20,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,BUY,1811.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tokyo_London_Overlap,YES,2021.07.26 10:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
35,XAUUSD,SELL,1806.20,1811.09,1827.27,1771.20,-24.20,0.25,0.00,-1.61,-25.81,Asia,YES,2021.07.19 09:15:00,2021.07.26 10:45:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,BUY,1808.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,YES,2021.07.28 23:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
38,XAUUSD,SELL,1794.08,1824.10,1824.08,1759.08,-149.80,0.25,0.00,-1.61,-151.41,London,YES,2021.07.22 11:30:00,2021.07.29 14:14:28,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
42,XAUUSD,SELL,1794.97,1734.98,1824.97,1759.97,300.40,0.25,0.00,-0.23,300.17,London,YES,2021.08.06 14:00:00,2021.08.09 01:51:20,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
0,XAUUSD,BUY,1755.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tokyo_London_Overlap,YES,2021.08.12 10:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,BUY,1784.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2021.08.16 16:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,BUY,1790.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2021.08.17 08:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,1779.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2021.08.18 18:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
44,XAUUSD,SELL,1775.51,1805.57,1803.75,1740.51,-150.05,0.25,0.00,-0.46,-150.51,Sydney_Tokyo_Overlap,YES,2021.08.19 06:15:00,2021.08.23 16:27:18,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,SELL,1790.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2021.08.25 14:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,SELL,1803.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2021.08.31 16:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
46,XAUUSD,BUY,1809.32,1803.45,1779.32,1844.32,-29.95,0.25,0.00,-4.41,-34.36,London_NewYork_Overlap,YES,2021.08.24 15:45:00,2021.08.31 16:15:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,SELL,1819.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2021.09.07 08:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,SELL,1788.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2021.09.08 17:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter,
47,XAUUSD,BUY,1807.09,1788.77,1777.09,1842.09,-91.80,0.25,0.00,-6.30,-98.10,London_NewYork_Overlap,YES,2021.08.27 17:45:00,2021.09.08 17:00:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
50,XAUUSD,BUY,1806.18,1776.30,1776.18,1841.18,-150.05,0.25,0.00,-2.52,-152.57,London_NewYork_Overlap,YES,2021.09.14 17:45:00,2021.09.16 13:00:26,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
52,XAUUSD,SELL,1744.64,1774.65,1774.64,1709.64,-149.80,0.25,0.00,-0.23,-150.03,Sydney_Tokyo_Overlap,YES,2021.09.20 05:30:00,2021.09.21 15:30:39,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
54,XAUUSD,SELL,1726.84,1756.84,1756.84,1691.84,-150.00,0.25,0.00,-0.69,-150.69,NewYork,YES,2021.09.29 19:30:00,2021.09.30 17:48:26,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,BUY,1765.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tokyo_London_Overlap,YES,2021.10.07 10:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,BUY,1770.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2021.10.13 13:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
56,XAUUSD,BUY,1797.32,1767.33,1776.75,1832.32,-150.05,0.25,0.00,-0.63,-150.68,London,YES,2021.10.14 12:15:00,2021.10.15 15:52:40,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
