Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason,ExitType
0,XAUUSD,SELL,1757.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2020.06.25 15:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,SELL,1754.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2020.06.26 16:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
28,XAUUSD,BUY,1777.56,1797.95,1755.61,1812.56,101.75,0.25,0.00,-5.04,96.71,London_NewYork_Overlap,YES,2020.06.30 17:45:00,2020.07.08 11:15:01,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,SELL,1794.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,YES,2020.07.10 19:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
29,XAUUSD,BUY,1793.23,1822.91,1763.23,1828.23,148.35,0.25,0.00,-8.82,139.53,London_NewYork_Overlap,YES,2020.07.07 17:15:00,2020.07.21 10:00:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
31,XAUUSD,BUY,1822.86,1857.90,1792.86,1857.86,175.10,0.25,0.00,-0.63,174.47,Tokyo_London_Overlap,YES,2020.07.21 10:00:00,2020.07.22 04:11:27,0.01,12345,M15,EXECUTED,N/A,TAKE_PROFIT
0,XAUUSD,BUY,1982.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney,YES,2020.08.03 01:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter,
0,XAUUSD,SELL,2014.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2020.08.11 08:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
34,XAUUSD,BUY,2033.54,2014.38,2003.54,2068.54,-95.45,0.25,0.00,-3.78,-99.23,Tokyo_London_Overlap,YES,2020.08.05 10:00:00,2020.08.11 08:15:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
36,XAUUSD,BUY,1993.45,1963.59,1963.45,2028.45,-150.00,0.25,0.00,-0.63,-150.63,Sydney_Tokyo_Overlap,YES,2020.08.18 05:00:00,2020.08.19 17:58:29,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,SELL,1922.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2020.08.21 14:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
38,XAUUSD,SELL,1909.37,1939.42,1939.37,1874.37,-150.00,0.25,0.00,0.00,-150.00,London_NewYork_Overlap,YES,2020.08.26 15:30:00,2020.08.26 17:32:31,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
40,XAUUSD,BUY,1957.71,1927.71,1927.71,1992.71,-150.15,0.25,0.00,0.00,-150.15,London_NewYork_Overlap,YES,2020.08.27 16:15:00,2020.08.27 17:02:32,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,SELL,1957.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2020.09.02 15:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,1929.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,YES,2020.09.03 09:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
42,XAUUSD,SELL,1924.58,1953.47,1954.58,1889.58,-144.00,0.25,0.00,-1.61,-145.61,London_NewYork_Overlap,YES,2020.09.03 18:30:00,2020.09.10 15:30:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
45,XAUUSD,BUY,1963.70,1933.72,1933.70,1998.70,-150.10,0.25,0.00,-2.52,-152.62,Sydney_Tokyo_Overlap,YES,2020.09.15 05:15:00,2020.09.17 16:07:40,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,SELL,1935.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2020.09.17 16:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
43,XAUUSD,BUY,1953.44,1959.13,1923.44,1988.44,28.35,0.25,0.00,-5.04,23.31,London_NewYork_Overlap,YES,2020.09.10 15:30:00,2020.09.18 19:30:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
47,XAUUSD,BUY,1959.19,1929.19,1929.19,1994.19,-150.00,0.25,0.00,-0.63,-150.63,NewYork,YES,2020.09.18 19:30:00,2020.09.21 12:47:30,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,BUY,1888.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2020.09.29 14:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,BUY,1900.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2020.09.30 18:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,BUY,1906.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2020.10.01 15:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
50,XAUUSD,SELL,1877.56,1906.54,1907.56,1842.56,-144.60,0.25,0.00,-2.30,-146.90,Asia,YES,2020.09.23 09:15:00,2020.10.01 15:30:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,BUY,1912.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,YES,2020.10.02 09:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,1886.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,YES,2020.10.06 23:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter,
0,XAUUSD,SELL,1916.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2020.10.13 05:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,SELL,1909.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2020.10.13 16:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
52,XAUUSD,SELL,1884.42,1914.44,1914.42,1849.42,-149.90,0.25,0.00,-1.15,-151.05,Sydney_Tokyo_Overlap,YES,2020.10.14 04:30:00,2020.10.19 15:09:29,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
54,XAUUSD,BUY,1919.21,1889.27,1889.21,1954.21,-150.05,0.25,0.00,-4.41,-154.46,Sydney_Tokyo_Overlap,YES,2020.10.21 05:15:00,2020.10.28 14:05:36,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,BUY,1891.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2020.11.02 14:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
57,XAUUSD,SELL,1866.20,1896.25,1896.20,1831.20,-150.00,0.25,0.00,-0.69,-150.69,London_NewYork_Overlap,NO,2020.10.29 14:30:00,2020.11.03 03:50:04,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,BUY,1900.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2020.11.03 11:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
55,XAUUSD,SELL,1893.39,1900.49,1923.39,1858.39,-35.25,0.25,0.00,-1.84,-37.09,Sydney_Tokyo_Overlap,NO,2020.10.26 01:00:00,2020.11.03 11:45:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
60,XAUUSD,BUY,1918.07,1908.35,1888.07,1953.07,-48.70,0.25,0.00,-1.26,-49.96,London,NO,2020.11.05 11:00:00,2020.11.09 14:12:39,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,BUY,1897.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2020.11.16 03:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,1829.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2020.11.24 03:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter,
62,XAUUSD,SELL,1863.34,1803.39,1893.34,1828.34,300.00,0.25,0.00,-0.69,299.31,Sydney_Tokyo_Overlap,NO,2020.11.19 07:45:00,2020.11.24 16:24:39,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
63,XAUUSD,SELL,1817.89,1782.89,1847.89,1782.89,175.15,0.25,0.00,-1.15,174.00,London,NO,2020.11.24 12:30:00,2020.11.27 15:34:38,0.01,12345,M15,EXECUTED,N/A,TAKE_PROFIT
66,XAUUSD,SELL,1766.68,1796.70,1796.68,1731.68,-149.85,0.25,0.00,-0.23,-150.08,Sydney_Tokyo_Overlap,NO,2020.11.30 05:00:00,2020.12.01 12:01:27,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,BUY,1824.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2020.12.02 10:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,BUY,1835.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2020.12.03 05:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,BUY,1846.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2020.12.04 16:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,1853.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2020.12.09 13:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
68,XAUUSD,BUY,1869.52,1839.64,1839.52,1904.52,-150.05,0.25,0.00,-0.63,-150.68,Sydney_Tokyo_Overlap,NO,2020.12.08 06:00:00,2020.12.09 17:00:00,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,BUY,1857.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2020.12.16 04:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
70,XAUUSD,BUY,1866.77,1856.51,1836.77,1901.77,-51.40,0.25,0.00,-1.26,-52.66,Sydney_Tokyo_Overlap,NO,2020.12.17 06:30:00,2020.12.21 12:06:38,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
