Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,37,24,13,64.86,2115.27,356.69,2.24,2023.01.04 09:15:00,2023.12.22 12:30:00
