Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,34,16,18,47.06,378.40,832.97,1.14,2024.01.11 18:30:00,2024.12.13 22:56:38
