Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason,ExitType
62,XAUUSD,BUY,3686.46,3655.85,3656.46,3721.46,-153.65,0.25,0.00,-0.63,-154.28,Sydney_Tokyo_Overlap,YES,2025.09.16 04:00:00,2025.09.17 21:01:15,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,SELL,3650.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,YES,2025.09.17 22:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,SELL,3637.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,YES,2025.09.18 09:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,SELL,3630.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2025.09.18 16:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
64,XAUUSD,BUY,3770.19,3739.85,3740.19,3805.19,-152.00,0.25,0.00,-0.63,-152.63,London,YES,2025.09.23 11:45:01,2025.09.24 18:58:59,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
66,XAUUSD,BUY,3764.34,3824.97,3734.34,3799.34,300.75,0.25,0.00,-0.63,300.12,London_NewYork_Overlap,YES,2025.09.26 16:15:00,2025.09.29 14:31:35,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
68,XAUUSD,BUY,3979.49,4039.40,3949.49,4014.49,300.00,0.25,0.00,-0.63,299.37,London_NewYork_Overlap,YES,2025.10.07 16:00:00,2025.10.08 11:06:01,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
0,XAUUSD,SELL,3985.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,YES,2025.10.09 19:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
70,XAUUSD,BUY,4128.54,4148.90,4098.54,4163.54,101.40,0.25,0.00,0.00,101.40,Sydney_Tokyo_Overlap,YES,2025.10.14 02:45:00,2025.10.14 08:38:30,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,SELL,4036.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2025.10.22 03:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,3998.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2025.10.27 16:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,3960.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2025.10.28 07:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,BUY,4038.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2025.10.31 01:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,SELL,3950.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2025.11.04 16:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,BUY,3991.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tokyo_London_Overlap,NO,2025.11.06 09:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
72,XAUUSD,BUY,4020.60,4081.90,3990.60,4055.60,302.05,0.25,0.00,-0.63,301.42,NewYork,NO,2025.11.07 18:45:00,2025.11.10 10:07:09,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
0,XAUUSD,SELL,4132.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2025.11.14 14:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,SELL,4019.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,NO,2025.11.17 21:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,4002.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tokyo_London_Overlap,NO,2025.11.18 09:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,4031.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,NO,2025.11.21 08:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
74,XAUUSD,BUY,4162.53,4178.93,4132.53,4197.53,79.70,0.25,0.00,-2.52,77.18,Sydney_Tokyo_Overlap,NO,2025.11.26 04:30:00,2025.11.28 02:45:01,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,SELL,4190.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2025.12.02 11:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,SELL,4174.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,NO,2025.12.09 08:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
76,XAUUSD,BUY,4254.77,4314.91,4224.77,4289.77,300.25,0.25,0.00,-0.63,299.62,London_NewYork_Overlap,NO,2025.12.11 17:45:00,2025.12.12 11:13:29,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
