Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason,ExitType
2,XAUUSD,BUY,2666.43,2679.22,2636.43,2701.43,63.60,0.25,0.00,-2.52,61.08,London_NewYork_Overlap,NO,2025.01.08 17:45:00,2025.01.10 10:45:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
4,XAUUSD,BUY,2681.54,2705.15,2651.54,2716.54,117.95,0.25,0.00,-1.89,116.06,Asia,NO,2025.01.15 08:15:00,2025.01.16 11:30:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,BUY,2767.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tokyo_London_Overlap,NO,2025.01.30 09:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter,
6,XAUUSD,BUY,2734.15,2767.08,2704.15,2769.15,163.90,0.25,0.00,-6.93,156.97,London_NewYork_Overlap,NO,2025.01.21 16:45:00,2025.01.30 09:45:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
8,XAUUSD,BUY,2800.22,2860.25,2770.22,2835.22,300.25,0.25,0.00,-1.89,298.36,London_NewYork_Overlap,NO,2025.01.31 14:00:00,2025.02.05 07:48:39,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
0,XAUUSD,SELL,2841.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2025.02.06 17:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,BUY,2888.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tokyo_London_Overlap,NO,2025.02.10 09:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter,
9,XAUUSD,BUY,2847.41,2907.49,2817.41,2882.41,300.00,0.25,0.00,-3.15,296.85,Sydney_Tokyo_Overlap,NO,2025.02.05 02:45:00,2025.02.10 15:19:13,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
12,XAUUSD,BUY,2921.51,2909.91,2891.51,2956.51,-58.10,0.25,0.00,0.00,-58.10,Sydney_Tokyo_Overlap,NO,2025.02.11 01:45:00,2025.02.11 04:40:25,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
14,XAUUSD,BUY,2924.16,2894.07,2894.16,2959.16,-150.15,0.25,0.00,-0.63,-150.78,NewYork,NO,2025.02.13 21:00:00,2025.02.14 17:32:37,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
16,XAUUSD,BUY,2916.38,2886.37,2886.38,2951.38,-150.40,0.25,0.00,-6.93,-157.33,London_NewYork_Overlap,NO,2025.02.18 14:45:00,2025.02.27 10:09:39,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,SELL,2885.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2025.02.27 10:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,2863.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2025.02.28 05:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
18,XAUUSD,BUY,2899.27,2941.39,2869.27,2934.27,209.60,0.25,0.00,-6.93,202.67,Tokyo_London_Overlap,NO,2025.03.04 09:30:00,2025.03.13 04:15:01,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
19,XAUUSD,BUY,2928.07,2988.23,2898.07,2963.07,300.20,0.25,0.00,-1.89,298.31,London_NewYork_Overlap,NO,2025.03.12 17:15:00,2025.03.13 22:49:31,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
22,XAUUSD,BUY,3047.89,3018.14,3017.89,3082.89,-150.50,0.25,0.00,-2.52,-153.02,NewYork,NO,2025.03.19 20:45:00,2025.03.21 15:38:35,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,SELL,3014.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2025.03.21 15:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
24,XAUUSD,BUY,3035.10,3095.30,3005.10,3070.10,300.10,0.25,0.00,-1.26,298.84,Sydney_Tokyo_Overlap,NO,2025.03.27 06:15:00,2025.03.31 01:08:25,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
0,XAUUSD,SELL,3048.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2025.04.04 17:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
26,XAUUSD,SELL,2966.15,2995.64,2996.15,2931.15,-150.25,0.25,0.00,-0.23,-150.48,NewYork,YES,2025.04.07 20:15:00,2025.04.08 04:09:27,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
28,XAUUSD,BUY,3142.98,3203.18,3112.98,3177.98,300.10,0.25,0.00,-0.63,299.47,London_NewYork_Overlap,YES,2025.04.10 17:15:00,2025.04.11 03:35:16,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
30,XAUUSD,BUY,3369.85,3430.06,3339.85,3404.85,300.15,0.25,0.00,0.00,300.15,Sydney_Tokyo_Overlap,YES,2025.04.21 03:45:00,2025.04.21 17:13:15,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
0,XAUUSD,SELL,3277.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2025.04.23 17:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,3258.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2025.05.01 03:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
32,XAUUSD,BUY,3389.71,3437.65,3359.71,3424.71,238.85,0.25,0.00,-0.63,238.22,London_NewYork_Overlap,YES,2025.05.06 15:45:00,2025.05.07 01:00:00,0.01,12345,M15,EXECUTED,N/A,TAKE_PROFIT
0,XAUUSD,SELL,3311.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,YES,2025.05.08 19:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,3271.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney,YES,2025.05.12 01:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
34,XAUUSD,SELL,3200.93,3140.95,3230.93,3165.93,300.35,0.25,0.00,-0.69,299.66,London_NewYork_Overlap,YES,2025.05.14 15:45:00,2025.05.15 07:47:36,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
36,XAUUSD,BUY,3261.21,3321.73,3231.21,3296.21,300.05,0.25,0.00,-0.63,299.42,London_NewYork_Overlap,YES,2025.05.20 17:00:00,2025.05.21 22:07:37,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
0,XAUUSD,SELL,3320.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,YES,2025.05.27 09:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
38,XAUUSD,BUY,3337.58,3397.86,3307.58,3372.58,300.50,0.25,0.00,-3.15,297.35,Asia,YES,2025.06.02 09:30:00,2025.06.05 13:31:54,0.01,12345,M15,EXECUTED,N/A,ACTIVE_300_USD
40,XAUUSD,BUY,3339.07,3363.08,3309.07,3374.07,119.40,0.25,0.00,-2.52,116.88,London,YES,2025.06.10 14:15:00,2025.06.12 01:30:01,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,SELL,3382.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,YES,2025.06.17 09:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,SELL,3365.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,YES,2025.06.18 22:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,3355.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,YES,2025.06.19 09:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,SELL,3346.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2025.06.20 06:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
42,XAUUSD,SELL,3249.32,3280.28,3279.32,3214.32,-151.45,0.25,0.00,0.00,-151.45,Sydney,YES,2025.06.30 01:30:00,2025.06.30 05:03:50,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
44,XAUUSD,SELL,3310.96,3341.25,3340.96,3275.96,-150.45,0.25,0.00,-0.23,-150.68,Sydney_Tokyo_Overlap,YES,2025.07.07 04:15:00,2025.07.08 01:01:47,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
46,XAUUSD,SELL,3285.81,3315.84,3315.81,3250.81,-150.00,0.25,0.00,0.00,-150.00,London,YES,2025.07.09 11:30:00,2025.07.09 22:12:11,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
48,XAUUSD,BUY,3374.60,3344.50,3344.60,3409.60,-151.25,0.25,0.00,0.00,-151.25,Tokyo_London_Overlap,YES,2025.07.14 10:30:00,2025.07.14 17:38:41,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,SELL,3338.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2025.07.15 16:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
50,XAUUSD,SELL,3312.91,3343.26,3342.91,3277.91,-151.10,0.25,0.00,-0.23,-151.33,London_NewYork_Overlap,YES,2025.07.17 15:45:00,2025.07.18 01:37:13,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,BUY,3403.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2025.07.22 15:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter,
0,XAUUSD,SELL,3379.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2025.07.24 06:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,SELL,3345.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2025.07.25 11:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
52,XAUUSD,SELL,3321.94,3331.12,3351.94,3286.94,-45.65,0.25,0.00,-1.38,-47.03,London_NewYork_Overlap,YES,2025.07.28 16:45:00,2025.08.01 15:35:37,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
54,XAUUSD,BUY,3367.68,3392.24,3337.68,3402.68,121.95,0.25,0.00,-3.15,118.80,London,YES,2025.08.04 14:30:00,2025.08.07 10:30:01,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,SELL,3339.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2025.08.12 15:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
56,XAUUSD,BUY,3373.02,3343.06,3343.02,3408.02,-150.45,0.25,0.00,0.00,-150.45,Sydney_Tokyo_Overlap,YES,2025.08.14 03:30:00,2025.08.14 11:00:20,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
58,XAUUSD,SELL,3329.12,3359.30,3358.67,3294.12,-150.65,0.25,0.00,-1.38,-152.03,Sydney_Tokyo_Overlap,YES,2025.08.18 02:30:00,2025.08.22 17:10:18,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
60,XAUUSD,BUY,3388.34,3400.85,3358.34,3423.34,61.85,0.25,0.00,-2.52,59.33,NewYork,YES,2025.08.26 22:15:00,2025.08.28 12:00:01,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,SELL,3618.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2025.09.11 12:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
