entry_time,direction,entry_session,mfe_usd,atr_at_entry,mfe_points,mfe_atr_ratio
2015-01-05 02:30:00,SHORT,Sydney_Tokyo_Overlap,1.6899999999998272,2.948174253323251,168.99999999998272,0.5732361301557463
2015-01-07 15:15:00,LONG,London_NewYork_Overlap,6.190000000000055,1.813223587135914,619.0000000000055,3.413809551075551
2015-01-07 21:00:00,LONG,NewYork,3.349999999999909,2.1160060640503677,334.9999999999909,1.5831712663372444
2015-01-07 23:30:00,LONG,Sydney,3.740000000000009,2.1407383189476676,374.0000000000009,1.747060799957324
2015-01-09 11:30:00,LONG,London,20.730000000000018,1.0715565895650607,2073.000000000002,19.345688507607626
2015-01-09 14:45:00,LONG,London_NewYork_Overlap,20.480000000000018,1.315284228057188,2048.000000000002,15.57077897166844
2015-01-13 21:00:00,LONG,NewYork,4.599999999999909,2.5976037418835474,459.9999999999909,1.7708628632727503
2015-01-13 22:00:00,LONG,NewYork,1.9600000000000364,2.7318851643048796,196.00000000000364,0.7174532903540815
2015-01-13 22:30:00,LONG,NewYork,3.8300000000001546,2.571217310038398,383.00000000001546,1.4895668230947614
2015-01-14 08:15:00,SHORT,Asia,0.6099999999999,1.7893612392160532,60.999999999989996,0.3409037742804524
2015-01-14 09:30:00,LONG,Tokyo_London_Overlap,0.9499999999998181,1.8470898892430458,94.99999999998181,0.5143225597911408
2015-01-14 12:45:00,SHORT,London,2.1800000000000637,2.1888760359214987,218.00000000000637,0.9959449343974848
2015-01-14 14:15:00,SHORT,London_NewYork_Overlap,0.4600000000000364,1.9611854661522667,46.00000000000364,0.23455201353420693
2015-01-14 21:15:00,LONG,NewYork,2.4299999999998363,2.761915399422266,242.99999999998363,0.8798241975507797
2015-01-14 22:45:00,SHORT,NewYork,2.050000000000182,2.5235114776222547,205.0000000000182,0.8123600856104555
2015-01-15 05:15:00,SHORT,Sydney_Tokyo_Overlap,4.960000000000036,1.5229349250188642,496.00000000000364,3.2568692979042413
2015-01-15 06:00:00,SHORT,Sydney_Tokyo_Overlap,4.800000000000182,1.3687128390183676,480.0000000000182,3.5069445271242667
2015-01-15 07:15:00,SHORT,Sydney_Tokyo_Overlap,4.650000000000091,1.2170391729220724,465.0000000000091,3.820748011615426
2015-01-15 12:00:00,LONG,London,34.960000000000036,2.825914040718434,3496.0000000000036,12.37121847878718
2015-01-22 08:15:00,LONG,Asia,3.269999999999982,1.5229831002816017,326.9999999999982,2.1471019602222468
2015-01-22 09:15:00,LONG,Tokyo_London_Overlap,3.240000000000009,1.837297228424158,324.0000000000009,1.7634599072350114
2015-01-22 10:45:00,SHORT,London,0.08999999999991815,1.8512001772529845,8.999999999991815,0.04861710856870709
2015-01-22 12:45:00,LONG,London,1.1700000000000728,1.8411695541235253,117.00000000000728,0.6354656459421208
2015-01-23 09:45:00,LONG,Tokyo_London_Overlap,5.679999999999836,1.5076694151496435,567.9999999999836,3.767404142396872
2015-01-26 05:00:00,LONG,Sydney_Tokyo_Overlap,0.16000000000008185,1.8130665232850713,16.000000000008185,0.08824827878360468
2015-01-26 06:00:00,LONG,Sydney_Tokyo_Overlap,0.5399999999999636,1.6296054501130912,53.99999999999636,0.33136855302152357
2015-01-26 07:30:00,LONG,Sydney_Tokyo_Overlap,0.009999999999990905,1.5127749615719677,0.9999999999990905,0.0066103685306898655
2015-01-28 09:00:00,LONG,Tokyo_London_Overlap,3.9200000000000728,1.192159498121683,392.0000000000073,3.2881506259659568
2015-01-28 15:30:00,LONG,London_NewYork_Overlap,0.5599999999999454,1.7018142739328472,55.99999999999454,0.3290605846816647
2015-01-28 17:00:00,SHORT,London_NewYork_Overlap,25.840000000000146,2.1847209261961678,2584.0000000000146,11.82759760762229
2015-01-28 20:30:00,SHORT,NewYork,35.32999999999993,1.867863546159077,3532.9999999999927,18.91465791098588
2015-01-30 17:30:00,SHORT,London_NewYork_Overlap,0.18000000000006366,2.690449581785508,18.000000000006366,0.06690331653812567
2015-02-02 17:00:00,SHORT,London_NewYork_Overlap,3.5699999999999363,2.4612512508807614,356.99999999999363,1.4504817412372704
2015-02-02 18:30:00,SHORT,NewYork,1.0199999999999818,2.612520501796179,101.99999999999818,0.39042755809904806
2015-02-02 22:30:00,LONG,NewYork,9.889999999999873,2.4249887497519804,988.9999999999873,4.078369436151565
2015-02-03 03:30:00,SHORT,Sydney_Tokyo_Overlap,1.4699999999998,1.5180734043159947,146.99999999998,0.9683326220066049
2015-02-03 06:30:00,SHORT,Sydney_Tokyo_Overlap,0.6099999999999,1.2477431939679486,60.999999999989996,0.48888265065188513
2015-02-05 09:15:00,LONG,Tokyo_London_Overlap,1.4100000000000819,1.4573734850316464,141.00000000000819,0.9674939296493816
2015-02-06 01:00:00,SHORT,Sydney_Tokyo_Overlap,3.9199999999998454,1.6546686324591238,391.99999999998454,2.3690543974197706
2015-02-06 11:45:00,LONG,London,0.17000000000007276,1.171645329267689,17.000000000007276,0.14509510323087918
2015-02-06 15:00:00,SHORT,London_NewYork_Overlap,33.069999999999936,1.6978519871583053,3306.9999999999936,19.477551783149952
2015-02-10 08:00:00,SHORT,Asia,14.009999999999991,0.9170812598780762,1400.999999999999,15.27672695205067
2015-02-12 10:30:00,SHORT,London,7.539999999999964,1.8086635198836674,753.9999999999964,4.168824061030951
2015-02-13 05:30:00,LONG,Sydney_Tokyo_Overlap,3.5799999999999272,0.9066461475115303,357.9999999999927,3.9486187746189025
2015-02-13 06:00:00,LONG,Sydney_Tokyo_Overlap,4.059999999999945,0.9996591782114785,405.99999999999454,4.061384208229667
2015-02-13 10:00:00,LONG,London,0.3500000000001364,1.1663868244609665,35.00000000001364,0.30007197668911023
