Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
2,XAUUSD,BUY,1532.46,1575.89,1502.46,1562.46,216.45,0.25,0.00,-0.63,215.82,Asia,2020.01.03 03:45:00,2020.01.06 01:05:00,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1550.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,2020.01.09 08:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
4,XAUUSD,BUY,1561.89,1591.89,1531.89,1591.89,149.35,0.25,0.00,-8.82,140.53,London,2020.01.20 08:00:00,2020.02.03 01:11:41,0.01,12345,M15,EXECUTED,N/A
6,XAUUSD,BUY,1588.26,1558.25,1558.26,1618.26,-149.60,0.25,0.00,-1.26,-150.86,NewYork,2020.01.31 18:00:00,2020.02.04 16:11:40,0.01,12345,M15,EXECUTED,N/A
11,XAUUSD,SELL,1564.07,1594.07,1594.07,1534.07,-149.75,0.25,0.00,-1.61,-151.36,NewYork,2020.02.11 17:45:00,2020.02.18 17:21:02,0.01,12345,M15,EXECUTED,N/A
5,XAUUSD,BUY,1566.20,1596.21,1536.20,1596.20,149.75,0.25,0.00,-15.12,134.63,NewYork,2020.01.23 18:30:00,2020.02.18 17:28:26,0.01,12345,M15,EXECUTED,N/A
8,XAUUSD,SELL,1567.93,1597.93,1597.93,1537.93,-149.95,0.25,0.00,-3.22,-153.17,London,2020.02.04 11:00:00,2020.02.18 17:29:37,0.01,12345,M15,EXECUTED,N/A
10,XAUUSD,BUY,1569.14,1599.15,1539.14,1599.14,149.50,0.25,0.00,-5.67,143.83,London,2020.02.07 12:15:00,2020.02.18 17:42:38,0.01,12345,M15,EXECUTED,N/A
12,XAUUSD,BUY,1579.93,1609.94,1549.93,1609.93,150.15,0.25,0.00,-1.89,148.26,London_NewYork_Overlap,2020.02.14 15:45:00,2020.02.19 12:37:39,0.01,12345,M15,EXECUTED,N/A
17,XAUUSD,BUY,1606.74,1636.74,1576.74,1636.74,149.50,0.25,0.00,-2.52,146.98,London,2020.02.19 10:15:00,2020.02.21 14:55:38,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1629.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,2020.02.25 23:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
20,XAUUSD,BUY,1623.41,1653.42,1593.41,1653.41,149.60,0.25,0.00,-2.52,147.08,NewYork,2020.03.03 17:15:00,2020.03.05 14:23:23,0.01,12345,M15,EXECUTED,N/A
22,XAUUSD,SELL,1647.64,1617.55,1677.64,1617.64,152.60,0.25,0.00,-0.92,151.68,NewYork,2020.03.10 21:15:00,2020.03.12 14:03:40,0.01,12345,M15,EXECUTED,N/A
24,XAUUSD,SELL,1626.60,1596.59,1656.60,1596.60,150.15,0.25,0.00,0.00,150.15,London_NewYork_Overlap,2020.03.12 14:15:00,2020.03.12 15:36:19,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1518.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,2020.03.23 14:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,SELL,1605.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,2020.03.31 12:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
26,XAUUSD,SELL,1591.32,1621.32,1621.32,1561.32,-150.30,0.25,0.00,-1.15,-151.45,NewYork,2020.03.31 20:15:00,2020.04.03 15:30:32,0.01,12345,M15,EXECUTED,N/A
28,XAUUSD,BUY,1623.72,1653.73,1593.72,1653.72,148.60,0.25,0.00,-0.63,147.97,Asia,2020.04.03 22:00:00,2020.04.06 20:09:38,0.01,12345,M15,EXECUTED,N/A
30,XAUUSD,SELL,1680.69,1710.73,1710.69,1650.69,-149.95,0.25,0.00,-0.69,-150.64,NewYork,2020.04.17 21:15:00,2020.04.22 15:57:39,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1709.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,2020.04.27 17:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
32,XAUUSD,SELL,1704.66,1674.66,1734.66,1674.66,149.65,0.25,0.00,-1.15,148.50,Asia,2020.04.28 04:15:00,2020.05.01 08:55:55,0.01,12345,M15,EXECUTED,N/A
33,XAUUSD,SELL,1678.56,1708.60,1708.56,1648.56,-150.00,0.25,0.00,-0.23,-150.23,London,2020.05.01 08:45:00,2020.05.04 13:04:38,0.01,12345,M15,EXECUTED,N/A
36,XAUUSD,SELL,1697.98,1728.00,1727.98,1667.98,-149.85,0.25,0.00,-1.15,-151.00,London_NewYork_Overlap,2020.05.11 13:15:00,2020.05.14 16:42:43,0.01,12345,M15,EXECUTED,N/A
37,XAUUSD,BUY,1718.93,1748.94,1688.93,1748.93,147.65,0.25,0.00,-0.63,147.02,Asia,2020.05.14 03:15:00,2020.05.15 18:59:38,0.01,12345,M15,EXECUTED,N/A
