Time,Open,High,Low,Close,Volume,Spread,EMA200
2023.01.03 01:00:00,1826.57,1830.72,1825.87,1826.11,682,1,1826.11
2023.01.03 01:15:00,1826.10,1829.08,1823.52,1827.94,606,9,1826.13
2023.01.03 01:30:00,1827.92,1828.36,1826.91,1827.95,625,14,1826.15
2023.01.03 01:45:00,1827.80,1829.44,1827.73,1829.44,603,10,1826.18
2023.01.03 02:00:00,1829.44,1832.05,1828.83,1831.60,899,12,1826.23
2023.01.03 02:15:00,1831.63,1832.18,1830.26,1831.40,1032,12,1826.28
2023.01.03 02:30:00,1831.41,1832.09,1831.14,1831.38,757,3,1826.34
2023.01.03 02:45:00,1831.38,1831.68,1830.24,1830.66,820,11,1826.38
2023.01.03 03:00:00,1830.66,1832.55,1827.60,1829.60,2104,7,1826.41
2023.01.03 03:15:00,1829.59,1830.91,1826.83,1828.22,2112,6,1826.43
2023.01.03 03:30:00,1828.22,1830.62,1826.93,1827.81,1991,5,1826.44
2023.01.03 03:45:00,1827.82,1829.92,1827.05,1828.53,1440,5,1826.46
2023.01.03 04:00:00,1828.55,1831.03,1828.53,1829.69,1262,4,1826.49
2023.01.03 04:15:00,1829.64,1830.80,1828.34,1830.51,1197,2,1826.53
2023.01.03 04:30:00,1830.51,1838.48,1830.43,1838.24,1413,5,1826.65
2023.01.03 04:45:00,1838.24,1839.90,1837.30,1838.41,2010,4,1826.77
2023.01.03 05:00:00,1838.42,1841.36,1838.41,1840.91,1383,4,1826.91
2023.01.03 05:15:00,1840.93,1843.14,1839.99,1841.69,1257,4,1827.06
2023.01.03 05:30:00,1841.69,1841.87,1840.51,1841.09,1045,5,1827.20
2023.01.03 05:45:00,1841.08,1842.13,1840.52,1841.24,1042,6,1827.34
2023.01.03 06:00:00,1841.24,1842.09,1840.85,1841.95,706,3,1827.48
2023.01.03 06:15:00,1841.95,1842.00,1840.56,1841.20,688,3,1827.62
2023.01.03 06:30:00,1841.17,1842.16,1841.07,1841.88,647,6,1827.76
2023.01.03 06:45:00,1841.92,1842.14,1840.33,1840.41,721,6,1827.89
2023.01.03 07:00:00,1840.43,1841.15,1839.95,1840.05,769,5,1828.01
2023.01.03 07:15:00,1840.05,1840.70,1837.99,1838.15,1026,6,1828.11
2023.01.03 07:30:00,1838.15,1840.21,1838.11,1840.11,943,8,1828.23
2023.01.03 07:45:00,1840.15,1840.97,1839.75,1840.39,1028,7,1828.35
2023.01.03 08:00:00,1840.38,1842.42,1840.36,1842.41,1464,5,1828.49
2023.01.03 08:15:00,1842.39,1844.26,1841.77,1841.92,1342,3,1828.62
2023.01.03 08:30:00,1841.92,1842.00,1840.01,1840.93,1126,4,1828.74
2023.01.03 08:45:00,1840.88,1842.29,1840.35,1841.95,900,1,1828.88
2023.01.03 09:00:00,1841.94,1842.72,1841.10,1842.43,1308,2,1829.01
2023.01.03 09:15:00,1842.43,1847.64,1842.43,1847.27,1725,4,1829.19
2023.01.03 09:30:00,1847.27,1849.99,1847.01,1848.95,1946,5,1829.39
2023.01.03 09:45:00,1848.86,1849.27,1844.79,1847.56,2449,4,1829.57
2023.01.03 10:00:00,1847.58,1848.03,1842.38,1843.87,3147,4,1829.71
2023.01.03 10:15:00,1843.87,1844.38,1838.82,1840.60,2897,4,1829.82
2023.01.03 10:30:00,1840.60,1840.66,1836.43,1836.57,2969,5,1829.89
2023.01.03 10:45:00,1836.53,1837.30,1834.56,1836.13,2429,6,1829.95
2023.01.03 11:00:00,1836.13,1838.26,1834.82,1837.76,2954,6,1830.03
2023.01.03 11:15:00,1837.76,1841.44,1837.60,1841.36,2185,6,1830.14
2023.01.03 11:30:00,1841.36,1841.93,1837.73,1840.84,2110,4,1830.25
2023.01.03 11:45:00,1840.84,1841.27,1838.10,1838.87,1593,6,1830.33
2023.01.03 12:00:00,1838.79,1839.40,1838.16,1839.11,1416,4,1830.42
2023.01.03 12:15:00,1839.10,1839.26,1837.62,1838.01,1444,6,1830.49
2023.01.03 12:30:00,1838.00,1838.29,1834.49,1836.27,1736,4,1830.55
2023.01.03 12:45:00,1836.36,1836.57,1833.72,1834.50,1071,4,1830.59
2023.01.03 13:00:00,1834.50,1834.85,1832.59,1832.71,1279,6,1830.61
2023.01.03 13:15:00,1832.72,1834.42,1831.70,1833.22,1556,6,1830.64
2023.01.03 13:30:00,1833.22,1833.60,1830.85,1831.23,1327,6,1830.64
2023.01.03 13:45:00,1831.23,1833.28,1830.93,1833.19,1407,4,1830.67
2023.01.03 14:00:00,1833.20,1834.00,1831.74,1833.61,1718,8,1830.70
2023.01.03 14:15:00,1833.61,1835.58,1833.29,1835.39,1332,4,1830.75
2023.01.03 14:30:00,1835.47,1836.41,1833.93,1835.57,1305,4,1830.79
2023.01.03 14:45:00,1835.61,1835.86,1833.73,1834.63,1310,6,1830.83
2023.01.03 15:00:00,1834.86,1838.05,1834.18,1837.16,2794,4,1830.89
2023.01.03 15:15:00,1837.19,1840.55,1837.04,1838.89,3039,4,1830.97
2023.01.03 15:30:00,1838.97,1840.41,1837.04,1839.85,2759,5,1831.06
