Time,Session,IsActive,OpenPrice,HighPrice,LowPrice,ClosePrice,BarsCount,SessionRangePoints
2022.01.03 01:05:00,Asia,NO,1830.63,1831.82,1824.14,1825.10,10980,768
2022.01.03 08:00:00,London,NO,1825.44,1827.45,1820.93,1826.42,12254,652
2022.01.03 13:00:00,London_NewYork_Overlap,NO,1826.42,1827.12,1802.84,1802.94,12919,2428
2022.01.03 17:00:00,NewYork,NO,1802.94,1806.71,1798.33,1801.73,16129,838
2022.01.03 22:00:00,Asia,NO,1801.73,1807.01,1800.98,1803.40,18306,603
2022.01.04 08:00:00,London,NO,1805.43,1808.56,1801.98,1805.67,15494,658
2022.01.04 13:00:00,London_NewYork_Overlap,NO,1805.67,1810.82,1798.54,1811.37,13889,1228
2022.01.04 17:00:00,NewYork,NO,1811.37,1816.74,1807.59,1814.54,16010,915
2022.01.04 22:00:00,Asia,NO,1814.54,1816.61,1812.69,1814.97,13858,392
2022.01.05 08:00:00,London,NO,1815.77,1820.23,1812.49,1818.44,14338,774
2022.01.05 13:00:00,London_NewYork_Overlap,NO,1818.44,1829.58,1815.04,1825.85,12648,1454
2022.01.05 17:00:00,NewYork,NO,1825.85,1826.66,1812.42,1812.98,16127,1424
2022.01.05 22:00:00,Asia,NO,1812.98,1814.28,1805.39,1805.53,19877,889
2022.01.06 08:00:00,London,NO,1803.02,1807.15,1793.75,1801.27,17464,1340
2022.01.06 13:00:00,London_NewYork_Overlap,NO,1801.27,1801.72,1786.92,1793.79,14101,1480
2022.01.06 17:00:00,NewYork,NO,1793.79,1795.28,1786.50,1787.95,17032,878
2022.01.06 22:00:00,Asia,NO,1787.95,1793.28,1787.44,1792.62,14989,584
2022.01.07 08:00:00,London,NO,1790.72,1794.01,1787.82,1791.32,14034,619
2022.01.07 13:00:00,London_NewYork_Overlap,NO,1791.32,1796.13,1782.66,1791.06,12741,1347
2022.01.07 17:00:00,NewYork,NO,1791.06,1798.63,1786.55,1796.77,16495,1208
2022.01.07 22:00:00,Asia,NO,1796.77,1797.50,1791.69,1792.51,16367,581
2022.01.10 08:00:00,London,NO,1793.11,1800.70,1791.35,1799.73,15616,935
2022.01.10 13:00:00,London_NewYork_Overlap,NO,1799.73,1802.32,1790.41,1794.23,14101,1191
2022.01.10 17:00:00,NewYork,NO,1794.23,1801.62,1791.52,1800.86,16760,1010
2022.01.10 22:00:00,Asia,NO,1800.86,1807.83,1799.63,1806.70,16835,820
2022.01.11 08:00:00,London,NO,1808.45,1810.23,1804.87,1806.12,16560,536
2022.01.11 13:00:00,London_NewYork_Overlap,NO,1806.12,1809.05,1801.81,1805.90,13193,724
2022.01.11 17:00:00,NewYork,NO,1805.90,1821.18,1805.39,1820.75,16973,1579
2022.01.11 22:00:00,Asia,NO,1820.75,1823.24,1817.74,1818.17,16211,550
2022.01.12 08:00:00,London,NO,1820.46,1821.49,1814.74,1817.44,14672,675
2022.01.12 13:00:00,London_NewYork_Overlap,NO,1817.44,1825.41,1816.32,1821.92,13036,909
2022.01.12 17:00:00,NewYork,NO,1821.92,1828.00,1820.12,1827.93,15849,788
2022.01.12 22:00:00,Asia,NO,1827.93,1828.00,1824.02,1825.91,14248,398
2022.01.13 08:00:00,London,NO,1825.90,1827.60,1819.04,1822.82,15492,856
2022.01.13 13:00:00,London_NewYork_Overlap,NO,1822.82,1826.02,1817.98,1818.63,12706,804
2022.01.13 17:00:00,NewYork,NO,1818.63,1821.93,1812.38,1821.04,15562,955
2022.01.13 22:00:00,Asia,NO,1821.04,1827.30,1819.53,1825.99,17453,777
2022.01.14 08:00:00,London,NO,1827.72,1829.17,1821.69,1823.66,15862,748
2022.01.14 13:00:00,London_NewYork_Overlap,NO,1823.66,1827.75,1819.27,1824.83,13648,848
2022.01.14 17:00:00,NewYork,NO,1824.83,1826.01,1814.71,1818.26,16542,1130
2022.01.14 22:00:00,Asia,NO,1818.26,1820.27,1813.20,1819.39,15751,707
2022.01.17 08:00:00,London,NO,1819.56,1823.17,1818.73,1820.90,11923,444
2022.01.17 13:00:00,London_NewYork_Overlap,NO,1820.90,1821.88,1819.23,1820.15,11831,265
2022.01.17 17:00:00,NewYork,NO,1820.15,1820.19,1817.70,1818.27,7269,249
2022.01.18 01:05:00,Asia,NO,1818.27,1822.77,1815.31,1817.94,14470,746
2022.01.18 08:00:00,London,NO,1816.15,1818.02,1809.20,1810.06,17400,882
2022.01.18 13:00:00,London_NewYork_Overlap,NO,1810.06,1820.00,1805.79,1818.19,13717,1421
2022.01.18 17:00:00,NewYork,NO,1818.19,1820.07,1810.63,1814.00,17017,944
2022.01.18 22:00:00,Asia,NO,1814.00,1815.32,1810.25,1811.76,20483,507
2022.01.19 08:00:00,London,NO,1813.40,1819.37,1811.32,1818.75,17410,805
2022.01.19 13:00:00,London_NewYork_Overlap,NO,1818.75,1828.38,1816.73,1827.12,14067,1165
2022.01.19 17:00:00,NewYork,NO,1827.12,1843.31,1826.32,1842.88,17622,1699
2022.01.19 22:00:00,Asia,NO,1842.88,1844.10,1837.96,1839.88,22048,614
2022.01.20 08:00:00,London,NO,1839.29,1842.13,1836.74,1837.25,17014,539
