Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
2,XAUUSD,BUY,1945.73,1915.72,1915.73,1975.73,-150.55,0.25,0.00,-0.63,-151.18,London,2021.01.05 11:45:00,2021.01.06 17:40:29,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1844.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,2021.01.19 10:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,BUY,1846.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,2021.01.20 04:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
4,XAUUSD,SELL,1829.44,1859.44,1859.44,1799.44,-149.75,0.25,0.00,-0.69,-150.44,NewYork,2021.01.15 18:00:00,2021.01.20 16:21:38,0.01,12345,M15,EXECUTED,N/A
6,XAUUSD,SELL,1840.73,1870.73,1870.73,1810.73,-149.85,0.25,0.00,-0.92,-150.77,London_NewYork_Overlap,2021.01.27 13:45:00,2021.01.29 15:40:31,0.01,12345,M15,EXECUTED,N/A
7,XAUUSD,BUY,1864.73,1834.72,1834.73,1894.73,-150.45,0.25,0.00,-1.26,-151.71,London_NewYork_Overlap,2021.01.29 14:15:00,2021.02.02 15:25:41,0.01,12345,M15,EXECUTED,N/A
10,XAUUSD,SELL,1826.91,1796.91,1856.91,1796.91,150.30,0.25,0.00,0.00,150.30,Asia,2021.02.04 04:00:00,2021.02.04 16:11:38,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1822.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,2021.02.08 13:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
12,XAUUSD,BUY,1840.24,1810.22,1810.24,1870.24,-150.80,0.25,0.00,-4.41,-155.21,Asia,2021.02.09 04:30:00,2021.02.16 14:49:24,0.01,12345,M15,EXECUTED,N/A
14,XAUUSD,SELL,1807.41,1777.41,1837.41,1777.41,149.70,0.25,0.00,-0.23,149.47,London_NewYork_Overlap,2021.02.16 15:00:00,2021.02.17 15:30:15,0.01,12345,M15,EXECUTED,N/A
