Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
0,XAUUSD,BUY,1799.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,2022.01.10 12:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
3,XAUUSD,SELL,1812.01,1823.18,1823.17,1782.01,-55.60,0.25,0.00,-0.23,-55.83,London_NewYork_Overlap,2022.01.18 11:00:00,2022.01.19 15:26:36,0.01,12345,M15,EXECUTED,N/A
2,XAUUSD,BUY,1803.61,1833.64,1791.35,1833.61,150.15,0.25,0.00,-5.04,145.11,NewYork,2022.01.11 02:15:00,2022.01.19 17:05:39,0.01,12345,M15,EXECUTED,N/A
6,XAUUSD,BUY,1846.48,1805.77,1805.79,1876.48,-203.60,0.25,0.00,-4.41,-208.01,London_NewYork_Overlap,2022.01.20 16:00:00,2022.01.27 15:00:31,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1800.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NoSession,2022.02.01 07:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
8,XAUUSD,SELL,1791.11,1816.93,1816.91,1761.11,-129.25,0.25,0.00,-1.84,-131.09,London_NewYork_Overlap,2022.01.28 11:15:00,2022.02.07 15:21:14,0.01,12345,M15,EXECUTED,N/A
10,XAUUSD,BUY,1816.40,1846.41,1792.14,1846.40,150.00,0.25,0.00,-3.78,146.22,NewYork,2022.02.07 15:30:00,2022.02.11 20:34:30,0.01,12345,M15,EXECUTED,N/A
12,XAUUSD,BUY,1866.50,1850.80,1850.82,1896.50,-78.60,0.25,0.00,-0.63,-79.23,London_NewYork_Overlap,2022.02.14 17:00:00,2022.02.15 13:45:40,0.01,12345,M15,EXECUTED,N/A
14,XAUUSD,BUY,1912.19,1942.20,1887.62,1942.19,149.80,0.25,0.00,-2.52,147.28,Asia,2022.02.22 01:15:00,2022.02.24 06:12:32,0.01,12345,M15,EXECUTED,N/A
16,XAUUSD,BUY,1953.17,1983.20,1929.56,1983.17,150.00,0.25,0.00,-0.63,149.37,Asia,2022.03.04 16:45:00,2022.03.07 01:05:36,0.01,12345,M15,EXECUTED,N/A
18,XAUUSD,BUY,2028.26,2058.31,1961.03,2058.26,151.00,0.25,0.00,0.00,151.00,NewYork,2022.03.08 16:45:00,2022.03.08 17:07:24,0.01,12345,M15,EXECUTED,N/A
20,XAUUSD,SELL,1967.71,1937.69,2009.10,1937.71,150.60,0.25,0.00,-0.46,150.14,NoSession,2022.03.11 14:15:00,2022.03.15 06:59:10,0.01,12345,M15,EXECUTED,N/A
22,XAUUSD,SELL,1914.02,1941.03,1941.02,1884.02,-134.90,0.25,0.00,-0.23,-135.13,NewYork,2022.03.22 16:15:00,2022.03.23 21:24:16,0.01,12345,M15,EXECUTED,N/A
24,XAUUSD,BUY,1952.09,1910.64,1910.67,1982.09,-207.75,0.25,0.00,-1.89,-209.64,London,2022.03.24 13:45:00,2022.03.29 11:40:39,0.01,12345,M15,EXECUTED,N/A
25,XAUUSD,SELL,1942.55,1912.54,1961.92,1912.55,150.35,0.25,0.00,-0.23,150.12,London,2022.03.28 07:45:00,2022.03.29 11:40:28,0.01,12345,M15,EXECUTED,N/A
28,XAUUSD,SELL,1916.99,1949.79,1949.76,1886.99,-163.85,0.25,0.00,-1.61,-165.46,Asia,2022.04.04 07:30:00,2022.04.11 01:12:33,0.01,12345,M15,EXECUTED,N/A
29,XAUUSD,BUY,1939.11,1969.13,1927.67,1969.11,149.95,0.25,0.00,-0.63,149.32,London_NewYork_Overlap,2022.04.08 16:45:00,2022.04.11 15:39:39,0.01,12345,M15,EXECUTED,N/A
32,XAUUSD,SELL,1932.42,1902.40,1953.92,1902.42,150.25,0.25,0.00,-0.23,150.02,London_NewYork_Overlap,2022.04.22 13:30:00,2022.04.25 15:19:39,0.01,12345,M15,EXECUTED,N/A
34,XAUUSD,SELL,1853.90,1867.10,1867.08,1823.90,-65.85,0.25,0.00,0.00,-65.85,London_NewYork_Overlap,2022.05.03 10:15:00,2022.05.03 16:31:27,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1886.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,2022.05.04 22:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
36,XAUUSD,BUY,1906.96,1861.39,1861.42,1936.96,-227.80,0.25,0.00,-1.26,-229.06,London_NewYork_Overlap,2022.05.05 16:00:00,2022.05.09 13:16:38,0.01,12345,M15,EXECUTED,N/A
37,XAUUSD,SELL,1865.49,1835.49,1892.56,1835.49,149.60,0.25,0.00,-0.46,149.14,Asia,2022.05.09 11:45:00,2022.05.11 02:42:35,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1830.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,2022.05.17 10:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
40,XAUUSD,BUY,1867.60,1847.09,1847.10,1897.60,-102.55,0.25,0.00,-0.63,-103.18,NewYork,2022.05.24 17:00:00,2022.05.25 17:00:41,0.01,12345,M15,EXECUTED,N/A
42,XAUUSD,SELL,1842.59,1857.11,1857.09,1812.59,-72.45,0.25,0.00,-0.92,-73.37,London_NewYork_Overlap,2022.05.31 17:30:00,2022.06.02 15:01:37,0.01,12345,M15,EXECUTED,N/A
44,XAUUSD,SELL,1835.97,1859.62,1859.62,1805.97,-117.85,0.25,0.00,0.00,-117.85,NewYork,2022.06.10 14:45:00,2022.06.10 18:20:42,0.01,12345,M15,EXECUTED,N/A
46,XAUUSD,SELL,1813.17,1831.55,1831.55,1783.17,-91.60,0.25,0.00,-0.23,-91.83,London_NewYork_Overlap,2022.06.14 17:30:00,2022.06.15 14:20:32,0.01,12345,M15,EXECUTED,N/A
49,XAUUSD,SELL,1833.10,1846.04,1846.03,1803.10,-65.05,0.25,0.00,-0.23,-65.28,London_NewYork_Overlap,2022.06.21 10:30:00,2022.06.22 15:46:42,0.01,12345,M15,EXECUTED,N/A
48,XAUUSD,BUY,1842.91,1805.16,1805.17,1872.91,-188.70,0.25,0.00,-8.82,-197.52,London_NewYork_Overlap,2022.06.16 18:30:00,2022.06.30 14:38:41,0.01,12345,M15,EXECUTED,N/A
51,XAUUSD,SELL,1823.15,1793.10,1847.93,1793.15,150.65,0.25,0.00,-1.84,148.81,London,2022.06.23 21:30:00,2022.07.01 10:11:42,0.01,12345,M15,EXECUTED,N/A
55,XAUUSD,SELL,1713.22,1728.22,1728.22,1683.22,-74.05,0.25,0.00,0.00,-74.05,NewYork,2022.07.27 17:15:00,2022.07.27 21:36:31,0.01,12345,M15,EXECUTED,N/A
54,XAUUSD,BUY,1722.12,1752.14,1680.84,1752.12,149.85,0.25,0.00,-3.78,146.07,London_NewYork_Overlap,2022.07.22 12:30:00,2022.07.28 16:28:28,0.01,12345,M15,EXECUTED,N/A
59,XAUUSD,BUY,1773.42,1803.48,1754.34,1803.42,150.40,0.25,0.00,-2.52,147.88,London_NewYork_Overlap,2022.08.04 08:30:00,2022.08.10 15:30:41,0.01,12345,M15,EXECUTED,N/A
58,XAUUSD,BUY,1771.00,1801.02,1751.98,1801.00,150.00,0.25,0.00,-5.67,144.33,London_NewYork_Overlap,2022.08.01 12:45:00,2022.08.10 15:30:38,0.01,12345,M15,EXECUTED,N/A
62,XAUUSD,SELL,1771.73,1741.73,1783.09,1741.73,150.30,0.25,0.00,-1.38,148.92,London,2022.08.16 16:00:00,2022.08.22 10:01:01,0.01,12345,M15,EXECUTED,N/A
63,XAUUSD,SELL,1758.88,1728.88,1782.34,1728.88,150.15,0.25,0.00,-0.46,149.69,London_NewYork_Overlap,2022.08.18 18:45:00,2022.08.22 15:35:03,0.01,12345,M15,EXECUTED,N/A
66,XAUUSD,SELL,1730.38,1700.37,1756.21,1700.38,150.20,0.25,0.00,-1.15,149.05,London_NewYork_Overlap,2022.08.29 04:15:00,2022.09.01 13:38:31,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1721.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,2022.09.06 03:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
68,XAUUSD,BUY,1729.02,1703.96,1703.96,1759.02,-126.25,0.25,0.00,-0.63,-126.88,London_NewYork_Overlap,2022.09.12 14:45:00,2022.09.13 15:55:37,0.01,12345,M15,EXECUTED,N/A
70,XAUUSD,SELL,1695.06,1665.05,1707.11,1665.06,150.25,0.25,0.00,-0.69,149.56,NewYork,2022.09.14 22:00:00,2022.09.15 17:57:24,0.01,12345,M15,EXECUTED,N/A
73,XAUUSD,SELL,1618.19,1642.46,1642.45,1588.19,-121.70,0.25,0.00,0.00,-121.70,London_NewYork_Overlap,2022.09.28 10:15:00,2022.09.28 16:27:17,0.01,12345,M15,EXECUTED,N/A
72,XAUUSD,SELL,1640.26,1675.92,1675.92,1610.26,-178.20,0.25,0.00,-1.84,-180.04,NewYork,2022.09.23 22:00:00,2022.10.03 17:07:02,0.01,12345,M15,EXECUTED,N/A
