Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
2,XAUUSD,BUY,1532.46,1575.89,1480.46,1562.46,216.45,0.25,0.00,-0.63,215.82,Asia,2020.01.03 03:45:00,2020.01.06 01:05:00,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1550.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,2020.01.09 08:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
4,XAUUSD,BUY,1561.89,1547.96,1547.98,1591.89,-70.30,0.25,0.00,-0.63,-70.93,London_NewYork_Overlap,2020.01.20 08:00:00,2020.01.21 16:28:40,0.01,12345,M15,EXECUTED,N/A
7,XAUUSD,BUY,1588.26,1570.84,1570.87,1618.26,-86.65,0.25,0.00,-0.63,-87.28,NewYork,2020.01.31 18:00:00,2020.02.03 17:00:28,0.01,12345,M15,EXECUTED,N/A
11,XAUUSD,SELL,1564.07,1577.03,1577.01,1534.07,-64.55,0.25,0.00,-0.92,-65.47,London,2020.02.11 17:45:00,2020.02.13 12:10:26,0.01,12345,M15,EXECUTED,N/A
9,XAUUSD,SELL,1567.93,1592.01,1592.00,1537.93,-120.35,0.25,0.00,-3.22,-123.57,London_NewYork_Overlap,2020.02.04 11:00:00,2020.02.18 15:54:37,0.01,12345,M15,EXECUTED,N/A
6,XAUUSD,BUY,1566.20,1596.21,1546.30,1596.20,149.75,0.25,0.00,-15.12,134.63,NewYork,2020.01.23 18:30:00,2020.02.18 17:28:26,0.01,12345,M15,EXECUTED,N/A
10,XAUUSD,BUY,1569.14,1599.15,1547.38,1599.14,149.50,0.25,0.00,-5.67,143.83,NewYork,2020.02.07 12:15:00,2020.02.18 17:42:38,0.01,12345,M15,EXECUTED,N/A
13,XAUUSD,BUY,1579.93,1609.94,1573.02,1609.93,150.15,0.25,0.00,-1.89,148.26,London,2020.02.14 15:45:00,2020.02.19 12:37:39,0.01,12345,M15,EXECUTED,N/A
17,XAUUSD,BUY,1606.74,1636.74,1599.53,1636.74,149.50,0.25,0.00,-2.52,146.98,London_NewYork_Overlap,2020.02.19 10:15:00,2020.02.21 14:55:38,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1629.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,2020.02.25 23:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
20,XAUUSD,BUY,1623.41,1653.42,1583.87,1653.41,149.60,0.25,0.00,-2.52,147.08,London_NewYork_Overlap,2020.03.03 17:15:00,2020.03.05 14:23:23,0.01,12345,M15,EXECUTED,N/A
22,XAUUSD,SELL,1647.64,1667.58,1667.53,1617.64,-97.55,0.25,0.00,-0.23,-97.78,London_NewYork_Overlap,2020.03.10 21:15:00,2020.03.11 13:13:29,0.01,12345,M15,EXECUTED,N/A
