Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
2,XAUUSD,BUY,2666.43,2696.47,2614.45,2696.43,149.85,0.25,0.00,-2.52,147.33,NewYork,2025.01.08 17:45:00,2025.01.10 17:33:14,0.01,12345,M15,EXECUTED,N/A
4,XAUUSD,BUY,2681.54,2711.54,2656.84,2711.54,149.90,0.25,0.00,-1.89,148.01,London_NewYork_Overlap,2025.01.15 08:15:00,2025.01.16 15:27:38,0.01,12345,M15,EXECUTED,N/A
6,XAUUSD,BUY,2734.15,2764.17,2689.26,2764.15,149.35,0.25,0.00,-3.15,146.20,Asia,2025.01.21 16:45:00,2025.01.24 04:00:27,0.01,12345,M15,EXECUTED,N/A
8,XAUUSD,BUY,2767.14,2797.17,2744.76,2797.14,150.25,0.25,0.00,0.00,150.25,NewYork,2025.01.30 09:45:00,2025.01.30 18:00:41,0.01,12345,M15,EXECUTED,N/A
10,XAUUSD,BUY,2847.41,2877.42,2810.32,2877.41,149.65,0.25,0.00,0.00,149.65,NewYork,2025.02.05 02:45:00,2025.02.05 17:28:37,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,2841.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,2025.02.06 17:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
12,XAUUSD,BUY,2888.26,2918.28,2834.10,2918.26,150.25,0.25,0.00,-0.63,149.62,Asia,2025.02.10 09:00:00,2025.02.11 01:36:39,0.01,12345,M15,EXECUTED,N/A
15,XAUUSD,BUY,2916.38,2946.41,2877.03,2946.38,149.80,0.25,0.00,-0.63,149.17,London,2025.02.18 14:45:00,2025.02.19 11:19:36,0.01,12345,M15,EXECUTED,N/A
14,XAUUSD,BUY,2924.16,2954.18,2863.54,2954.16,150.40,0.25,0.00,-4.41,145.99,London,2025.02.13 21:00:00,2025.02.20 09:37:41,0.01,12345,M15,EXECUTED,N/A
18,XAUUSD,SELL,2885.14,2855.12,2930.08,2855.14,150.65,0.25,0.00,-0.23,150.42,London,2025.02.27 10:15:00,2025.02.28 10:16:37,0.01,12345,M15,EXECUTED,N/A
