Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
2,XAUUSD,SELL,2023.03,2040.37,2040.37,1993.03,-86.25,0.25,0.00,-0.69,-86.94,London_NewYork_Overlap,2024.01.10 20:30:00,2024.01.11 15:30:02,0.01,12345,M15,EXECUTED,N/A
5,XAUUSD,SELL,2018.28,2039.85,2039.50,1988.28,-107.65,0.25,0.00,-1.84,-109.49,London,2024.01.22 16:45:00,2024.01.30 09:35:29,0.01,12345,M15,EXECUTED,N/A
4,XAUUSD,SELL,2023.46,2056.52,2056.41,1993.46,-165.25,0.25,0.00,-3.91,-169.16,NewYork,2024.01.17 06:15:00,2024.02.01 18:10:21,0.01,12345,M15,EXECUTED,N/A
6,XAUUSD,BUY,2030.99,2060.99,2009.47,2060.99,149.10,0.25,0.00,-3.15,145.95,NewYork,2024.01.29 09:15:00,2024.02.01 18:25:40,0.01,12345,M15,EXECUTED,N/A
10,XAUUSD,SELL,2024.78,2042.29,2042.29,1994.78,-87.40,0.25,0.00,-0.46,-87.86,NewYork,2024.02.05 10:15:00,2024.02.07 16:45:39,0.01,12345,M15,EXECUTED,N/A
11,XAUUSD,BUY,2040.47,2014.75,2014.76,2070.47,-128.25,0.25,0.00,-3.15,-131.40,London_NewYork_Overlap,2024.02.07 16:45:00,2024.02.12 16:23:13,0.01,12345,M15,EXECUTED,N/A
13,XAUUSD,SELL,2018.92,1988.92,2037.28,1988.92,150.25,0.25,0.00,-0.46,149.79,London,2024.02.12 16:00:00,2024.02.14 10:06:28,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,2010.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,2024.02.16 17:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
16,XAUUSD,SELL,1988.21,2031.92,2031.91,1958.21,-218.35,0.25,0.00,-1.61,-219.96,NoSession,2024.02.14 10:15:00,2024.02.21 07:44:39,0.01,12345,M15,EXECUTED,N/A
17,XAUUSD,BUY,2023.70,2053.72,2013.15,2053.70,149.40,0.25,0.00,-7.56,141.84,London,2024.02.20 11:30:00,2024.03.01 12:37:37,0.01,12345,M15,EXECUTED,N/A
20,XAUUSD,BUY,2091.56,2121.56,2079.37,2121.56,149.35,0.25,0.00,-0.63,148.72,London,2024.03.04 16:00:00,2024.03.05 10:31:30,0.01,12345,M15,EXECUTED,N/A
22,XAUUSD,SELL,2158.41,2186.06,2186.03,2128.41,-137.75,0.25,0.00,-0.46,-138.21,London,2024.03.22 19:30:00,2024.03.26 11:30:29,0.01,12345,M15,EXECUTED,N/A
23,XAUUSD,BUY,2183.84,2213.87,2167.57,2213.84,150.25,0.25,0.00,-2.52,147.73,London_NewYork_Overlap,2024.03.26 11:15:00,2024.03.28 14:07:12,0.01,12345,M15,EXECUTED,N/A
26,XAUUSD,BUY,2344.55,2374.55,2267.75,2374.55,149.40,0.25,0.00,-3.15,146.25,Asia,2024.04.08 05:45:00,2024.04.11 22:58:40,0.01,12345,M15,EXECUTED,N/A
29,XAUUSD,BUY,2345.64,2326.11,2326.17,2375.64,-97.60,0.25,0.00,-0.63,-98.23,Asia,2024.04.26 10:45:00,2024.04.29 04:00:28,0.01,12345,M15,EXECUTED,N/A
31,XAUUSD,SELL,2305.82,2323.64,2323.63,2275.82,-91.30,0.25,0.00,-0.69,-91.99,London_NewYork_Overlap,2024.05.08 11:00:00,2024.05.09 15:34:40,0.01,12345,M15,EXECUTED,N/A
28,XAUUSD,SELL,2305.58,2401.96,2401.96,2275.58,-481.95,0.25,0.00,-5.98,-487.93,London_NewYork_Overlap,2024.04.23 04:45:00,2024.05.17 16:13:38,0.01,12345,M15,EXECUTED,N/A
34,XAUUSD,BUY,2402.91,2433.05,2371.02,2432.91,150.65,0.25,0.00,-0.63,150.02,Asia,2024.05.17 16:15:00,2024.05.20 04:00:39,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,2361.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,2024.05.28 16:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
36,XAUUSD,SELL,2352.86,2322.83,2426.59,2322.86,152.15,0.25,0.00,-1.61,150.54,London,2024.05.23 17:15:00,2024.05.30 08:52:14,0.01,12345,M15,EXECUTED,N/A
39,XAUUSD,SELL,2315.52,2359.80,2359.80,2285.52,-221.05,0.25,0.00,-1.15,-222.20,Asia,2024.06.03 08:45:00,2024.06.06 04:04:37,0.01,12345,M15,EXECUTED,N/A
37,XAUUSD,SELL,2333.68,2361.37,2361.37,2303.68,-138.65,0.25,0.00,-1.61,-140.26,Asia,2024.05.30 04:45:00,2024.06.06 04:14:18,0.01,12345,M15,EXECUTED,N/A
