Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,53,28,25,52.83,1367.08,718.25,1.48,2023.01.04 09:15:00,2023.12.22 16:44:16
