Time,Open,High,Low,Close,Volume,Spread,EMA200
2024.01.02 01:00:00,2062.91,2066.54,2062.80,2065.70,1165,7,2065.70
2024.01.02 01:15:00,2065.70,2066.32,2065.07,2065.39,956,4,2065.70
2024.01.02 01:30:00,2065.31,2065.48,2064.07,2064.52,1184,20,2065.69
2024.01.02 01:45:00,2064.47,2064.56,2063.14,2063.66,973,20,2065.67
2024.01.02 02:00:00,2063.68,2064.99,2063.31,2064.02,1044,4,2065.65
2024.01.02 02:15:00,2064.05,2064.50,2062.17,2063.32,1413,20,2065.63
2024.01.02 02:30:00,2063.30,2064.73,2062.80,2064.52,904,20,2065.61
2024.01.02 02:45:00,2064.50,2065.94,2064.36,2065.45,1446,20,2065.61
2024.01.02 03:00:00,2065.43,2069.71,2064.88,2069.23,3798,20,2065.65
2024.01.02 03:15:00,2069.21,2069.97,2067.32,2068.49,2227,20,2065.68
2024.01.02 03:30:00,2068.52,2068.59,2066.85,2068.17,2236,20,2065.70
2024.01.02 03:45:00,2068.18,2069.18,2066.22,2066.53,1566,4,2065.71
2024.01.02 04:00:00,2066.50,2066.86,2063.89,2064.62,1944,20,2065.70
2024.01.02 04:15:00,2064.62,2067.12,2064.52,2066.72,1457,20,2065.71
2024.01.02 04:30:00,2066.68,2068.44,2065.80,2067.44,2134,20,2065.73
2024.01.02 04:45:00,2067.44,2068.31,2067.28,2067.83,1146,20,2065.75
2024.01.02 05:00:00,2067.83,2069.56,2066.38,2068.99,1604,20,2065.78
2024.01.02 05:15:00,2068.97,2070.08,2068.97,2069.72,1325,20,2065.82
2024.01.02 05:30:00,2069.76,2070.03,2069.35,2069.89,988,20,2065.86
2024.01.02 05:45:00,2069.87,2070.45,2068.53,2069.62,1105,20,2065.90
2024.01.02 06:00:00,2069.65,2070.54,2069.26,2070.28,825,4,2065.94
2024.01.02 06:15:00,2070.38,2070.74,2068.84,2069.48,905,4,2065.98
2024.01.02 06:30:00,2069.50,2070.48,2069.48,2069.92,679,4,2066.02
2024.01.02 06:45:00,2069.95,2070.32,2068.82,2069.62,1008,20,2066.05
2024.01.02 07:00:00,2069.67,2071.77,2069.41,2071.67,1322,20,2066.11
2024.01.02 07:15:00,2071.69,2071.92,2070.69,2071.46,1466,20,2066.16
2024.01.02 07:30:00,2071.56,2072.28,2070.73,2072.04,1736,20,2066.22
2024.01.02 07:45:00,2072.14,2074.95,2071.87,2074.34,2836,20,2066.30
2024.01.02 08:00:00,2074.36,2075.02,2072.85,2074.84,2497,20,2066.38
2024.01.02 08:15:00,2074.65,2076.83,2074.11,2075.87,2507,20,2066.48
2024.01.02 08:30:00,2075.88,2076.69,2074.70,2075.10,4915,19,2066.56
2024.01.02 08:45:00,2075.00,2075.31,2073.72,2074.04,3122,19,2066.64
2024.01.02 09:00:00,2074.01,2075.85,2073.28,2075.40,4913,19,2066.73
2024.01.02 09:15:00,2075.41,2076.51,2074.42,2075.36,5307,19,2066.81
2024.01.02 09:30:00,2075.38,2075.78,2074.60,2075.24,3463,16,2066.90
2024.01.02 09:45:00,2075.24,2075.48,2073.03,2073.27,4798,16,2066.96
2024.01.02 10:00:00,2073.27,2074.60,2072.21,2074.03,6533,16,2067.03
2024.01.02 10:15:00,2074.03,2074.24,2072.15,2072.72,4538,16,2067.09
2024.01.02 10:30:00,2072.72,2074.50,2071.70,2073.98,5792,16,2067.15
2024.01.02 10:45:00,2073.98,2074.07,2072.28,2073.31,3999,16,2067.22
2024.01.02 11:00:00,2073.30,2075.64,2073.17,2074.63,4391,16,2067.29
2024.01.02 11:15:00,2074.63,2075.64,2073.91,2074.65,4394,16,2067.36
2024.01.02 11:30:00,2074.65,2078.99,2074.54,2078.29,5125,16,2067.47
2024.01.02 11:45:00,2078.26,2078.94,2076.66,2077.14,4785,16,2067.57
2024.01.02 12:00:00,2077.14,2077.87,2074.46,2075.06,4253,16,2067.64
2024.01.02 12:15:00,2075.05,2075.43,2073.35,2074.61,4429,16,2067.71
2024.01.02 12:30:00,2074.65,2076.15,2074.28,2075.74,3911,16,2067.79
2024.01.02 12:45:00,2075.72,2076.66,2075.33,2075.98,3842,16,2067.87
2024.01.02 13:00:00,2075.98,2076.27,2073.79,2074.09,4373,16,2067.94
2024.01.02 13:15:00,2073.98,2075.97,2072.74,2075.02,5599,16,2068.01
2024.01.02 13:30:00,2075.03,2075.09,2068.31,2068.90,6471,16,2068.01
2024.01.02 13:45:00,2068.89,2070.39,2068.18,2069.33,5799,16,2068.03
2024.01.02 14:00:00,2069.13,2069.52,2066.16,2066.76,6079,16,2068.02
2024.01.02 14:15:00,2066.76,2067.19,2064.93,2066.14,5648,16,2068.00
2024.01.02 14:30:00,2066.11,2068.42,2065.54,2067.28,5295,16,2067.99
2024.01.02 14:45:00,2067.28,2068.21,2066.59,2067.91,4522,16,2067.99
2024.01.02 15:00:00,2067.90,2068.87,2064.76,2065.68,7417,16,2067.97
2024.01.02 15:15:00,2065.68,2068.70,2065.29,2067.09,8331,16,2067.96
2024.01.02 15:30:00,2067.10,2071.18,2066.85,2069.77,9398,16,2067.97
2024.01.02 15:45:00,2069.76,2069.82,2064.78,2066.37,8551,16,2067.96
2024.01.02 16:00:00,2066.38,2067.40,2064.81,2065.31,7664,16,2067.93
2024.01.02 16:15:00,2065.31,2068.01,2064.52,2066.04,7255,16,2067.91
2024.01.02 16:30:00,2066.03,2069.93,2062.04,2065.88,13765,16,2067.89
2024.01.02 16:45:00,2065.86,2070.52,2065.74,2070.29,15018,16,2067.92
2024.01.02 17:00:00,2070.29,2070.79,2066.45,2067.24,10587,16,2067.91
2024.01.02 17:15:00,2067.24,2067.91,2063.90,2064.83,9514,16,2067.88
2024.01.02 17:30:00,2064.82,2065.35,2055.82,2058.95,15677,16,2067.79
2024.01.02 17:45:00,2058.85,2059.86,2057.19,2059.31,10077,16,2067.71
2024.01.02 18:00:00,2059.32,2067.70,2059.02,2066.44,11619,16,2067.69
2024.01.02 18:15:00,2066.44,2067.01,2064.68,2065.41,7586,16,2067.67
2024.01.02 18:30:00,2065.43,2065.71,2064.00,2065.03,6269,16,2067.65
2024.01.02 18:45:00,2065.03,2067.00,2064.90,2066.06,4224,16,2067.63
2024.01.02 19:00:00,2066.05,2067.03,2064.62,2064.83,3985,18,2067.60
2024.01.02 19:15:00,2064.86,2065.03,2062.65,2064.01,4994,18,2067.57
2024.01.02 19:30:00,2063.98,2065.27,2063.55,2064.54,3442,18,2067.54
2024.01.02 19:45:00,2064.51,2064.64,2061.68,2062.63,4457,18,2067.49
2024.01.02 20:00:00,2062.66,2063.39,2061.32,2062.63,3605,18,2067.44
2024.01.02 20:15:00,2062.62,2065.02,2062.40,2064.49,3358,18,2067.41
2024.01.02 20:30:00,2064.44,2064.47,2061.32,2061.56,3412,18,2067.35
2024.01.02 20:45:00,2061.58,2062.51,2060.52,2061.13,3605,18,2067.29
2024.01.02 21:00:00,2061.23,2062.23,2060.77,2061.69,2482,18,2067.23
2024.01.02 21:15:00,2061.64,2061.94,2060.31,2061.59,2234,18,2067.18
2024.01.02 21:30:00,2061.58,2062.12,2061.11,2061.79,1488,18,2067.12
2024.01.02 21:45:00,2061.79,2061.87,2060.38,2060.87,2308,18,2067.06
2024.01.02 22:00:00,2060.88,2061.69,2060.37,2060.81,1713,18,2067.00
2024.01.02 22:15:00,2060.82,2061.43,2059.42,2059.65,2172,18,2066.93
2024.01.02 22:30:00,2059.68,2060.30,2058.79,2058.96,2481,18,2066.85
2024.01.02 22:45:00,2058.97,2059.40,2057.83,2058.14,3246,18,2066.76
2024.01.02 23:00:00,2058.15,2058.99,2057.91,2058.77,849,18,2066.68
2024.01.02 23:15:00,2058.77,2059.12,2058.27,2058.38,527,11,2066.60
2024.01.02 23:30:00,2058.40,2058.85,2058.34,2058.48,401,29,2066.52
2024.01.02 23:45:00,2058.48,2059.27,2058.37,2058.91,396,4,2066.44
2024.01.03 01:00:00,2059.16,2059.43,2058.67,2058.92,461,5,2066.37
2024.01.03 01:15:00,2058.90,2059.52,2058.63,2059.28,460,5,2066.30
2024.01.03 01:30:00,2059.28,2059.61,2058.65,2059.42,584,4,2066.23
2024.01.03 01:45:00,2059.42,2060.08,2059.02,2059.54,1441,4,2066.16
2024.01.03 02:00:00,2059.54,2061.09,2059.20,2060.98,979,4,2066.11
2024.01.03 02:15:00,2060.96,2062.12,2060.34,2062.08,865,4,2066.07
2024.01.03 02:30:00,2062.10,2062.18,2059.88,2060.33,1728,20,2066.01
2024.01.03 02:45:00,2060.31,2060.87,2059.95,2060.02,917,4,2065.95
2024.01.03 03:00:00,2060.05,2062.18,2059.95,2062.08,1547,20,2065.91
2024.01.03 03:15:00,2062.07,2062.07,2059.46,2061.15,2088,20,2065.87
2024.01.03 03:30:00,2061.19,2062.10,2060.93,2061.33,1936,20,2065.82
2024.01.03 03:45:00,2061.33,2062.61,2061.09,2062.42,1400,20,2065.79
2024.01.03 04:00:00,2062.40,2064.10,2061.47,2064.00,1528,20,2065.77
2024.01.03 04:15:00,2064.02,2064.39,2062.62,2064.11,1699,20,2065.75
2024.01.03 04:30:00,2064.09,2065.12,2063.35,2064.55,1293,20,2065.74
2024.01.03 04:45:00,2064.56,2065.18,2063.87,2064.71,1239,20,2065.73
2024.01.03 05:00:00,2064.69,2065.64,2063.48,2063.68,1258,20,2065.71
2024.01.03 05:15:00,2063.68,2064.02,2063.16,2063.61,1182,20,2065.69
2024.01.03 05:30:00,2063.62,2065.31,2063.29,2065.08,899,20,2065.68
2024.01.03 05:45:00,2065.08,2065.33,2064.40,2065.10,698,4,2065.68
