Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
0,XAUUSD,BUY,1799.81,0,0,0,0,0,0,0,0,London,2022.01.10 12:15:00,1970.01.01 00:00:00,0,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,SELL,1812.06,0,0,0,0,0,0,0,0,London,2022.01.18 11:00:00,1970.01.01 00:00:00,0,12345,M15,REJECTED,H4 EMA Filter
2,XAUUSD,BUY,1803.61,1833.64,1781.35,1833.61,150.15,0.25,0,-5.04,145.11,Asia,2022.01.11 02:15:00,2022.01.19 17:05:39,0.01,12345,M15,EXECUTED,N/A
4,XAUUSD,BUY,1846.48,1816.48,1816.48,1876.48,-150.05,0.25,0,-2.52,-152.57,London_NewYork_Overlap,2022.01.20 16:00:00,2022.01.26 21:57:53,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1800.81,0,0,0,0,0,0,0,0,NoSession,2022.02.01 07:15:00,1970.01.01 00:00:00,0,12345,M15,REJECTED,H1 EMA200 Filter
6,XAUUSD,SELL,1791.09,1821.09,1821.09,1761.09,-150.05,0.25,0,-1.84,-151.89,London,2022.01.28 11:15:00,2022.02.07 20:29:39,0.01,12345,M15,EXECUTED,N/A
7,XAUUSD,BUY,1816.4,1846.41,1786.4,1846.4,150,0.25,0,-3.78,146.22,London_NewYork_Overlap,2022.02.07 15:30:00,2022.02.11 20:34:30,0.01,12345,M15,EXECUTED,N/A
10,XAUUSD,BUY,1866.5,1896.5,1840.82,1896.5,149.9,0.25,0,-3.15,146.75,NewYork,2022.02.14 17:00:00,2022.02.17 15:44:16,0.01,12345,M15,EXECUTED,N/A
12,XAUUSD,BUY,1912.19,1942.2,1882.19,1942.19,149.8,0.25,0,-2.52,147.28,Asia,2022.02.22 01:15:00,2022.02.24 06:12:32,0.01,12345,M15,EXECUTED,N/A
14,XAUUSD,BUY,1953.17,1983.2,1923.17,1983.17,150,0.25,0,-0.63,149.37,London_NewYork_Overlap,2022.03.04 16:45:00,2022.03.07 01:05:36,0.01,12345,M15,EXECUTED,N/A
16,XAUUSD,BUY,2028.26,2058.31,1998.26,2058.26,151,0.25,0,0,151,London_NewYork_Overlap,2022.03.08 16:45:00,2022.03.08 17:07:24,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1967.81,0,0,0,0,0,0,0,0,London_NewYork_Overlap,2022.03.11 14:15:00,1970.01.01 00:00:00,0,12345,M15,REJECTED,H4 EMA Filter
