=== Market Structure Events (Sorted by Time) ===,,,,,,
LL,Update,2023.72,2024.01.10 08:45:00,M15,Accepted,,
CHoCH,Bullish,2032.91,2024.01.10 10:15:00,M15,Confirmed,2023.72,1970.01.01 00:00:00
HH,Update,2040.37,2024.01.10 12:00:00,M15,Accepted,,
CHoCH,Bearish,2023.72,2024.01.10 20:15:00,M15,Confirmed,2040.37,1970.01.01 00:00:00
HH,Update,2040.37,2024.01.10 21:15:00,M15,Accepted,,
LL,Update,2020.31,2024.01.10 21:15:00,M15,Accepted,,
HH,Bullish,2045.80,2024.01.11 15:30:00,M15,Updated,2040.37,1970.01.01 00:00:00
HH,Update,2045.80,2024.01.11 15:30:00,M15,Accepted,,
BoS,Bearish,2020.31,2024.01.11 18:15:00,M15,Confirmed,2040.37,1970.01.01 00:00:00
LL,Bearish,2013.16,2024.01.11 19:45:00,M15,Updated,2020.31,1970.01.01 00:00:00
LL,Update,2013.16,2024.01.11 19:45:00,M15,Accepted,,
CHoCH,Bullish,2045.80,2024.01.12 14:00:00,M15,Confirmed,2013.16,1970.01.01 00:00:00
HH,Update,2062.33,2024.01.12 16:30:00,M15,Accepted,,
LL,Update,2041.29,2024.01.12 19:45:00,M15,Accepted,,
HH,Update,2056.41,2024.01.15 19:30:00,M15,Accepted,,
CHoCH,Bearish,2041.29,2024.01.16 11:00:00,M15,Confirmed,2056.41,1970.01.01 00:00:00
HH,Update,2056.41,2024.01.16 20:45:00,M15,Accepted,,
LL,Update,2024.19,2024.01.16 20:45:00,M15,Accepted,,
HH,Update,2033.00,2024.01.17 04:00:00,M15,Accepted,,
BoS,Bearish,2024.19,2024.01.17 06:00:00,M15,Confirmed,2056.41,1970.01.01 00:00:00
LL,Bearish,2017.49,2024.01.17 08:15:00,M15,Updated,2024.19,1970.01.01 00:00:00
LL,Update,2017.49,2024.01.17 08:15:00,M15,Accepted,,
HH,Update,2029.08,2024.01.17 14:45:00,M15,Accepted,,
BoS,Bearish,2017.49,2024.01.17 16:45:00,M15,Confirmed,2033.00,1970.01.01 00:00:00
LL,Bearish,2001.68,2024.01.17 20:30:00,M15,Updated,2017.49,1970.01.01 00:00:00
LL,Update,2001.68,2024.01.17 20:30:00,M15,Accepted,,
CHoCH,Bullish,2029.08,2024.01.19 10:45:00,M15,Confirmed,2001.68,1970.01.01 00:00:00
HH,Update,2039.50,2024.01.19 15:30:00,M15,Accepted,,
LL,Update,2022.94,2024.01.19 17:15:00,M15,Accepted,,
HH,Update,2032.19,2024.01.22 03:00:00,M15,Accepted,,
CHoCH,Bearish,2022.94,2024.01.22 07:30:00,M15,Confirmed,2032.19,1970.01.01 00:00:00
HH,Update,2032.19,2024.01.22 09:00:00,M15,Accepted,,
LL,Update,2019.00,2024.01.22 09:00:00,M15,Accepted,,
HH,Update,2030.27,2024.01.22 14:45:00,M15,Accepted,,
LL,Bearish,2016.42,2024.01.22 16:30:00,M15,Updated,2019.00,1970.01.01 00:00:00
BoS,Bearish,2019.00,2024.01.22 16:30:00,M15,Confirmed,2032.19,1970.01.01 00:00:00
LL,Update,2016.42,2024.01.22 16:30:00,M15,Accepted,,
HH,Update,2026.64,2024.01.22 17:30:00,M15,Accepted,,
LL,Update,2018.96,2024.01.22 21:15:00,M15,Accepted,,
CHoCH,Bullish,2026.64,2024.01.23 05:45:00,M15,Confirmed,2018.96,1970.01.01 00:00:00
HH,Update,2037.98,2024.01.23 09:00:00,M15,Accepted,,
LL,Update,2021.31,2024.01.23 16:30:00,M15,Accepted,,
HH,Update,2036.78,2024.01.24 15:30:00,M15,Accepted,,
CHoCH,Bearish,2021.31,2024.01.24 17:15:00,M15,Confirmed,2036.78,1970.01.01 00:00:00
HH,Update,2036.78,2024.01.24 21:15:00,M15,Accepted,,
LL,Update,2011.06,2024.01.24 21:15:00,M15,Accepted,,
LL,Update,2009.47,2024.01.25 15:30:00,M15,Accepted,,
HH,Update,2025.44,2024.01.25 16:45:00,M15,Accepted,,
HH,Bullish,2026.75,2024.01.26 15:30:00,M15,Updated,2025.44,1970.01.01 00:00:00
HH,Update,2026.75,2024.01.26 15:30:00,M15,Accepted,,
LL,Update,2015.81,2024.01.26 18:00:00,M15,Accepted,,
CHoCH,Bullish,2026.75,2024.01.29 01:15:00,M15,Confirmed,2015.81,1970.01.01 00:00:00
HH,Update,2028.48,2024.01.29 01:15:00,M15,Accepted,,
LL,Update,2019.18,2024.01.29 02:30:00,M15,Accepted,,
BoS,Bullish,2028.48,2024.01.29 09:00:00,M15,Confirmed,2019.18,1970.01.01 00:00:00
HH,Bullish,2037.46,2024.01.29 15:45:00,M15,Updated,2028.48,1970.01.01 00:00:00
HH,Update,2037.46,2024.01.29 15:45:00,M15,Accepted,,
LL,Update,2020.43,2024.01.29 17:15:00,M15,Accepted,,
HH,Bullish,2040.48,2024.01.30 09:30:00,M15,Updated,2037.46,1970.01.01 00:00:00
BoS,Bullish,2037.46,2024.01.30 09:30:00,M15,Confirmed,2020.43,1970.01.01 00:00:00
HH,Update,2040.48,2024.01.30 09:30:00,M15,Accepted,,
LL,Update,2030.78,2024.01.30 13:15:00,M15,Accepted,,
BoS,Bullish,2040.48,2024.01.30 16:00:00,M15,Confirmed,2030.78,1970.01.01 00:00:00
HH,Bullish,2048.64,2024.01.30 16:15:00,M15,Updated,2040.48,1970.01.01 00:00:00
HH,Update,2048.64,2024.01.30 16:15:00,M15,Accepted,,
LL,Update,2028.96,2024.01.30 17:15:00,M15,Accepted,,
BoS,Bullish,2048.64,2024.01.31 16:30:00,M15,Confirmed,2028.96,1970.01.01 00:00:00
HH,Bullish,2056.07,2024.01.31 17:00:00,M15,Updated,2048.64,1970.01.01 00:00:00
HH,Update,2056.07,2024.01.31 17:00:00,M15,Accepted,,
LL,Update,2030.79,2024.01.31 22:00:00,M15,Accepted,,
LL,Update,2029.93,2024.02.01 13:00:00,M15,Accepted,,
BoS,Bullish,2056.07,2024.02.01 18:00:00,M15,Confirmed,2029.93,1970.01.01 00:00:00
HH,Bullish,2065.54,2024.02.01 18:45:00,M15,Updated,2056.07,1970.01.01 00:00:00
HH,Update,2065.54,2024.02.01 18:45:00,M15,Accepted,,
LL,Update,2051.21,2024.02.01 19:45:00,M15,Accepted,,
HH,Update,2057.73,2024.02.02 15:15:00,M15,Accepted,,
CHoCH,Bearish,2051.21,2024.02.02 15:30:00,M15,Confirmed,2057.73,1970.01.01 00:00:00
HH,Update,2057.73,2024.02.02 16:00:00,M15,Accepted,,
LL,Update,2027.73,2024.02.02 16:00:00,M15,Accepted,,
HH,Update,2042.29,2024.02.05 01:00:00,M15,Accepted,,
BoS,Bearish,2027.73,2024.02.05 10:00:00,M15,Confirmed,2042.29,1970.01.01 00:00:00
LL,Bearish,2014.76,2024.02.05 16:00:00,M15,Updated,2027.73,1970.01.01 00:00:00
LL,Update,2014.76,2024.02.05 16:00:00,M15,Accepted,,
HH,Update,2029.86,2024.02.06 07:45:00,M15,Accepted,,
LL,Update,2022.77,2024.02.06 11:00:00,M15,Accepted,,
CHoCH,Bullish,2029.86,2024.02.06 16:45:00,M15,Confirmed,2022.77,1970.01.01 00:00:00
HH,Update,2038.96,2024.02.06 18:45:00,M15,Accepted,,
LL,Update,2030.50,2024.02.07 14:30:00,M15,Accepted,,
BoS,Bullish,2038.96,2024.02.07 16:30:00,M15,Confirmed,2030.50,1970.01.01 00:00:00
HH,Bullish,2044.64,2024.02.07 16:45:00,M15,Updated,2038.96,1970.01.01 00:00:00
HH,Update,2044.64,2024.02.07 16:45:00,M15,Accepted,,
CHoCH,Bearish,2030.50,2024.02.08 10:15:00,M15,Confirmed,2044.64,1970.01.01 00:00:00
HH,Update,2044.64,2024.02.08 16:00:00,M15,Accepted,,
LL,Update,2020.08,2024.02.08 16:00:00,M15,Accepted,,
HH,Update,2035.44,2024.02.08 20:00:00,M15,Accepted,,
HH,Bullish,2037.28,2024.02.09 15:30:00,M15,Updated,2035.44,1970.01.01 00:00:00
HH,Update,2037.28,2024.02.09 15:30:00,M15,Accepted,,
HH,Update,2027.59,2024.02.12 15:15:00,M15,Accepted,,
BoS,Bearish,2020.08,2024.02.12 15:45:00,M15,Confirmed,2037.28,1970.01.01 00:00:00
LL,Bearish,2011.75,2024.02.12 18:00:00,M15,Updated,2020.08,1970.01.01 00:00:00
LL,Update,2011.75,2024.02.12 18:00:00,M15,Accepted,,
HH,Update,2021.65,2024.02.12 20:45:00,M15,Accepted,,
LL,Update,2016.79,2024.02.13 05:15:00,M15,Accepted,,
CHoCH,Bullish,2021.65,2024.02.13 08:30:00,M15,Confirmed,2016.79,1970.01.01 00:00:00
CHoCH,Bearish,2016.79,2024.02.13 15:30:00,M15,Confirmed,2031.91,1970.01.01 00:00:00
HH,Update,2031.91,2024.02.13 15:30:00,M15,Accepted,,
HH,Update,2031.91,2024.02.13 17:00:00,M15,Accepted,,
LL,Update,1989.97,2024.02.13 17:00:00,M15,Accepted,,
LL,Update,1988.75,2024.02.14 03:15:00,M15,Accepted,,
BoS,Bearish,1988.75,2024.02.14 10:00:00,M15,Confirmed,2031.91,1970.01.01 00:00:00
LL,Bearish,1985.92,2024.02.14 10:30:00,M15,Updated,1988.75,1970.01.01 00:00:00
LL,Update,1985.92,2024.02.14 10:30:00,M15,Accepted,,
LL,Bearish,1984.03,2024.02.14 17:00:00,M15,Updated,1985.92,1970.01.01 00:00:00
LL,Update,1984.03,2024.02.14 17:00:00,M15,Accepted,,
HH,Update,1996.12,2024.02.14 20:00:00,M15,Accepted,,
LL,Update,1989.50,2024.02.14 22:30:00,M15,Accepted,,
CHoCH,Bullish,1996.12,2024.02.15 12:15:00,M15,Confirmed,1989.50,1970.01.01 00:00:00
HH,Update,2008.38,2024.02.15 16:30:00,M15,Accepted,,
LL,Update,1995.19,2024.02.16 15:30:00,M15,Accepted,,
BoS,Bullish,2008.38,2024.02.16 17:30:00,M15,Confirmed,1995.19,1970.01.01 00:00:00
HH,Bullish,2023.04,2024.02.19 09:15:00,M15,Updated,2008.38,1970.01.01 00:00:00
HH,Update,2023.04,2024.02.19 09:15:00,M15,Accepted,,
LL,Update,2013.15,2024.02.19 18:00:00,M15,Accepted,,
BoS,Bullish,2023.04,2024.02.20 11:15:00,M15,Confirmed,2013.15,1970.01.01 00:00:00
HH,Bullish,2030.94,2024.02.20 16:00:00,M15,Updated,2023.04,1970.01.01 00:00:00
HH,Update,2030.94,2024.02.20 16:00:00,M15,Accepted,,
LL,Update,2022.81,2024.02.21 02:15:00,M15,Accepted,,
BoS,Bullish,2030.94,2024.02.21 07:30:00,M15,Confirmed,2022.81,1970.01.01 00:00:00
HH,Bullish,2032.27,2024.02.21 07:45:00,M15,Updated,2030.94,1970.01.01 00:00:00
HH,Update,2032.27,2024.02.21 07:45:00,M15,Accepted,,
LL,Update,2025.83,2024.02.21 11:00:00,M15,Accepted,,
HH,Update,2031.62,2024.02.21 15:15:00,M15,Accepted,,
CHoCH,Bearish,2025.83,2024.02.21 17:45:00,M15,Confirmed,2031.62,1970.01.01 00:00:00
HH,Update,2031.62,2024.02.21 21:00:00,M15,Accepted,,
LL,Update,2020.05,2024.02.21 21:00:00,M15,Accepted,,
CHoCH,Bullish,2031.62,2024.02.22 10:00:00,M15,Confirmed,2020.05,1970.01.01 00:00:00
HH,Update,2034.86,2024.02.22 10:00:00,M15,Accepted,,
LL,Update,2019.48,2024.02.22 20:15:00,M15,Accepted,,
HH,Update,2027.35,2024.02.23 04:00:00,M15,Accepted,,
CHoCH,Bearish,2019.48,2024.02.23 08:15:00,M15,Confirmed,2027.35,1970.01.01 00:00:00
LL,Update,2015.92,2024.02.23 11:45:00,M15,Accepted,,
CHoCH,Bullish,2027.35,2024.02.23 14:45:00,M15,Confirmed,2015.92,1970.01.01 00:00:00
HH,Update,2041.39,2024.02.23 20:45:00,M15,Accepted,,
LL,Update,2029.81,2024.02.26 02:45:00,M15,Accepted,,
HH,Update,2037.10,2024.02.26 10:30:00,M15,Accepted,,
CHoCH,Bearish,2029.81,2024.02.26 16:00:00,M15,Confirmed,2037.10,1970.01.01 00:00:00
HH,Update,2037.10,2024.02.26 17:30:00,M15,Accepted,,
LL,Update,2024.94,2024.02.26 17:30:00,M15,Accepted,,
CHoCH,Bullish,2037.10,2024.02.27 10:30:00,M15,Confirmed,2024.94,1970.01.01 00:00:00
HH,Update,2039.51,2024.02.27 10:45:00,M15,Accepted,,
LL,Update,2028.63,2024.02.27 22:15:00,M15,Accepted,,
HH,Update,2033.79,2024.02.28 03:45:00,M15,Accepted,,
CHoCH,Bearish,2028.63,2024.02.28 09:30:00,M15,Confirmed,2033.79,1970.01.01 00:00:00
LL,Update,2024.38,2024.02.28 12:00:00,M15,Accepted,,
CHoCH,Bullish,2033.79,2024.02.28 15:30:00,M15,Confirmed,2024.38,1970.01.01 00:00:00
HH,Update,2037.94,2024.02.28 16:00:00,M15,Accepted,,
LL,Update,2027.97,2024.02.29 14:15:00,M15,Accepted,,
BoS,Bullish,2037.94,2024.02.29 15:30:00,M15,Confirmed,2027.97,1970.01.01 00:00:00
HH,Bullish,2050.78,2024.02.29 17:00:00,M15,Updated,2037.94,1970.01.01 00:00:00
HH,Update,2050.78,2024.02.29 17:00:00,M15,Accepted,,
LL,Update,2042.68,2024.02.29 23:30:00,M15,Accepted,,
HH,Update,2048.86,2024.03.01 09:15:00,M15,Accepted,,
CHoCH,Bearish,2042.68,2024.03.01 10:15:00,M15,Confirmed,2048.86,1970.01.01 00:00:00
LL,Update,2038.92,2024.03.01 10:45:00,M15,Accepted,,
CHoCH,Bullish,2048.86,2024.03.01 12:15:00,M15,Confirmed,2038.92,1970.01.01 00:00:00
HH,Update,2088.38,2024.03.01 20:30:00,M15,Accepted,,
LL,Update,2079.37,2024.03.04 03:45:00,M15,Accepted,,
BoS,Bullish,2088.38,2024.03.04 15:45:00,M15,Confirmed,2079.37,1970.01.01 00:00:00
HH,Bullish,2119.94,2024.03.04 18:45:00,M15,Updated,2088.38,1970.01.01 00:00:00
HH,Update,2119.94,2024.03.04 18:45:00,M15,Accepted,,
LL,Update,2110.43,2024.03.05 03:30:00,M15,Accepted,,
BoS,Bullish,2119.94,2024.03.05 10:15:00,M15,Confirmed,2110.43,1970.01.01 00:00:00
HH,Bullish,2141.81,2024.03.05 15:30:00,M15,Updated,2119.94,1970.01.01 00:00:00
HH,Update,2141.81,2024.03.05 15:30:00,M15,Accepted,,
LL,Update,2122.32,2024.03.05 15:45:00,M15,Accepted,,
BoS,Bullish,2141.81,2024.03.06 16:30:00,M15,Confirmed,2122.32,1970.01.01 00:00:00
HH,Bullish,2152.27,2024.03.06 20:30:00,M15,Updated,2141.81,1970.01.01 00:00:00
HH,Update,2152.27,2024.03.06 20:30:00,M15,Accepted,,
LL,Update,2139.38,2024.03.06 21:30:00,M15,Accepted,,
BoS,Bullish,2152.27,2024.03.07 06:00:00,M15,Confirmed,2139.38,1970.01.01 00:00:00
HH,Bullish,2161.61,2024.03.07 06:00:00,M15,Updated,2152.27,1970.01.01 00:00:00
HH,Update,2161.61,2024.03.07 06:00:00,M15,Accepted,,
LL,Update,2151.63,2024.03.07 08:00:00,M15,Accepted,,
HH,Update,2164.76,2024.03.07 15:00:00,M15,Accepted,,
CHoCH,Bearish,2151.63,2024.03.07 16:30:00,M15,Confirmed,2164.76,1970.01.01 00:00:00
HH,Update,2164.76,2024.03.07 16:30:00,M15,Accepted,,
LL,Update,2147.98,2024.03.07 16:30:00,M15,Accepted,,
HH,Update,2163.59,2024.03.08 02:30:00,M15,Accepted,,
LL,Update,2153.96,2024.03.08 05:00:00,M15,Accepted,,
CHoCH,Bullish,2163.59,2024.03.08 10:15:00,M15,Confirmed,2153.96,1970.01.01 00:00:00
HH,Update,2195.22,2024.03.08 19:30:00,M15,Accepted,,
LL,Update,2174.72,2024.03.11 15:00:00,M15,Accepted,,
HH,Update,2185.77,2024.03.11 17:45:00,M15,Accepted,,
CHoCH,Bearish,2174.72,2024.03.12 07:30:00,M15,Confirmed,2185.77,1970.01.01 00:00:00
HH,Update,2185.77,2024.03.12 21:00:00,M15,Accepted,,
LL,Update,2150.50,2024.03.12 21:00:00,M15,Accepted,,
HH,Update,2161.55,2024.03.13 04:45:00,M15,Accepted,,
LL,Update,2157.24,2024.03.13 06:30:00,M15,Accepted,,
CHoCH,Bullish,2161.55,2024.03.13 12:30:00,M15,Confirmed,2157.24,1970.01.01 00:00:00
HH,Update,2179.85,2024.03.13 19:15:00,M15,Accepted,,
CHoCH,Bearish,2157.24,2024.03.14 17:30:00,M15,Confirmed,2179.85,1970.01.01 00:00:00
HH,Update,2179.85,2024.03.14 17:30:00,M15,Accepted,,
LL,Update,2152.75,2024.03.14 17:30:00,M15,Accepted,,
HH,Update,2172.71,2024.03.15 11:45:00,M15,Accepted,,
BoS,Bearish,2152.75,2024.03.18 03:15:00,M15,Confirmed,2172.71,1970.01.01 00:00:00
LL,Bearish,2146.08,2024.03.18 06:15:00,M15,Updated,2152.75,1970.01.01 00:00:00
LL,Update,2146.08,2024.03.18 06:15:00,M15,Accepted,,
HH,Update,2163.58,2024.03.18 14:30:00,M15,Accepted,,
LL,Update,2149.61,2024.03.20 14:45:00,M15,Accepted,,
CHoCH,Bullish,2163.58,2024.03.20 20:00:00,M15,Confirmed,2149.61,1970.01.01 00:00:00
HH,Update,2222.65,2024.03.21 00:15:00,M15,Accepted,,
LL,Update,2166.43,2024.03.21 17:15:00,M15,Accepted,,
HH,Update,2186.03,2024.03.22 02:30:00,M15,Accepted,,
CHoCH,Bearish,2166.43,2024.03.22 09:15:00,M15,Confirmed,2186.03,1970.01.01 00:00:00
HH,Update,2186.03,2024.03.22 09:15:00,M15,Accepted,,
LL,Update,2162.60,2024.03.22 09:15:00,M15,Accepted,,
HH,Update,2180.09,2024.03.22 15:45:00,M15,Accepted,,
LL,Bearish,2157.09,2024.03.22 19:15:00,M15,Updated,2162.60,1970.01.01 00:00:00
BoS,Bearish,2162.60,2024.03.22 19:15:00,M15,Confirmed,2186.03,1970.01.01 00:00:00
LL,Update,2157.09,2024.03.22 19:15:00,M15,Accepted,,
HH,Update,2178.29,2024.03.25 04:30:00,M15,Accepted,,
LL,Update,2163.50,2024.03.25 09:00:00,M15,Accepted,,
HH,Bullish,2181.26,2024.03.25 15:30:00,M15,Updated,2178.29,1970.01.01 00:00:00
HH,Update,2181.26,2024.03.25 15:30:00,M15,Accepted,,
CHoCH,Bullish,2178.29,2024.03.25 16:00:00,M15,Confirmed,2163.50,1970.01.01 00:00:00
HH,Update,2200.03,2024.03.26 12:45:00,M15,Accepted,,
LL,Update,2171.67,2024.03.26 17:30:00,M15,Accepted,,
BoS,Bullish,2200.03,2024.03.28 12:15:00,M15,Confirmed,2171.67,1970.01.01 00:00:00
HH,Bullish,2265.61,2024.04.01 07:00:00,M15,Updated,2200.03,1970.01.01 00:00:00
HH,Update,2265.61,2024.04.01 07:00:00,M15,Accepted,,
LL,Update,2228.51,2024.04.01 17:30:00,M15,Accepted,,
BoS,Bullish,2265.61,2024.04.02 17:00:00,M15,Confirmed,2228.51,1970.01.01 00:00:00
HH,Bullish,2288.24,2024.04.03 01:15:00,M15,Updated,2265.61,1970.01.01 00:00:00
HH,Update,2288.24,2024.04.03 01:15:00,M15,Accepted,,
LL,Update,2265.42,2024.04.03 15:15:00,M15,Accepted,,
BoS,Bullish,2288.24,2024.04.03 19:15:00,M15,Confirmed,2265.42,1970.01.01 00:00:00
HH,Bullish,2304.71,2024.04.04 04:00:00,M15,Updated,2288.24,1970.01.01 00:00:00
HH,Update,2304.71,2024.04.04 04:00:00,M15,Accepted,,
LL,Update,2282.87,2024.04.04 15:30:00,M15,Accepted,,
HH,Update,2305.56,2024.04.04 21:45:00,M15,Accepted,,
CHoCH,Bearish,2282.87,2024.04.05 04:00:00,M15,Confirmed,2305.56,1970.01.01 00:00:00
HH,Update,2305.56,2024.04.05 04:30:00,M15,Accepted,,
LL,Update,2267.75,2024.04.05 04:30:00,M15,Accepted,,
CHoCH,Bullish,2305.56,2024.04.05 17:15:00,M15,Confirmed,2267.75,1970.01.01 00:00:00
HH,Update,2330.44,2024.04.05 20:00:00,M15,Accepted,,
LL,Update,2302.90,2024.04.08 04:00:00,M15,Accepted,,
BoS,Bullish,2330.44,2024.04.08 05:30:00,M15,Confirmed,2302.90,1970.01.01 00:00:00
HH,Bullish,2353.84,2024.04.08 05:30:00,M15,Updated,2330.44,1970.01.01 00:00:00
HH,Update,2353.84,2024.04.08 05:30:00,M15,Accepted,,
LL,Update,2318.62,2024.04.08 17:00:00,M15,Accepted,,
BoS,Bullish,2353.84,2024.04.09 10:00:00,M15,Confirmed,2318.62,1970.01.01 00:00:00
HH,Bullish,2365.28,2024.04.09 12:15:00,M15,Updated,2353.84,1970.01.01 00:00:00
HH,Update,2365.28,2024.04.09 12:15:00,M15,Accepted,,
LL,Update,2338.23,2024.04.09 18:45:00,M15,Accepted,,
HH,Update,2360.03,2024.04.10 08:30:00,M15,Accepted,,
CHoCH,Bearish,2338.23,2024.04.10 16:00:00,M15,Confirmed,2360.03,1970.01.01 00:00:00
HH,Update,2360.03,2024.04.10 16:30:00,M15,Accepted,,
LL,Update,2319.43,2024.04.10 16:30:00,M15,Accepted,,
HH,Update,2346.79,2024.04.11 06:00:00,M15,Accepted,,
LL,Update,2325.85,2024.04.11 11:45:00,M15,Accepted,,
CHoCH,Bullish,2346.79,2024.04.11 19:30:00,M15,Confirmed,2325.85,1970.01.01 00:00:00
HH,Update,2431.44,2024.04.12 18:00:00,M15,Accepted,,
LL,Update,2333.86,2024.04.12 22:00:00,M15,Accepted,,
HH,Update,2372.37,2024.04.15 01:00:00,M15,Accepted,,
CHoCH,Bearish,2333.86,2024.04.15 17:00:00,M15,Confirmed,2372.37,1970.01.01 00:00:00
LL,Update,2323.98,2024.04.15 17:00:00,M15,Accepted,,
CHoCH,Bullish,2372.37,2024.04.15 21:45:00,M15,Confirmed,2323.98,1970.01.01 00:00:00
HH,Update,2392.08,2024.04.16 01:15:00,M15,Accepted,,
LL,Update,2362.99,2024.04.16 10:45:00,M15,Accepted,,
HH,Bullish,2398.18,2024.04.16 19:45:00,M15,Updated,2392.08,1970.01.01 00:00:00
BoS,Bullish,2392.08,2024.04.16 19:45:00,M15,Confirmed,2362.99,1970.01.01 00:00:00
HH,Update,2398.18,2024.04.16 19:45:00,M15,Accepted,,
LL,Update,2378.66,2024.04.16 23:45:00,M15,Accepted,,
HH,Update,2386.89,2024.04.17 01:15:00,M15,Accepted,,
CHoCH,Bearish,2378.66,2024.04.17 08:30:00,M15,Confirmed,2386.89,1970.01.01 00:00:00
LL,Update,2372.64,2024.04.17 09:15:00,M15,Accepted,,
CHoCH,Bullish,2386.89,2024.04.17 11:15:00,M15,Confirmed,2372.64,1970.01.01 00:00:00
HH,Update,2395.53,2024.04.17 17:45:00,M15,Accepted,,
CHoCH,Bearish,2372.64,2024.04.17 19:30:00,M15,Confirmed,2395.53,1970.01.01 00:00:00
HH,Update,2395.53,2024.04.17 23:45:00,M15,Accepted,,
LL,Update,2354.54,2024.04.17 23:45:00,M15,Accepted,,
HH,Update,2392.76,2024.04.18 16:30:00,M15,Accepted,,
LL,Update,2369.58,2024.04.18 17:30:00,M15,Accepted,,
CHoCH,Bullish,2392.76,2024.04.19 04:15:00,M15,Confirmed,2369.58,1970.01.01 00:00:00
HH,Update,2417.83,2024.04.19 04:45:00,M15,Accepted,,
LL,Update,2372.91,2024.04.19 14:00:00,M15,Accepted,,
HH,Update,2401.96,2024.04.19 20:00:00,M15,Accepted,,
CHoCH,Bearish,2372.91,2024.04.22 05:45:00,M15,Confirmed,2401.96,1970.01.01 00:00:00
HH,Update,2401.96,2024.04.22 21:15:00,M15,Accepted,,
LL,Update,2324.47,2024.04.22 21:15:00,M15,Accepted,,
HH,Update,2334.34,2024.04.23 04:15:00,M15,Accepted,,
BoS,Bearish,2324.47,2024.04.23 04:30:00,M15,Confirmed,2401.96,1970.01.01 00:00:00
LL,Bearish,2295.46,2024.04.23 04:45:00,M15,Updated,2324.47,1970.01.01 00:00:00
LL,Update,2295.46,2024.04.23 04:45:00,M15,Accepted,,
HH,Update,2314.58,2024.04.23 08:15:00,M15,Accepted,,
LL,Update,2291.39,2024.04.23 12:15:00,M15,Accepted,,
CHoCH,Bullish,2314.58,2024.04.23 16:30:00,M15,Confirmed,2291.39,1970.01.01 00:00:00
HH,Update,2332.05,2024.04.23 17:00:00,M15,Accepted,,
LL,Update,2315.64,2024.04.24 05:00:00,M15,Accepted,,
HH,Update,2331.30,2024.04.24 09:00:00,M15,Accepted,,
CHoCH,Bearish,2315.64,2024.04.24 12:15:00,M15,Confirmed,2331.30,1970.01.01 00:00:00
HH,Update,2331.30,2024.04.24 12:30:00,M15,Accepted,,
LL,Update,2311.78,2024.04.24 12:30:00,M15,Accepted,,
HH,Bullish,2337.19,2024.04.24 18:00:00,M15,Updated,2331.30,1970.01.01 00:00:00
HH,Update,2337.19,2024.04.24 18:00:00,M15,Accepted,,
LL,Bearish,2304.80,2024.04.25 06:00:00,M15,Updated,2311.78,1970.01.01 00:00:00
BoS,Bearish,2311.78,2024.04.25 06:00:00,M15,Confirmed,2337.19,1970.01.01 00:00:00
LL,Update,2304.80,2024.04.25 06:00:00,M15,Accepted,,
CHoCH,Bullish,2337.19,2024.04.25 17:30:00,M15,Confirmed,2304.80,1970.01.01 00:00:00
HH,Update,2344.80,2024.04.25 17:30:00,M15,Accepted,,
LL,Update,2323.15,2024.04.25 19:15:00,M15,Accepted,,
