Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,117,64,53,54.70,1158.58,1398.93,1.15,2022.01.06 11:00:00,2022.12.30 23:57:59
