Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,12,7,5,58.33,-3.03,334.93,0.99,2026.06.24 02:45:00,2026.08.26 18:15:34
