Ticket,Symbol,Type,EntryStructure,CloseType,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason,BodyRatio,BodyRatioMin,BodyRatioPassed,BodyRatioMode,InitialSL,InitialTP,FinalSL,FinalTP,InitialRiskPoints,InitialRewardPoints,FinalRiskPoints,FinalRewardPoints,TrailingModified,TrailingCount,TPExpanded,TPExpandCount,MaxFavorablePoints,MaxAdversePoints,CloseReason
0,XAUUSD,SELL,REJECTED,REJECTED,2055.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2024.01.03 11:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H4 EMA Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
2,XAUUSD,BUY,CHoCH,EXPERT_CLOSE,2060.03,2044.65,2033.27,2087.50,-170.50,2.53,0.00,-1.39,-171.89,London_NewYork_Overlap,NO,2024.01.05 17:15:00,2024.01.08 01:00:00,0.11,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2032.56,2087.50,2033.27,2087.50,2747,2747,2676,2747,YES,2,NO,0,404,1967,EXPERT_CLOSE
0,XAUUSD,SELL,REJECTED,REJECTED,2022.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2024.01.08 13:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H4 EMA Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
0,XAUUSD,BUY,REJECTED,REJECTED,2037.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2024.01.09 12:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H1 EMA200 Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
0,XAUUSD,SELL,REJECTED,REJECTED,2024.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,NO,2024.01.10 08:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H4 EMA Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
0,XAUUSD,BUY,REJECTED,REJECTED,2034.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2024.01.10 10:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H1 EMA200 Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
0,XAUUSD,SELL,REJECTED,REJECTED,2023.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,NO,2024.01.10 20:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H4 EMA Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
4,XAUUSD,SELL,BoS_1,HIT_SL,2018.26,2041.51,2041.51,1991.35,-255.20,3.52,0.00,-0.51,-255.71,NewYork,NO,2024.01.11 18:30:00,2024.01.12 12:42:32,0.11,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2045.17,1991.35,2041.51,1991.35,2691,2691,2325,2691,YES,2,NO,0,492,2324,STOP_LOSS
6,XAUUSD,BUY,CHoCH,EXPERT_CLOSE,2050.78,2047.90,2033.43,2078.12,-33.11,2.53,0.00,-1.39,-34.50,London_NewYork_Overlap,NO,2024.01.12 14:15:00,2024.01.15 01:00:00,0.11,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2023.44,2078.12,2033.43,2078.12,2734,2734,1735,2734,YES,5,NO,0,1155,949,EXPERT_CLOSE
0,XAUUSD,SELL,REJECTED,REJECTED,2040.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2024.01.16 11:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H4 EMA Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
8,XAUUSD,SELL,BoS_1,24H_FORCE,2023.44,2008.61,2030.18,1987.23,163.46,4.40,0.00,-1.52,161.94,Sydney_Tokyo_Overlap,NO,2024.01.17 06:15:00,2024.01.18 06:15:00,0.11,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2050.42,1996.46,2030.18,1987.23,2698,2698,674,3621,YES,13,YES,1,2158,580,Batas Waktu Hold Tercapai (24 jam >= Max 24 jam)
9,XAUUSD,SELL,BoS_2,EXPERT_CLOSE,2012.25,2012.98,2030.03,1985.42,-7.59,3.52,0.00,-1.52,-9.11,London_NewYork_Overlap,NO,2024.01.17 17:00:00,2024.01.18 17:00:00,0.11,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2039.08,1985.42,2030.03,1985.42,2683,2683,1778,2683,YES,7,NO,0,1039,525,EXPERT_CLOSE
0,XAUUSD,BUY,REJECTED,REJECTED,2029.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2024.01.19 11:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H1 EMA200 Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
0,XAUUSD,BUY,REJECTED,REJECTED,2027.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2024.01.23 06:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H1 EMA200 Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
12,XAUUSD,SELL,CHoCH,24H_FORCE,2022.71,2030.70,2041.18,1995.74,-87.23,4.40,0.00,-0.51,-87.74,Sydney_Tokyo_Overlap,NO,2024.01.22 07:45:00,2024.01.23 07:45:00,0.11,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2041.18,1995.74,2041.18,1995.74,1847,2697,1847,2697,NO,0,NO,0,613,847,Batas Waktu Hold Tercapai (24 jam >= Max 24 jam)
13,XAUUSD,SELL,BoS_1,EXPERT_CLOSE,2018.26,2023.71,2041.16,1991.35,-59.29,3.52,0.00,-0.51,-59.80,London_NewYork_Overlap,NO,2024.01.22 16:45:00,2024.01.23 16:45:00,0.11,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2041.16,1991.35,2041.16,1991.35,2290,2691,2290,2691,NO,0,NO,0,0,1991,EXPERT_CLOSE
16,XAUUSD,SELL,CHoCH,EXPERT_CLOSE,2020.13,2020.04,2039.27,1993.19,1.54,3.52,0.00,-1.52,0.02,London_NewYork_Overlap,NO,2024.01.24 17:30:00,2024.01.25 17:30:00,0.11,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2045.76,1993.19,2039.27,1993.19,2563,2694,1914,2694,YES,5,NO,0,1034,547,EXPERT_CLOSE
0,XAUUSD,BUY,REJECTED,REJECTED,2027.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2024.01.29 01:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H4 EMA Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
0,XAUUSD,BUY,REJECTED,REJECTED,2031.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tokyo_London_Overlap,NO,2024.01.29 09:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
0,XAUUSD,BUY,REJECTED,REJECTED,2042.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2024.01.30 16:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Max BOS Cycle Limit (2),0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
