Time,Open,High,Low,Close,Volume,Spread,EMA200
2021.01.04 01:00:00,1909.07,1909.47,1907.72,1908.88,1201,37,1888.82
2021.01.04 01:15:00,1908.84,1911.33,1907.88,1910.86,720,35,1889.04
2021.01.04 01:30:00,1910.71,1914.93,1910.29,1914.15,1237,23,1889.29
2021.01.04 01:45:00,1914.16,1914.38,1909.51,1913.10,1072,26,1889.53
2021.01.04 02:00:00,1913.04,1913.49,1910.30,1910.35,1088,30,1889.73
2021.01.04 02:15:00,1910.35,1911.20,1909.90,1911.00,548,26,1889.95
2021.01.04 02:30:00,1911.01,1912.31,1910.34,1911.64,495,22,1890.16
2021.01.04 02:45:00,1911.64,1913.64,1911.34,1913.41,563,16,1890.39
2021.01.04 03:00:00,1913.41,1917.00,1912.16,1916.42,2421,16,1890.65
2021.01.04 03:15:00,1916.42,1916.61,1913.91,1914.89,1268,23,1890.89
2021.01.04 03:30:00,1914.93,1918.09,1913.27,1917.02,1587,18,1891.15
2021.01.04 03:45:00,1917.06,1918.71,1915.21,1916.61,1244,22,1891.41
2021.01.04 04:00:00,1916.60,1918.93,1915.49,1918.64,1248,23,1891.68
2021.01.04 04:15:00,1918.64,1919.18,1918.16,1918.40,642,23,1891.94
2021.01.04 04:30:00,1918.45,1919.18,1918.10,1919.18,929,14,1892.21
2021.01.04 04:45:00,1919.18,1921.89,1919.12,1921.79,1125,15,1892.51
2021.01.04 05:00:00,1921.79,1922.16,1920.82,1921.46,791,16,1892.80
2021.01.04 05:15:00,1921.43,1923.60,1921.43,1923.23,806,21,1893.10
2021.01.04 05:30:00,1923.23,1925.26,1922.93,1924.29,866,17,1893.41
2021.01.04 05:45:00,1924.24,1924.33,1921.79,1923.19,830,20,1893.71
2021.01.04 06:00:00,1923.20,1923.71,1922.09,1923.23,648,20,1894.00
2021.01.04 06:15:00,1923.23,1923.23,1921.19,1922.05,535,22,1894.28
2021.01.04 06:30:00,1922.10,1923.00,1920.24,1922.86,635,19,1894.56
2021.01.04 06:45:00,1922.86,1923.06,1922.34,1922.67,328,19,1894.84
2021.01.04 07:00:00,1922.66,1922.99,1922.01,1922.04,379,17,1895.11
2021.01.04 07:15:00,1922.04,1922.04,1918.95,1920.66,741,19,1895.37
2021.01.04 07:30:00,1920.66,1921.97,1919.17,1919.38,1011,18,1895.61
2021.01.04 07:45:00,1919.41,1921.81,1918.93,1921.66,1010,19,1895.87
2021.01.04 08:00:00,1921.66,1923.94,1921.47,1922.80,1077,19,1896.13
2021.01.04 08:15:00,1922.81,1925.60,1922.69,1924.36,1227,23,1896.42
2021.01.04 08:30:00,1924.36,1925.18,1922.97,1923.19,782,20,1896.68
2021.01.04 08:45:00,1923.14,1923.99,1922.77,1922.99,666,20,1896.94
2021.01.04 09:00:00,1922.99,1923.97,1922.47,1923.53,550,20,1897.21
