Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,104,52,52,50.00,1955.47,1989.75,1.26,2024.01.05 17:15:00,2024.12.30 23:58:59
