Ticket,Symbol,Type,EntryStructure,CloseType,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason,BodyRatio,BodyRatioMin,BodyRatioPassed,BodyRatioMode,InitialSL,InitialTP,FinalSL,FinalTP,InitialRiskPoints,InitialRewardPoints,FinalRiskPoints,FinalRewardPoints,TrailingModified,TrailingCount,TPExpanded,TPExpandCount,MaxFavorablePoints,MaxAdversePoints,CloseReason
2,XAUUSD,SELL,CHoCH,EXPERT_CLOSE,1795.38,1790.59,1811.39,1771.44,63.70,1.56,0.00,-0.60,63.10,London,NO,2022.01.06 11:00:00,2022.01.07 11:00:00,0.13,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,1819.32,1771.44,1811.39,1771.44,2394,2394,1601,2394,YES,8,NO,0,883,1182,EXPERT_CLOSE
0,XAUUSD,BUY,REJECTED,REJECTED,1799.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2022.01.10 12:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
0,XAUUSD,BUY,REJECTED,REJECTED,1803.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2022.01.11 02:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
0,XAUUSD,BUY,REJECTED,REJECTED,1811.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,NO,2022.01.11 18:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Max BOS Cycle Limit (2),0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
0,XAUUSD,BUY,REJECTED,REJECTED,1823.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2022.01.12 16:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Max BOS Cycle Limit (2),0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
0,XAUUSD,SELL,REJECTED,REJECTED,1814.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2022.01.17 03:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H1 EMA200 Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
0,XAUUSD,SELL,REJECTED,REJECTED,1812.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2022.01.18 11:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
4,XAUUSD,BUY,CHoCH,EXPERT_CLOSE,1823.97,1842.07,1819.13,1857.38,216.72,1.20,0.00,-4.54,212.18,London_NewYork_Overlap,NO,2022.01.19 15:30:00,2022.01.20 15:30:00,0.12,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,1802.14,1848.29,1819.13,1857.38,2183,2432,484,3341,YES,10,YES,1,2013,189,EXPERT_CLOSE
0,XAUUSD,SELL,REJECTED,REJECTED,1833.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2022.01.21 10:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H1 EMA200 Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
6,XAUUSD,BUY,BoS_1,EXPERT_CLOSE,1846.48,1841.37,1827.74,1871.10,-61.44,1.20,0.00,-1.51,-62.95,London_NewYork_Overlap,NO,2022.01.20 16:00:00,2022.01.21 16:00:00,0.12,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,1827.74,1871.10,1827.74,1871.10,1874,2462,1874,2462,NO,0,NO,0,144,1809,EXPERT_CLOSE
