StartTime,EndTime,DurationBars,Session,Status,IsDST,OpenPrice,HighPrice,LowPrice,ClosePrice,RangePoints
2020.01.02 06:00:00,2020.01.02 08:00:00,8,Sydney_Tokyo_Overlap,CLOSED,NO,1520.26,1520.26,1519.25,1520.20,101
2020.01.02 08:00:00,2020.01.02 09:00:00,4,Asia,CLOSED,NO,1520.20,1520.33,1520.15,1520.94,18
2020.01.02 09:00:00,2020.01.02 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1520.94,1520.94,1519.49,1519.11,145
2020.01.02 10:00:00,2020.01.02 14:00:00,16,London,CLOSED,NO,1519.11,1522.16,1519.11,1521.92,305
2020.01.02 14:00:00,2020.01.02 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1521.92,1529.77,1521.92,1529.10,785
2020.01.02 18:00:00,2020.01.02 23:00:00,20,NewYork,CLOSED,NO,1529.10,1529.10,1525.00,1528.31,410
2020.01.02 23:00:00,2020.01.03 01:00:00,4,Sydney,CLOSED,NO,1528.31,1528.68,1528.31,1528.25,37
2020.01.03 01:00:00,2020.01.03 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1528.25,1542.87,1528.22,1541.42,1465
2020.01.03 08:00:00,2020.01.03 09:00:00,4,Asia,CLOSED,NO,1541.42,1542.16,1541.42,1541.26,74
2020.01.03 09:00:00,2020.01.03 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1541.26,1541.82,1540.25,1543.42,157
2020.01.03 10:00:00,2020.01.03 14:00:00,16,London,CLOSED,NO,1543.42,1550.95,1543.31,1549.31,764
2020.01.03 14:00:00,2020.01.03 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1549.31,1549.75,1542.59,1548.84,716
2020.01.03 18:00:00,2020.01.03 23:00:00,20,NewYork,CLOSED,NO,1548.84,1549.91,1546.28,1549.00,363
2020.01.03 23:00:00,2020.01.06 01:00:00,4,Sydney,CLOSED,NO,1549.00,1551.14,1548.93,1575.89,221
2020.01.06 01:00:00,2020.01.06 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1575.89,1578.97,1569.07,1574.85,990
2020.01.06 08:00:00,2020.01.06 09:00:00,4,Asia,CLOSED,NO,1574.85,1577.20,1574.49,1574.26,271
2020.01.06 09:00:00,2020.01.06 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1574.26,1574.73,1571.40,1573.76,333
2020.01.06 10:00:00,2020.01.06 14:00:00,16,London,CLOSED,NO,1573.76,1578.02,1572.56,1578.63,546
2020.01.06 14:00:00,2020.01.06 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1578.63,1578.63,1561.55,1564.21,1708
2020.01.06 18:00:00,2020.01.06 23:00:00,20,NewYork,CLOSED,NO,1564.21,1568.20,1562.49,1565.50,571
2020.01.06 23:00:00,2020.01.07 01:00:00,4,Sydney,CLOSED,NO,1565.50,1566.38,1565.50,1564.53,88
2020.01.07 01:00:00,2020.01.07 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1564.53,1565.19,1556.65,1562.43,854
2020.01.07 08:00:00,2020.01.07 09:00:00,4,Asia,CLOSED,NO,1562.43,1567.22,1562.43,1564.70,479
2020.01.07 09:00:00,2020.01.07 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1564.70,1568.40,1564.70,1569.18,370
2020.01.07 10:00:00,2020.01.07 14:00:00,16,London,CLOSED,NO,1569.18,1569.18,1564.46,1567.57,472
2020.01.07 14:00:00,2020.01.07 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1567.57,1570.48,1565.13,1568.54,535
2020.01.07 18:00:00,2020.01.07 23:00:00,20,NewYork,CLOSED,NO,1568.54,1572.68,1568.54,1571.75,414
2020.01.07 23:00:00,2020.01.08 01:00:00,4,Sydney,CLOSED,NO,1571.75,1575.10,1571.75,1575.99,335
2020.01.08 01:00:00,2020.01.08 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1575.99,1609.88,1575.99,1594.36,3389
2020.01.08 08:00:00,2020.01.08 09:00:00,4,Asia,CLOSED,NO,1594.36,1594.36,1592.92,1593.15,144
2020.01.08 09:00:00,2020.01.08 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1593.15,1593.15,1587.93,1588.57,522
2020.01.08 10:00:00,2020.01.08 14:00:00,16,London,CLOSED,NO,1588.57,1588.57,1577.47,1577.18,1110
2020.01.08 14:00:00,2020.01.08 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1577.18,1579.64,1569.11,1573.48,1053
2020.01.08 18:00:00,2020.01.08 23:00:00,20,NewYork,CLOSED,NO,1573.48,1573.48,1553.52,1559.85,1996
2020.01.08 23:00:00,2020.01.09 01:00:00,4,Sydney,CLOSED,NO,1559.85,1559.85,1555.72,1554.75,413
2020.01.09 01:00:00,2020.01.09 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1554.75,1560.81,1554.75,1555.27,606
2020.01.09 08:00:00,2020.01.09 09:00:00,4,Asia,CLOSED,NO,1555.27,1555.27,1540.57,1544.14,1470
2020.01.09 09:00:00,2020.01.09 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1544.14,1546.37,1544.14,1545.60,223
2020.01.09 10:00:00,2020.01.09 14:00:00,16,London,CLOSED,NO,1545.60,1547.81,1545.08,1548.33,273
2020.01.09 14:00:00,2020.01.09 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1548.33,1554.61,1546.79,1546.70,782
2020.01.09 18:00:00,2020.01.09 23:00:00,20,NewYork,CLOSED,NO,1546.70,1553.84,1546.70,1550.75,714
2020.01.09 23:00:00,2020.01.10 01:00:00,4,Sydney,CLOSED,NO,1550.75,1551.35,1550.75,1552.91,60
2020.01.10 01:00:00,2020.01.10 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1552.91,1553.25,1546.34,1548.33,691
2020.01.10 08:00:00,2020.01.10 09:00:00,4,Asia,CLOSED,NO,1548.33,1548.33,1547.13,1547.87,120
2020.01.10 09:00:00,2020.01.10 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1547.87,1551.38,1547.87,1550.71,351
2020.01.10 10:00:00,2020.01.10 14:00:00,16,London,CLOSED,NO,1550.71,1551.79,1548.17,1550.61,362
2020.01.10 14:00:00,2020.01.10 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1550.61,1555.78,1548.31,1558.59,747
2020.01.10 18:00:00,2020.01.10 23:00:00,20,NewYork,CLOSED,NO,1558.59,1560.21,1558.18,1560.27,203
2020.01.10 23:00:00,2020.01.13 01:00:00,4,Sydney,CLOSED,NO,1560.27,1562.51,1560.27,1559.55,224
2020.01.13 01:00:00,2020.01.13 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1559.55,1559.76,1555.32,1555.13,444
2020.01.13 08:00:00,2020.01.13 09:00:00,4,Asia,CLOSED,NO,1555.13,1555.13,1554.03,1555.16,110
2020.01.13 09:00:00,2020.01.13 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1555.16,1555.16,1552.68,1552.77,248
2020.01.13 10:00:00,2020.01.13 14:00:00,16,London,CLOSED,NO,1552.77,1552.77,1547.67,1552.87,510
2020.01.13 14:00:00,2020.01.13 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1552.87,1555.09,1550.69,1551.47,440
2020.01.13 18:00:00,2020.01.13 23:00:00,20,NewYork,CLOSED,NO,1551.47,1552.22,1548.48,1548.53,374
2020.01.13 23:00:00,2020.01.14 01:00:00,4,Sydney,CLOSED,NO,1548.53,1548.53,1548.01,1548.13,52
2020.01.14 01:00:00,2020.01.14 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1548.13,1548.64,1537.06,1537.95,1158
2020.01.14 08:00:00,2020.01.14 09:00:00,4,Asia,CLOSED,NO,1537.95,1539.73,1537.95,1539.65,178
2020.01.14 09:00:00,2020.01.14 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1539.65,1541.95,1539.65,1543.03,230
2020.01.14 10:00:00,2020.01.14 14:00:00,16,London,CLOSED,NO,1543.03,1545.74,1542.89,1543.10,285
2020.01.14 14:00:00,2020.01.14 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1543.10,1546.33,1541.65,1542.92,468
2020.01.14 18:00:00,2020.01.14 23:00:00,20,NewYork,CLOSED,NO,1542.92,1547.06,1542.37,1547.07,469
2020.01.14 23:00:00,2020.01.15 01:00:00,4,Sydney,CLOSED,NO,1547.07,1547.07,1546.14,1546.37,93
2020.01.15 01:00:00,2020.01.15 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1546.37,1552.55,1546.37,1553.16,618
2020.01.15 08:00:00,2020.01.15 09:00:00,4,Asia,CLOSED,NO,1553.16,1553.16,1550.82,1550.77,234
2020.01.15 09:00:00,2020.01.15 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1550.77,1551.83,1550.77,1552.74,106
2020.01.15 10:00:00,2020.01.15 14:00:00,16,London,CLOSED,NO,1552.74,1553.47,1551.85,1551.99,162
2020.01.15 14:00:00,2020.01.15 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1551.99,1554.76,1548.65,1548.97,611
2020.01.15 18:00:00,2020.01.15 23:00:00,20,NewYork,CLOSED,NO,1548.97,1555.98,1548.97,1556.09,701
2020.01.15 23:00:00,2020.01.16 01:00:00,4,Sydney,CLOSED,NO,1556.09,1556.09,1555.31,1555.18,78
2020.01.16 01:00:00,2020.01.16 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1555.18,1557.84,1553.31,1551.68,453
2020.01.16 08:00:00,2020.01.16 09:00:00,4,Asia,CLOSED,NO,1551.68,1553.12,1551.68,1552.85,144
2020.01.16 09:00:00,2020.01.16 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1552.85,1553.01,1552.85,1553.41,16
2020.01.16 10:00:00,2020.01.16 14:00:00,16,London,CLOSED,NO,1553.41,1555.75,1553.41,1556.21,234
2020.01.16 14:00:00,2020.01.16 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1556.21,1557.16,1548.71,1550.64,845
2020.01.16 18:00:00,2020.01.16 23:00:00,20,NewYork,CLOSED,NO,1550.64,1552.97,1549.60,1553.59,337
2020.01.16 23:00:00,2020.01.17 01:00:00,4,Sydney,CLOSED,NO,1553.59,1553.59,1552.82,1552.29,77
2020.01.17 01:00:00,2020.01.17 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1552.29,1556.43,1549.91,1555.59,652
2020.01.17 08:00:00,2020.01.17 09:00:00,4,Asia,CLOSED,NO,1555.59,1555.59,1554.38,1556.86,121
2020.01.17 09:00:00,2020.01.17 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1556.86,1556.86,1554.75,1555.52,211
2020.01.17 10:00:00,2020.01.17 14:00:00,16,London,CLOSED,NO,1555.52,1556.77,1554.08,1556.45,269
2020.01.17 14:00:00,2020.01.17 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1556.45,1560.44,1555.08,1556.24,536
2020.01.17 18:00:00,2020.01.17 23:00:00,20,NewYork,CLOSED,NO,1556.24,1560.92,1556.24,1557.03,468
2020.01.17 23:00:00,2020.01.20 01:00:00,4,Sydney,CLOSED,NO,1557.03,1557.03,1556.56,1559.00,47
2020.01.20 01:00:00,2020.01.20 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1559.00,1561.06,1556.83,1561.86,423
2020.01.20 08:00:00,2020.01.20 09:00:00,4,Asia,CLOSED,NO,1561.86,1562.29,1561.76,1561.48,53
2020.01.20 09:00:00,2020.01.20 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1561.48,1561.97,1560.70,1561.54,127
2020.01.20 10:00:00,2020.01.20 14:00:00,16,London,CLOSED,NO,1561.54,1561.54,1559.49,1560.08,205
2020.01.20 14:00:00,2020.01.20 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1560.08,1560.40,1559.37,1560.89,103
2020.01.20 18:00:00,2020.01.21 01:00:00,8,NewYork,CLOSED,NO,1560.89,1561.03,1560.70,1560.88,33
2020.01.21 01:00:00,2020.01.21 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1560.88,1567.50,1560.29,1565.63,721
2020.01.21 08:00:00,2020.01.21 09:00:00,4,Asia,CLOSED,NO,1565.63,1566.84,1565.63,1565.52,121
2020.01.21 09:00:00,2020.01.21 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1565.52,1565.52,1562.48,1559.40,304
2020.01.21 10:00:00,2020.01.21 14:00:00,16,London,CLOSED,NO,1559.40,1559.45,1554.35,1555.69,510
2020.01.21 14:00:00,2020.01.21 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1555.69,1557.20,1548.09,1558.54,911
2020.01.21 18:00:00,2020.01.21 23:00:00,20,NewYork,CLOSED,NO,1558.54,1558.67,1555.37,1558.24,330
2020.01.21 23:00:00,2020.01.22 01:00:00,4,Sydney,CLOSED,NO,1558.24,1559.25,1557.84,1558.01,141
2020.01.22 01:00:00,2020.01.22 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1558.01,1558.01,1551.10,1550.92,691
2020.01.22 08:00:00,2020.01.22 09:00:00,4,Asia,CLOSED,NO,1550.92,1552.54,1550.92,1552.11,162
2020.01.22 09:00:00,2020.01.22 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1552.11,1554.41,1552.11,1554.50,230
2020.01.22 10:00:00,2020.01.22 14:00:00,16,London,CLOSED,NO,1554.50,1558.47,1554.29,1555.72,418
2020.01.22 14:00:00,2020.01.22 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1555.72,1558.01,1555.05,1556.99,296
2020.01.22 18:00:00,2020.01.22 23:00:00,20,NewYork,CLOSED,NO,1556.99,1558.66,1555.82,1558.86,284
2020.01.22 23:00:00,2020.01.23 01:00:00,4,Sydney,CLOSED,NO,1558.86,1558.94,1558.71,1558.55,23
2020.01.23 01:00:00,2020.01.23 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1558.55,1562.51,1555.99,1557.84,652
2020.01.23 08:00:00,2020.01.23 09:00:00,4,Asia,CLOSED,NO,1557.84,1557.84,1555.57,1557.31,227
2020.01.23 09:00:00,2020.01.23 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,1557.31,1557.31,1555.09,1554.15,222
2020.01.23 10:00:00,2020.01.23 14:00:00,16,London,CLOSED,NO,1554.15,1556.47,1553.97,1552.87,250
2020.01.23 14:00:00,2020.01.23 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,1552.87,1562.95,1552.87,1562.66,1008
2020.01.23 18:00:00,2020.01.23 23:00:00,20,NewYork,CLOSED,NO,1562.66,1567.55,1561.54,1562.26,601
2020.01.23 23:00:00,2020.01.24 01:00:00,4,Sydney,CLOSED,NO,1562.26,1563.14,1562.26,1561.79,88
2020.01.24 01:00:00,2020.01.24 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,1561.79,1562.31,1559.45,1560.49,286
