Ticket,Symbol,Type,EntryStructure,CloseType,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason,BodyRatio,BodyRatioMin,BodyRatioPassed,BodyRatioMode,InitialSL,InitialTP,FinalSL,FinalTP,InitialRiskPoints,InitialRewardPoints,FinalRiskPoints,FinalRewardPoints,TrailingModified,TrailingCount,TPExpanded,TPExpandCount,MaxFavorablePoints,MaxAdversePoints,CloseReason
0,XAUUSD,BUY,REJECTED,REJECTED,2629.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2025.01.02 03:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H4 EMA Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
2,XAUUSD,BUY,BoS_1,24H_FORCE,2666.43,2673.32,2641.49,2701.98,54.56,2.24,0.00,-3.02,51.54,London_NewYork_Overlap,NO,2025.01.08 17:45:00,2025.01.09 17:45:00,0.08,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2630.88,2701.98,2641.49,2701.98,3555,3555,2494,3555,YES,9,NO,0,1180,1691,Batas Waktu Hold Tercapai (24 jam >= Max 24 jam)
0,XAUUSD,BUY,REJECTED,REJECTED,2679.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2025.01.10 10:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Max BOS Cycle Limit (2),0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
3,XAUUSD,BUY,BoS_2,EXPERT_CLOSE,2670.81,2681.88,2645.89,2706.42,87.36,2.48,0.00,-1.01,86.35,London,NO,2025.01.09 13:30:00,2025.01.10 13:30:00,0.08,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2637.65,2706.42,2645.89,2706.42,3316,3561,2492,3561,YES,10,NO,0,1189,816,EXPERT_CLOSE
0,XAUUSD,SELL,REJECTED,REJECTED,2678.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2025.01.13 12:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H1 EMA200 Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
6,XAUUSD,BUY,BoS_1,EXPERT_CLOSE,2681.54,2691.29,2664.69,2717.29,77.84,1.76,0.00,-3.02,74.82,Asia,NO,2025.01.15 08:15:00,2025.01.16 08:15:00,0.08,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2657.47,2717.29,2664.69,2717.29,2407,3575,1685,3575,YES,6,NO,0,2061,475,EXPERT_CLOSE
0,XAUUSD,BUY,REJECTED,REJECTED,2705.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2025.01.16 11:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Max BOS Cycle Limit (2),0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
8,XAUUSD,BUY,CHoCH,24H_FORCE,2715.98,2748.18,2712.52,2764.52,256.56,2.24,0.00,-1.01,255.55,Sydney_Tokyo_Overlap,NO,2025.01.21 03:45:00,2025.01.22 03:45:00,0.08,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2689.45,2752.19,2712.52,2764.52,2653,3621,346,4854,YES,15,YES,1,3400,174,Batas Waktu Hold Tercapai (24 jam >= Max 24 jam)
9,XAUUSD,BUY,BoS_1,EXPERT_CLOSE,2734.15,2753.64,2725.25,2786.01,154.72,2.00,0.00,-1.01,153.71,London_NewYork_Overlap,NO,2025.01.21 16:45:00,2025.01.22 16:45:00,0.08,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2704.28,2770.61,2725.25,2786.01,2987,3646,890,5186,YES,18,YES,1,2930,32,EXPERT_CLOSE
12,XAUUSD,BUY,CHoCH,EXPERT_CLOSE,2761.79,2769.76,2748.19,2798.61,63.52,2.00,0.00,-1.01,62.51,Sydney_Tokyo_Overlap,NO,2025.01.24 03:15:00,2025.01.27 01:00:00,0.08,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2724.97,2798.61,2748.19,2798.61,3682,3682,1360,3682,YES,11,NO,0,2415,343,EXPERT_CLOSE
0,XAUUSD,SELL,REJECTED,REJECTED,2741.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2025.01.27 17:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,CHoCH H1 EMA200 Filter,0.00,0.00,NO,N/A,0.00,0.00,0.00,0.00,0,0,0,0,NO,0,NO,0,0,0,REJECTED
14,XAUUSD,BUY,BoS_1,EXPERT_CLOSE,2767.14,2797.95,2762.84,2816.60,246.64,1.44,0.00,-1.01,245.63,Tokyo_London_Overlap,NO,2025.01.30 09:45:00,2025.01.31 09:45:00,0.08,12345,M15,EXECUTED,N/A,0.00,0.00,YES,DISABLED,2732.46,2804.04,2762.84,2816.60,3468,3690,430,4946,YES,20,YES,1,3401,11,EXPERT_CLOSE
