Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,104,44,60,42.31,-528.18,1034.32,0.87,2021.01.04 01:15:00,2021.12.30 23:54:59
