StartTime,EndTime,DurationBars,Session,Status,IsDST,OpenPrice,HighPrice,LowPrice,ClosePrice,RangePoints
2025.01.02 01:00:00,2025.01.02 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,2624.48,2635.70,2621.84,2634.03,1386
2025.01.02 08:00:00,2025.01.02 09:00:00,4,Asia,CLOSED,NO,2634.03,2634.17,2631.72,2634.14,245
2025.01.02 09:00:00,2025.01.02 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,2634.14,2634.38,2633.66,2636.24,72
2025.01.02 10:00:00,2025.01.02 14:00:00,16,London,CLOSED,NO,2636.24,2644.92,2633.32,2641.99,1160
2025.01.02 14:00:00,2025.01.02 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,2641.99,2651.87,2638.61,2653.91,1326
2025.01.02 18:00:00,2025.01.02 23:00:00,20,NewYork,CLOSED,NO,2653.91,2659.83,2653.56,2659.81,627
2025.01.02 23:00:00,2025.01.03 01:00:00,4,Sydney,CLOSED,NO,2659.81,2659.81,2657.92,2658.34,189
2025.01.03 01:00:00,2025.01.03 08:00:00,28,Sydney_Tokyo_Overlap,CLOSED,NO,2658.34,2664.05,2657.03,2658.58,702
2025.01.03 08:00:00,2025.01.03 09:00:00,4,Asia,CLOSED,NO,2658.58,2659.25,2657.33,2659.41,192
2025.01.03 09:00:00,2025.01.03 10:00:00,4,Tokyo_London_Overlap,CLOSED,NO,2659.41,2659.41,2652.81,2654.09,660
2025.01.03 10:00:00,2025.01.03 14:00:00,16,London,CLOSED,NO,2654.09,2658.30,2652.55,2657.61,575
2025.01.03 14:00:00,2025.01.03 18:00:00,16,London_NewYork_Overlap,CLOSED,NO,2657.61,2657.86,2642.60,2643.81,1526
2025.01.03 18:00:00,2025.01.03 23:00:00,20,NewYork,CLOSED,NO,2643.81,2643.81,2638.19,2638.05,562
2025.01.03 23:00:00,2025.01.06 01:00:00,4,Sydney,CLOSED,NO,2638.05,2639.92,2637.44,2641.45,248
