Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,112,62,50,55.36,3576.19,2830.39,1.48,2025.01.08 17:45:00,2025.12.29 01:49:40
