Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,1,1,0,100.00,150.75,0.00,0.00,2026.06.24 02:45:00,2026.06.24 05:42:24
