Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,91,44,47,48.35,-698.75,1520.24,0.88,2019.01.02 07:30:00,2019.12.24 08:45:00
