=== Market Structure Events (Sorted by Time) ===,,,,,,
BoS,Bearish,1881.42,2022.04.28 06:00:00,M15,Confirmed,1907.03,1970.01.01 00:00:00
LL,Bearish,1872.04,2022.04.28 08:30:00,M15,Updated,1881.42,1970.01.01 00:00:00
LL,Update,1872.04,2022.04.28 08:30:00,M15,Accepted,,
HH,Update,1895.39,2022.04.28 15:30:00,M15,Accepted,,
LL,Update,1883.26,2022.04.28 17:45:00,M15,Accepted,,
CHoCH,Bullish,1895.39,2022.04.28 22:15:00,M15,Confirmed,1883.26,1970.01.01 00:00:00
HH,Update,1919.83,2022.04.29 14:45:00,M15,Accepted,,
CHoCH,Bearish,1883.26,2022.05.02 08:00:00,M15,Confirmed,1919.83,1970.01.01 00:00:00
HH,Update,1919.83,2022.05.02 16:45:00,M15,Accepted,,
LL,Update,1854.60,2022.05.02 16:45:00,M15,Accepted,,
HH,Update,1867.08,2022.05.03 03:45:00,M15,Accepted,,
BoS,Bearish,1854.60,2022.05.03 10:00:00,M15,Confirmed,1867.08,1970.01.01 00:00:00
LL,Update,1850.38,2022.05.03 11:45:00,M15,Accepted,,
CHoCH,Bullish,1867.08,2022.05.03 16:30:00,M15,Confirmed,1850.38,1970.01.01 00:00:00
HH,Update,1878.13,2022.05.03 17:45:00,M15,Accepted,,
LL,Update,1861.42,2022.05.04 09:00:00,M15,Accepted,,
BoS,Bullish,1878.13,2022.05.04 21:45:00,M15,Confirmed,1861.42,1970.01.01 00:00:00
HH,Bullish,1903.40,2022.05.05 04:30:00,M15,Updated,1878.13,1970.01.01 00:00:00
HH,Update,1903.40,2022.05.05 04:30:00,M15,Accepted,,
LL,Update,1889.53,2022.05.05 11:15:00,M15,Accepted,,
BoS,Bullish,1903.40,2022.05.05 15:45:00,M15,Confirmed,1889.53,1970.01.01 00:00:00
HH,Update,1909.77,2022.05.05 15:45:00,M15,Accepted,,
CHoCH,Bearish,1889.53,2022.05.05 17:15:00,M15,Confirmed,1909.77,1970.01.01 00:00:00
HH,Update,1909.77,2022.05.05 19:45:00,M15,Accepted,,
LL,Update,1872.57,2022.05.05 19:45:00,M15,Accepted,,
BoS,Bearish,1872.57,2022.05.06 04:00:00,M15,Confirmed,1909.77,1970.01.01 00:00:00
LL,Bearish,1866.06,2022.05.06 04:45:00,M15,Updated,1872.57,1970.01.01 00:00:00
LL,Update,1866.06,2022.05.06 04:45:00,M15,Accepted,,
HH,Update,1892.56,2022.05.06 18:15:00,M15,Accepted,,
BoS,Bearish,1866.06,2022.05.09 11:30:00,M15,Confirmed,1892.56,1970.01.01 00:00:00
LL,Bearish,1856.16,2022.05.09 13:15:00,M15,Updated,1866.06,1970.01.01 00:00:00
LL,Update,1856.16,2022.05.09 13:15:00,M15,Accepted,,
HH,Update,1871.47,2022.05.09 16:15:00,M15,Accepted,,
BoS,Bearish,1856.16,2022.05.09 21:30:00,M15,Confirmed,1892.56,1970.01.01 00:00:00
LL,Bearish,1851.63,2022.05.09 23:00:00,M15,Updated,1856.16,1970.01.01 00:00:00
LL,Update,1851.63,2022.05.09 23:00:00,M15,Accepted,,
HH,Update,1865.39,2022.05.10 09:00:00,M15,Accepted,,
BoS,Bearish,1851.63,2022.05.10 17:45:00,M15,Confirmed,1865.39,1970.01.01 00:00:00
LL,Bearish,1831.97,2022.05.11 03:45:00,M15,Updated,1851.63,1970.01.01 00:00:00
LL,Update,1831.97,2022.05.11 03:45:00,M15,Accepted,,
HH,Update,1858.15,2022.05.11 16:45:00,M15,Accepted,,
HH,Bullish,1858.77,2022.05.12 04:30:00,M15,Updated,1858.15,1970.01.01 00:00:00
HH,Update,1858.77,2022.05.12 04:30:00,M15,Accepted,,
BoS,Bearish,1831.97,2022.05.12 19:45:00,M15,Confirmed,1858.77,1970.01.01 00:00:00
LL,Bearish,1810.50,2022.05.13 01:30:00,M15,Updated,1831.97,1970.01.01 00:00:00
LL,Update,1810.50,2022.05.13 01:30:00,M15,Accepted,,
HH,Update,1828.76,2022.05.13 10:30:00,M15,Accepted,,
BoS,Bearish,1810.50,2022.05.13 16:00:00,M15,Confirmed,1858.77,1970.01.01 00:00:00
LL,Bearish,1799.06,2022.05.13 16:15:00,M15,Updated,1810.50,1970.01.01 00:00:00
LL,Update,1799.06,2022.05.13 16:15:00,M15,Accepted,,
HH,Update,1818.41,2022.05.13 17:30:00,M15,Accepted,,
BoS,Bearish,1799.06,2022.05.16 10:30:00,M15,Confirmed,1818.41,1970.01.01 00:00:00
LL,Bearish,1786.84,2022.05.16 10:45:00,M15,Updated,1799.06,1970.01.01 00:00:00
LL,Update,1786.84,2022.05.16 10:45:00,M15,Accepted,,
CHoCH,Bullish,1818.41,2022.05.16 21:45:00,M15,Confirmed,1786.84,1970.01.01 00:00:00
HH,Update,1829.30,2022.05.17 02:45:00,M15,Accepted,,
LL,Update,1821.86,2022.05.17 06:30:00,M15,Accepted,,
BoS,Bullish,1829.30,2022.05.17 09:45:00,M15,Confirmed,1821.86,1970.01.01 00:00:00
HH,Update,1836.05,2022.05.17 14:45:00,M15,Accepted,,
CHoCH,Bearish,1821.86,2022.05.17 18:15:00,M15,Confirmed,1836.05,1970.01.01 00:00:00
HH,Update,1836.05,2022.05.18 06:45:00,M15,Accepted,,
LL,Update,1807.66,2022.05.18 06:45:00,M15,Accepted,,
LL,Update,1807.32,2022.05.18 15:15:00,M15,Accepted,,
HH,Update,1824.71,2022.05.18 18:45:00,M15,Accepted,,
LL,Update,1810.96,2022.05.19 10:45:00,M15,Accepted,,
CHoCH,Bullish,1824.71,2022.05.19 12:00:00,M15,Confirmed,1810.96,1970.01.01 00:00:00
HH,Update,1849.15,2022.05.19 18:30:00,M15,Accepted,,
LL,Update,1836.60,2022.05.20 05:15:00,M15,Accepted,,
HH,Bullish,1849.44,2022.05.20 10:00:00,M15,Updated,1849.15,1970.01.01 00:00:00
HH,Update,1849.44,2022.05.20 10:00:00,M15,Accepted,,
CHoCH,Bearish,1836.60,2022.05.20 16:45:00,M15,Confirmed,1849.44,1970.01.01 00:00:00
HH,Update,1849.44,2022.05.20 17:00:00,M15,Accepted,,
LL,Update,1832.38,2022.05.20 17:00:00,M15,Accepted,,
CHoCH,Bullish,1849.44,2022.05.23 03:30:00,M15,Confirmed,1832.38,1970.01.01 00:00:00
HH,Update,1865.39,2022.05.23 13:00:00,M15,Accepted,,
LL,Update,1847.10,2022.05.23 20:15:00,M15,Accepted,,
BoS,Bullish,1865.39,2022.05.24 16:45:00,M15,Confirmed,1847.10,1970.01.01 00:00:00
HH,Bullish,1869.67,2022.05.24 19:00:00,M15,Updated,1865.39,1970.01.01 00:00:00
HH,Update,1869.67,2022.05.24 19:00:00,M15,Accepted,,
CHoCH,Bearish,1847.10,2022.05.25 18:45:00,M15,Confirmed,1869.67,1970.01.01 00:00:00
HH,Update,1869.67,2022.05.25 18:45:00,M15,Accepted,,
LL,Update,1842.05,2022.05.25 18:45:00,M15,Accepted,,
HH,Update,1856.32,2022.05.25 22:30:00,M15,Accepted,,
LL,Update,1840.78,2022.05.26 14:15:00,M15,Accepted,,
CHoCH,Bullish,1856.32,2022.05.27 10:15:00,M15,Confirmed,1840.78,1970.01.01 00:00:00
HH,Update,1862.00,2022.05.27 15:00:00,M15,Accepted,,
LL,Update,1850.56,2022.05.27 15:30:00,M15,Accepted,,
HH,Update,1861.34,2022.05.27 16:15:00,M15,Accepted,,
CHoCH,Bearish,1850.56,2022.05.30 02:00:00,M15,Confirmed,1861.34,1970.01.01 00:00:00
HH,Update,1861.34,2022.05.30 02:00:00,M15,Accepted,,
LL,Update,1848.22,2022.05.30 02:00:00,M15,Accepted,,
CHoCH,Bullish,1861.34,2022.05.30 08:00:00,M15,Confirmed,1848.22,1970.01.01 00:00:00
HH,Update,1863.96,2022.05.30 10:00:00,M15,Accepted,,
CHoCH,Bearish,1848.22,2022.05.31 03:45:00,M15,Confirmed,1863.96,1970.01.01 00:00:00
HH,Update,1863.96,2022.05.31 04:00:00,M15,Accepted,,
LL,Update,1845.99,2022.05.31 04:00:00,M15,Accepted,,
HH,Update,1857.09,2022.05.31 11:15:00,M15,Accepted,,
BoS,Bearish,1845.99,2022.05.31 17:15:00,M15,Confirmed,1857.09,1970.01.01 00:00:00
LL,Bearish,1828.50,2022.06.01 12:15:00,M15,Updated,1845.99,1970.01.01 00:00:00
LL,Update,1828.50,2022.06.01 12:15:00,M15,Accepted,,
HH,Update,1850.02,2022.06.01 21:30:00,M15,Accepted,,
LL,Update,1844.13,2022.06.02 08:15:00,M15,Accepted,,
CHoCH,Bullish,1850.02,2022.06.02 09:15:00,M15,Confirmed,1844.13,1970.01.01 00:00:00
HH,Update,1874.09,2022.06.03 03:30:00,M15,Accepted,,
LL,Update,1839.84,2022.06.06 04:30:00,M15,Accepted,,
HH,Update,1857.82,2022.06.06 15:00:00,M15,Accepted,,
CHoCH,Bearish,1839.84,2022.06.07 02:15:00,M15,Confirmed,1857.82,1970.01.01 00:00:00
HH,Update,1857.82,2022.06.07 04:15:00,M15,Accepted,,
LL,Update,1837.03,2022.06.07 04:15:00,M15,Accepted,,
HH,Update,1855.52,2022.06.07 22:15:00,M15,Accepted,,
LL,Update,1844.61,2022.06.08 15:15:00,M15,Accepted,,
CHoCH,Bullish,1855.52,2022.06.08 17:45:00,M15,Confirmed,1844.61,1970.01.01 00:00:00
HH,Update,1859.62,2022.06.08 18:30:00,M15,Accepted,,
LL,Update,1848.72,2022.06.08 23:30:00,M15,Accepted,,
HH,Update,1855.32,2022.06.09 06:45:00,M15,Accepted,,
CHoCH,Bearish,1848.72,2022.06.09 11:15:00,M15,Confirmed,1855.32,1970.01.01 00:00:00
HH,Update,1855.32,2022.06.09 17:15:00,M15,Accepted,,
LL,Update,1840.03,2022.06.09 17:15:00,M15,Accepted,,
HH,Update,1847.57,2022.06.10 10:30:00,M15,Accepted,,
BoS,Bearish,1840.03,2022.06.10 14:30:00,M15,Confirmed,1855.32,1970.01.01 00:00:00
LL,Update,1825.13,2022.06.10 15:30:00,M15,Accepted,,
CHoCH,Bullish,1847.57,2022.06.10 17:30:00,M15,Confirmed,1825.13,1970.01.01 00:00:00
HH,Update,1878.78,2022.06.13 01:00:00,M15,Accepted,,
CHoCH,Bearish,1825.13,2022.06.13 22:00:00,M15,Confirmed,1878.78,1970.01.01 00:00:00
HH,Update,1878.78,2022.06.14 01:00:00,M15,Accepted,,
LL,Update,1813.91,2022.06.14 01:00:00,M15,Accepted,,
HH,Update,1831.55,2022.06.14 10:00:00,M15,Accepted,,
BoS,Bearish,1813.91,2022.06.14 17:15:00,M15,Confirmed,1831.55,1970.01.01 00:00:00
LL,Bearish,1805.17,2022.06.14 22:15:00,M15,Updated,1813.91,1970.01.01 00:00:00
LL,Update,1805.17,2022.06.14 22:15:00,M15,Accepted,,
CHoCH,Bullish,1831.55,2022.06.15 14:30:00,M15,Confirmed,1805.17,1970.01.01 00:00:00
HH,Update,1841.82,2022.06.15 22:15:00,M15,Accepted,,
LL,Update,1815.32,2022.06.16 14:00:00,M15,Accepted,,
BoS,Bullish,1841.82,2022.06.16 18:15:00,M15,Confirmed,1815.32,1970.01.01 00:00:00
HH,Bullish,1857.23,2022.06.16 23:45:00,M15,Updated,1841.82,1970.01.01 00:00:00
HH,Update,1857.23,2022.06.16 23:45:00,M15,Accepted,,
LL,Update,1841.71,2022.06.17 06:45:00,M15,Accepted,,
HH,Update,1853.05,2022.06.17 15:45:00,M15,Accepted,,
CHoCH,Bearish,1841.71,2022.06.17 17:00:00,M15,Confirmed,1853.05,1970.01.01 00:00:00
HH,Update,1853.05,2022.06.17 22:00:00,M15,Accepted,,
LL,Update,1833.94,2022.06.17 22:00:00,M15,Accepted,,
HH,Update,1846.03,2022.06.20 06:45:00,M15,Accepted,,
BoS,Bearish,1833.94,2022.06.21 10:15:00,M15,Confirmed,1846.03,1970.01.01 00:00:00
LL,Bearish,1830.79,2022.06.21 14:45:00,M15,Updated,1833.94,1970.01.01 00:00:00
LL,Update,1830.79,2022.06.21 14:45:00,M15,Accepted,,
HH,Update,1843.63,2022.06.21 17:30:00,M15,Accepted,,
BoS,Bearish,1830.79,2022.06.21 22:30:00,M15,Confirmed,1846.03,1970.01.01 00:00:00
LL,Update,1823.48,2022.06.22 11:00:00,M15,Accepted,,
CHoCH,Bullish,1843.63,2022.06.22 15:45:00,M15,Confirmed,1823.48,1970.01.01 00:00:00
HH,Update,1847.93,2022.06.22 16:45:00,M15,Accepted,,
LL,Update,1823.98,2022.06.23 14:30:00,M15,Accepted,,
HH,Update,1846.04,2022.06.23 16:45:00,M15,Accepted,,
CHoCH,Bearish,1823.98,2022.06.23 21:15:00,M15,Confirmed,1846.04,1970.01.01 00:00:00
HH,Update,1846.04,2022.06.24 16:00:00,M15,Accepted,,
LL,Update,1816.92,2022.06.24 16:00:00,M15,Accepted,,
HH,Update,1841.03,2022.06.27 10:15:00,M15,Accepted,,
BoS,Bearish,1816.92,2022.06.29 11:30:00,M15,Confirmed,1841.03,1970.01.01 00:00:00
LL,Bearish,1812.16,2022.06.29 12:30:00,M15,Updated,1816.92,1970.01.01 00:00:00
LL,Update,1812.16,2022.06.29 12:30:00,M15,Accepted,,
HH,Update,1833.07,2022.06.29 15:30:00,M15,Accepted,,
BoS,Bearish,1812.16,2022.06.30 12:30:00,M15,Confirmed,1833.07,1970.01.01 00:00:00
LL,Bearish,1802.75,2022.06.30 14:45:00,M15,Updated,1812.16,1970.01.01 00:00:00
LL,Update,1802.75,2022.06.30 14:45:00,M15,Accepted,,
HH,Update,1825.10,2022.06.30 16:00:00,M15,Accepted,,
BoS,Bearish,1802.75,2022.07.01 06:45:00,M15,Confirmed,1825.10,1970.01.01 00:00:00
LL,Bearish,1784.45,2022.07.01 15:45:00,M15,Updated,1802.75,1970.01.01 00:00:00
LL,Update,1784.45,2022.07.01 15:45:00,M15,Accepted,,
HH,Update,1814.26,2022.07.04 05:15:00,M15,Accepted,,
BoS,Bearish,1784.45,2022.07.05 17:00:00,M15,Confirmed,1814.26,1970.01.01 00:00:00
LL,Bearish,1763.95,2022.07.05 20:15:00,M15,Updated,1784.45,1970.01.01 00:00:00
LL,Update,1763.95,2022.07.05 20:15:00,M15,Accepted,,
HH,Update,1772.86,2022.07.06 04:00:00,M15,Accepted,,
BoS,Bearish,1763.95,2022.07.06 08:45:00,M15,Confirmed,1814.26,1970.01.01 00:00:00
LL,Bearish,1732.25,2022.07.06 19:00:00,M15,Updated,1763.95,1970.01.01 00:00:00
LL,Update,1732.25,2022.07.06 19:00:00,M15,Accepted,,
HH,Update,1743.92,2022.07.06 22:15:00,M15,Accepted,,
LL,Update,1736.50,2022.07.07 04:45:00,M15,Accepted,,
CHoCH,Bullish,1743.92,2022.07.07 06:00:00,M15,Confirmed,1736.50,1970.01.01 00:00:00
HH,Update,1747.69,2022.07.07 08:30:00,M15,Accepted,,
LL,Update,1738.00,2022.07.07 16:00:00,M15,Accepted,,
HH,Bullish,1749.12,2022.07.07 17:00:00,M15,Updated,1747.69,1970.01.01 00:00:00
HH,Update,1749.12,2022.07.07 17:00:00,M15,Accepted,,
CHoCH,Bearish,1738.00,2022.07.08 10:30:00,M15,Confirmed,1749.12,1970.01.01 00:00:00
HH,Update,1749.12,2022.07.08 15:30:00,M15,Accepted,,
LL,Update,1732.95,2022.07.08 15:30:00,M15,Accepted,,
HH,Bullish,1752.45,2022.07.08 17:45:00,M15,Updated,1749.12,1970.01.01 00:00:00
HH,Update,1752.45,2022.07.08 17:45:00,M15,Accepted,,
HH,Update,1742.71,2022.07.11 16:45:00,M15,Accepted,,
BoS,Bearish,1732.95,2022.07.11 22:30:00,M15,Confirmed,1752.45,1970.01.01 00:00:00
LL,Bearish,1723.23,2022.07.12 04:15:00,M15,Updated,1732.95,1970.01.01 00:00:00
LL,Update,1723.23,2022.07.12 04:15:00,M15,Accepted,,
HH,Bullish,1744.20,2022.07.12 04:30:00,M15,Updated,1742.71,1970.01.01 00:00:00
HH,Update,1744.20,2022.07.12 04:30:00,M15,Accepted,,
LL,Bearish,1722.53,2022.07.13 09:15:00,M15,Updated,1723.23,1970.01.01 00:00:00
LL,Update,1722.53,2022.07.13 09:15:00,M15,Accepted,,
BoS,Bearish,1722.53,2022.07.13 15:30:00,M15,Confirmed,1744.20,1970.01.01 00:00:00
LL,Update,1707.03,2022.07.13 15:30:00,M15,Accepted,,
CHoCH,Bullish,1744.20,2022.07.13 18:00:00,M15,Confirmed,1707.03,1970.01.01 00:00:00
HH,Update,1745.42,2022.07.13 18:00:00,M15,Accepted,,
CHoCH,Bearish,1707.03,2022.07.14 16:15:00,M15,Confirmed,1745.42,1970.01.01 00:00:00
HH,Update,1745.42,2022.07.14 16:45:00,M15,Accepted,,
LL,Update,1697.61,2022.07.14 16:45:00,M15,Accepted,,
HH,Update,1716.62,2022.07.15 05:15:00,M15,Accepted,,
LL,Update,1699.09,2022.07.15 17:15:00,M15,Accepted,,
CHoCH,Bullish,1716.62,2022.07.18 08:30:00,M15,Confirmed,1699.09,1970.01.01 00:00:00
HH,Update,1723.95,2022.07.18 12:30:00,M15,Accepted,,
LL,Update,1705.38,2022.07.19 03:15:00,M15,Accepted,,
HH,Update,1714.46,2022.07.20 16:30:00,M15,Accepted,,
CHoCH,Bearish,1705.38,2022.07.20 19:30:00,M15,Confirmed,1714.46,1970.01.01 00:00:00
HH,Update,1714.46,2022.07.21 14:30:00,M15,Accepted,,
LL,Update,1680.84,2022.07.21 14:30:00,M15,Accepted,,
CHoCH,Bullish,1714.46,2022.07.21 21:30:00,M15,Confirmed,1680.84,1970.01.01 00:00:00
HH,Update,1720.32,2022.07.21 23:45:00,M15,Accepted,,
LL,Update,1712.90,2022.07.22 06:45:00,M15,Accepted,,
BoS,Bullish,1720.32,2022.07.22 12:15:00,M15,Confirmed,1712.90,1970.01.01 00:00:00
HH,Bullish,1739.31,2022.07.22 17:00:00,M15,Updated,1720.32,1970.01.01 00:00:00
HH,Update,1739.31,2022.07.22 17:00:00,M15,Accepted,,
LL,Update,1719.95,2022.07.25 04:00:00,M15,Accepted,,
HH,Update,1736.28,2022.07.25 12:45:00,M15,Accepted,,
CHoCH,Bearish,1719.95,2022.07.25 17:00:00,M15,Confirmed,1736.28,1970.01.01 00:00:00
HH,Update,1736.28,2022.07.25 17:45:00,M15,Accepted,,
LL,Update,1714.77,2022.07.25 17:45:00,M15,Accepted,,
HH,Update,1728.22,2022.07.26 04:45:00,M15,Accepted,,
LL,Update,1713.66,2022.07.26 15:15:00,M15,Accepted,,
LL,Update,1711.52,2022.07.27 16:45:00,M15,Accepted,,
CHoCH,Bullish,1728.22,2022.07.27 21:30:00,M15,Confirmed,1711.52,1970.01.01 00:00:00
HH,Update,1767.93,2022.07.29 09:15:00,M15,Accepted,,
LL,Update,1751.98,2022.07.29 17:00:00,M15,Accepted,,
BoS,Bullish,1767.93,2022.08.01 12:30:00,M15,Confirmed,1751.98,1970.01.01 00:00:00
HH,Bullish,1775.23,2022.08.01 15:15:00,M15,Updated,1767.93,1970.01.01 00:00:00
HH,Update,1775.23,2022.08.01 15:15:00,M15,Accepted,,
LL,Update,1764.22,2022.08.01 18:00:00,M15,Accepted,,
BoS,Bullish,1775.23,2022.08.02 03:30:00,M15,Confirmed,1764.22,1970.01.01 00:00:00
HH,Bullish,1780.58,2022.08.02 03:45:00,M15,Updated,1775.23,1970.01.01 00:00:00
HH,Update,1780.58,2022.08.02 03:45:00,M15,Accepted,,
LL,Update,1768.96,2022.08.02 10:30:00,M15,Accepted,,
BoS,Bullish,1780.58,2022.08.02 15:15:00,M15,Confirmed,1768.96,1970.01.01 00:00:00
HH,Update,1788.06,2022.08.02 15:30:00,M15,Accepted,,
CHoCH,Bearish,1768.96,2022.08.02 21:00:00,M15,Confirmed,1788.06,1970.01.01 00:00:00
HH,Update,1788.06,2022.08.03 02:45:00,M15,Accepted,,
LL,Update,1754.95,2022.08.03 02:45:00,M15,Accepted,,
HH,Update,1770.64,2022.08.03 08:45:00,M15,Accepted,,
LL,Update,1760.30,2022.08.03 13:15:00,M15,Accepted,,
CHoCH,Bullish,1770.64,2022.08.03 15:45:00,M15,Confirmed,1760.30,1970.01.01 00:00:00
HH,Update,1772.80,2022.08.03 16:00:00,M15,Accepted,,
CHoCH,Bearish,1760.30,2022.08.03 17:00:00,M15,Confirmed,1772.80,1970.01.01 00:00:00
HH,Update,1772.80,2022.08.03 17:45:00,M15,Accepted,,
LL,Update,1754.34,2022.08.03 17:45:00,M15,Accepted,,
CHoCH,Bullish,1772.80,2022.08.04 08:15:00,M15,Confirmed,1754.34,1970.01.01 00:00:00
HH,Update,1794.95,2022.08.04 21:45:00,M15,Accepted,,
LL,Update,1764.98,2022.08.05 16:00:00,M15,Accepted,,
BoS,Bullish,1794.95,2022.08.09 16:00:00,M15,Confirmed,1764.98,1970.01.01 00:00:00
HH,Bullish,1800.45,2022.08.09 16:30:00,M15,Updated,1794.95,1970.01.01 00:00:00
HH,Update,1800.45,2022.08.09 16:30:00,M15,Accepted,,
LL,Update,1790.18,2022.08.09 18:00:00,M15,Accepted,,
HH,Update,1798.32,2022.08.09 19:00:00,M15,Accepted,,
CHoCH,Bearish,1790.18,2022.08.10 08:00:00,M15,Confirmed,1798.32,1970.01.01 00:00:00
HH,Update,1798.32,2022.08.10 09:30:00,M15,Accepted,,
LL,Update,1787.62,2022.08.10 09:30:00,M15,Accepted,,
CHoCH,Bullish,1798.32,2022.08.10 15:30:00,M15,Confirmed,1787.62,1970.01.01 00:00:00
HH,Update,1807.87,2022.08.10 15:30:00,M15,Accepted,,
CHoCH,Bearish,1787.62,2022.08.11 05:00:00,M15,Confirmed,1807.87,1970.01.01 00:00:00
HH,Update,1807.87,2022.08.11 08:15:00,M15,Accepted,,
LL,Update,1783.59,2022.08.11 08:15:00,M15,Accepted,,
HH,Update,1799.31,2022.08.11 15:30:00,M15,Accepted,,
LL,Update,1784.88,2022.08.12 14:45:00,M15,Accepted,,
CHoCH,Bullish,1799.31,2022.08.12 20:00:00,M15,Confirmed,1784.88,1970.01.01 00:00:00
HH,Update,1802.27,2022.08.15 01:00:00,M15,Accepted,,
CHoCH,Bearish,1784.88,2022.08.15 11:45:00,M15,Confirmed,1802.27,1970.01.01 00:00:00
HH,Update,1802.27,2022.08.15 14:45:00,M15,Accepted,,
LL,Update,1772.98,2022.08.15 14:45:00,M15,Accepted,,
HH,Update,1783.09,2022.08.16 06:00:00,M15,Accepted,,
LL,Bearish,1771.47,2022.08.16 15:30:00,M15,Updated,1772.98,1970.01.01 00:00:00
LL,Update,1771.47,2022.08.16 15:30:00,M15,Accepted,,
BoS,Bearish,1772.98,2022.08.16 15:45:00,M15,Confirmed,1783.09,1970.01.01 00:00:00
HH,Update,1778.64,2022.08.16 17:45:00,M15,Accepted,,
LL,Update,1772.79,2022.08.16 19:00:00,M15,Accepted,,
CHoCH,Bullish,1778.64,2022.08.17 08:30:00,M15,Confirmed,1772.79,1970.01.01 00:00:00
HH,Update,1782.34,2022.08.17 09:00:00,M15,Accepted,,
CHoCH,Bearish,1772.79,2022.08.17 11:00:00,M15,Confirmed,1782.34,1970.01.01 00:00:00
HH,Update,1782.34,2022.08.17 19:30:00,M15,Accepted,,
LL,Update,1759.80,2022.08.17 19:30:00,M15,Accepted,,
HH,Update,1772.40,2022.08.18 14:30:00,M15,Accepted,,
BoS,Bearish,1759.80,2022.08.18 18:30:00,M15,Confirmed,1782.34,1970.01.01 00:00:00
LL,Bearish,1727.77,2022.08.22 15:45:00,M15,Updated,1759.80,1970.01.01 00:00:00
LL,Update,1727.77,2022.08.22 15:45:00,M15,Accepted,,
HH,Update,1740.05,2022.08.22 17:30:00,M15,Accepted,,
HH,Bullish,1740.52,2022.08.23 04:45:00,M15,Updated,1740.05,1970.01.01 00:00:00
HH,Update,1740.52,2022.08.23 04:45:00,M15,Accepted,,
LL,Update,1734.76,2022.08.23 09:15:00,M15,Accepted,,
CHoCH,Bullish,1740.52,2022.08.23 11:30:00,M15,Confirmed,1734.76,1970.01.01 00:00:00
HH,Update,1743.90,2022.08.23 11:45:00,M15,Accepted,,
CHoCH,Bearish,1734.76,2022.08.23 15:15:00,M15,Confirmed,1743.90,1970.01.01 00:00:00
LL,Update,1730.82,2022.08.23 15:30:00,M15,Accepted,,
CHoCH,Bullish,1743.90,2022.08.23 16:45:00,M15,Confirmed,1730.82,1970.01.01 00:00:00
HH,Update,1754.11,2022.08.23 17:15:00,M15,Accepted,,
LL,Update,1744.10,2022.08.24 05:30:00,M15,Accepted,,
HH,Update,1753.63,2022.08.24 12:00:00,M15,Accepted,,
CHoCH,Bearish,1744.10,2022.08.24 16:15:00,M15,Confirmed,1753.63,1970.01.01 00:00:00
HH,Bullish,1755.90,2022.08.24 18:15:00,M15,Updated,1753.63,1970.01.01 00:00:00
HH,Update,1755.90,2022.08.24 18:15:00,M15,Accepted,,
LL,Update,1747.69,2022.08.24 20:30:00,M15,Accepted,,
CHoCH,Bullish,1755.90,2022.08.25 06:00:00,M15,Confirmed,1747.69,1970.01.01 00:00:00
HH,Update,1765.50,2022.08.25 14:15:00,M15,Accepted,,
LL,Update,1752.22,2022.08.25 17:00:00,M15,Accepted,,
HH,Update,1759.94,2022.08.25 20:00:00,M15,Accepted,,
CHoCH,Bearish,1752.22,2022.08.26 11:00:00,M15,Confirmed,1759.94,1970.01.01 00:00:00
HH,Update,1759.94,2022.08.26 19:00:00,M15,Accepted,,
LL,Update,1734.20,2022.08.26 19:00:00,M15,Accepted,,
BoS,Bearish,1734.20,2022.08.29 04:00:00,M15,Confirmed,1759.94,1970.01.01 00:00:00
LL,Bearish,1720.31,2022.08.29 11:00:00,M15,Updated,1734.20,1970.01.01 00:00:00
LL,Update,1720.31,2022.08.29 11:00:00,M15,Accepted,,
HH,Update,1745.52,2022.08.29 17:15:00,M15,Accepted,,
BoS,Bearish,1720.31,2022.08.31 11:15:00,M15,Confirmed,1745.52,1970.01.01 00:00:00
LL,Bearish,1709.63,2022.08.31 13:45:00,M15,Updated,1720.31,1970.01.01 00:00:00
LL,Update,1709.63,2022.08.31 13:45:00,M15,Accepted,,
HH,Update,1723.53,2022.08.31 17:30:00,M15,Accepted,,
BoS,Bearish,1709.63,2022.09.01 02:00:00,M15,Confirmed,1723.53,1970.01.01 00:00:00
LL,Bearish,1702.32,2022.09.01 05:00:00,M15,Updated,1709.63,1970.01.01 00:00:00
LL,Update,1702.32,2022.09.01 05:00:00,M15,Accepted,,
HH,Update,1708.72,2022.09.01 12:30:00,M15,Accepted,,
BoS,Bearish,1702.32,2022.09.01 13:30:00,M15,Confirmed,1723.53,1970.01.01 00:00:00
LL,Bearish,1688.80,2022.09.01 17:45:00,M15,Updated,1702.32,1970.01.01 00:00:00
LL,Update,1688.80,2022.09.01 17:45:00,M15,Accepted,,
HH,Update,1699.63,2022.09.01 19:15:00,M15,Accepted,,
LL,Update,1694.31,2022.09.01 23:00:00,M15,Accepted,,
CHoCH,Bullish,1699.63,2022.09.02 08:30:00,M15,Confirmed,1694.31,1970.01.01 00:00:00
HH,Update,1717.98,2022.09.02 17:45:00,M15,Accepted,,
LL,Update,1707.71,2022.09.05 03:00:00,M15,Accepted,,
BoS,Bullish,1717.98,2022.09.06 03:30:00,M15,Confirmed,1707.71,1970.01.01 00:00:00
HH,Bullish,1726.77,2022.09.06 03:45:00,M15,Updated,1717.98,1970.01.01 00:00:00
HH,Update,1726.77,2022.09.06 03:45:00,M15,Accepted,,
CHoCH,Bearish,1707.71,2022.09.06 16:00:00,M15,Confirmed,1726.77,1970.01.01 00:00:00
HH,Update,1726.77,2022.09.07 07:15:00,M15,Accepted,,
LL,Update,1691.27,2022.09.07 07:15:00,M15,Accepted,,
