=== Market Structure Events (Sorted by Time) ===,,,,,,
LL,Update,1692.22,2020.04.28 08:00:00,M15,Accepted,,
HH,Update,1714.61,2020.04.28 12:15:00,M15,Accepted,,
LL,Bearish,1691.54,2020.04.28 17:00:00,M15,Updated,1692.22,1970.01.01 00:00:00
LL,Update,1691.54,2020.04.28 17:00:00,M15,Accepted,,
HH,Update,1711.11,2020.04.28 20:30:00,M15,Accepted,,
LL,Update,1702.62,2020.04.28 22:15:00,M15,Accepted,,
HH,Bullish,1713.10,2020.04.29 08:15:00,M15,Updated,1711.11,1970.01.01 00:00:00
HH,Update,1713.10,2020.04.29 08:15:00,M15,Accepted,,
CHoCH,Bullish,1711.11,2020.04.29 08:30:00,M15,Confirmed,1702.62,1970.01.01 00:00:00
CHoCH,Bearish,1702.62,2020.04.29 16:00:00,M15,Confirmed,1713.10,1970.01.01 00:00:00
HH,Update,1713.10,2020.04.29 16:15:00,M15,Accepted,,
LL,Update,1697.76,2020.04.29 16:15:00,M15,Accepted,,
CHoCH,Bullish,1713.10,2020.04.29 22:30:00,M15,Confirmed,1697.76,1970.01.01 00:00:00
HH,Update,1717.67,2020.04.29 22:30:00,M15,Accepted,,
LL,Update,1708.87,2020.04.30 04:30:00,M15,Accepted,,
BoS,Bullish,1717.67,2020.04.30 09:15:00,M15,Confirmed,1708.87,1970.01.01 00:00:00
HH,Update,1721.72,2020.04.30 10:30:00,M15,Accepted,,
CHoCH,Bearish,1708.87,2020.04.30 15:30:00,M15,Confirmed,1721.72,1970.01.01 00:00:00
HH,Update,1721.72,2020.04.30 23:45:00,M15,Accepted,,
LL,Update,1681.24,2020.04.30 23:45:00,M15,Accepted,,
BoS,Bearish,1681.24,2020.05.01 08:30:00,M15,Confirmed,1721.72,1970.01.01 00:00:00
LL,Bearish,1670.40,2020.05.01 09:00:00,M15,Updated,1681.24,1970.01.01 00:00:00
LL,Update,1670.40,2020.05.01 09:00:00,M15,Accepted,,
HH,Update,1705.47,2020.05.01 22:00:00,M15,Accepted,,
LL,Update,1691.64,2020.05.04 01:45:00,M15,Accepted,,
CHoCH,Bullish,1705.47,2020.05.04 12:00:00,M15,Confirmed,1691.64,1970.01.01 00:00:00
HH,Update,1713.44,2020.05.04 13:15:00,M15,Accepted,,
LL,Update,1695.60,2020.05.04 15:30:00,M15,Accepted,,
HH,Update,1710.11,2020.05.04 16:45:00,M15,Accepted,,
CHoCH,Bearish,1695.60,2020.05.05 10:00:00,M15,Confirmed,1710.11,1970.01.01 00:00:00
HH,Update,1710.11,2020.05.05 10:00:00,M15,Accepted,,
LL,Update,1689.63,2020.05.05 10:00:00,M15,Accepted,,
HH,Update,1708.15,2020.05.05 11:00:00,M15,Accepted,,
LL,Update,1693.28,2020.05.05 16:00:00,M15,Accepted,,
CHoCH,Bullish,1708.15,2020.05.05 22:45:00,M15,Confirmed,1693.28,1970.01.01 00:00:00
HH,Update,1712.04,2020.05.05 22:45:00,M15,Accepted,,
CHoCH,Bearish,1693.28,2020.05.06 16:00:00,M15,Confirmed,1712.04,1970.01.01 00:00:00
HH,Update,1712.04,2020.05.06 19:00:00,M15,Accepted,,
LL,Update,1681.14,2020.05.06 19:00:00,M15,Accepted,,
HH,Update,1693.77,2020.05.07 03:45:00,M15,Accepted,,
LL,Update,1684.32,2020.05.07 09:30:00,M15,Accepted,,
CHoCH,Bullish,1693.77,2020.05.07 13:30:00,M15,Confirmed,1684.32,1970.01.01 00:00:00
HH,Update,1722.01,2020.05.07 21:00:00,M15,Accepted,,
LL,Update,1710.80,2020.05.08 03:15:00,M15,Accepted,,
HH,Update,1723.60,2020.05.08 12:15:00,M15,Accepted,,
CHoCH,Bearish,1710.80,2020.05.08 16:00:00,M15,Confirmed,1723.60,1970.01.01 00:00:00
HH,Update,1723.60,2020.05.08 23:45:00,M15,Accepted,,
LL,Update,1701.09,2020.05.08 23:45:00,M15,Accepted,,
HH,Update,1711.80,2020.05.11 04:30:00,M15,Accepted,,
BoS,Bearish,1701.09,2020.05.11 13:00:00,M15,Confirmed,1711.80,1970.01.01 00:00:00
LL,Bearish,1691.53,2020.05.11 18:00:00,M15,Updated,1701.09,1970.01.01 00:00:00
LL,Update,1691.53,2020.05.11 18:00:00,M15,Accepted,,
HH,Update,1699.15,2020.05.11 20:00:00,M15,Accepted,,
LL,Update,1693.53,2020.05.11 21:15:00,M15,Accepted,,
CHoCH,Bullish,1699.15,2020.05.12 06:00:00,M15,Confirmed,1693.53,1970.01.01 00:00:00
HH,Update,1710.95,2020.05.12 18:00:00,M15,Accepted,,
LL,Update,1698.16,2020.05.12 22:15:00,M15,Accepted,,
BoS,Bullish,1710.95,2020.05.13 15:30:00,M15,Confirmed,1698.16,1970.01.01 00:00:00
HH,Bullish,1717.94,2020.05.13 16:00:00,M15,Updated,1710.95,1970.01.01 00:00:00
HH,Update,1717.94,2020.05.13 16:00:00,M15,Accepted,,
LL,Update,1702.45,2020.05.13 16:15:00,M15,Accepted,,
HH,Bullish,1719.75,2020.05.14 02:45:00,M15,Updated,1717.94,1970.01.01 00:00:00
HH,Update,1719.75,2020.05.14 02:45:00,M15,Accepted,,
BoS,Bullish,1717.94,2020.05.14 03:00:00,M15,Confirmed,1702.45,1970.01.01 00:00:00
LL,Update,1711.12,2020.05.14 07:30:00,M15,Accepted,,
LL,Update,1711.00,2020.05.14 15:00:00,M15,Accepted,,
BoS,Bullish,1719.75,2020.05.14 16:30:00,M15,Confirmed,1711.00,1970.01.01 00:00:00
HH,Bullish,1736.39,2020.05.14 19:15:00,M15,Updated,1719.75,1970.01.01 00:00:00
HH,Update,1736.39,2020.05.14 19:15:00,M15,Accepted,,
LL,Update,1728.52,2020.05.14 21:00:00,M15,Accepted,,
BoS,Bullish,1736.39,2020.05.15 09:00:00,M15,Confirmed,1728.52,1970.01.01 00:00:00
HH,Bullish,1765.08,2020.05.18 11:00:00,M15,Updated,1736.39,1970.01.01 00:00:00
HH,Update,1765.08,2020.05.18 11:00:00,M15,Accepted,,
HH,Update,1740.26,2020.05.19 05:30:00,M15,Accepted,,
LL,Update,1725.60,2020.05.19 09:30:00,M15,Accepted,,
CHoCH,Bearish,1728.52,2020.05.19 10:00:00,M15,Confirmed,1740.26,1970.01.01 00:00:00
CHoCH,Bullish,1740.26,2020.05.19 17:15:00,M15,Confirmed,1725.60,1970.01.01 00:00:00
HH,Update,1753.80,2020.05.20 21:00:00,M15,Accepted,,
CHoCH,Bearish,1725.60,2020.05.21 17:30:00,M15,Confirmed,1753.80,1970.01.01 00:00:00
HH,Update,1753.80,2020.05.21 17:45:00,M15,Accepted,,
LL,Update,1717.10,2020.05.21 17:45:00,M15,Accepted,,
HH,Update,1740.09,2020.05.22 11:30:00,M15,Accepted,,
BoS,Bearish,1717.10,2020.05.26 17:30:00,M15,Confirmed,1740.09,1970.01.01 00:00:00
LL,Bearish,1708.65,2020.05.26 22:00:00,M15,Updated,1717.10,1970.01.01 00:00:00
LL,Update,1708.65,2020.05.26 22:00:00,M15,Accepted,,
HH,Update,1715.99,2020.05.27 04:15:00,M15,Accepted,,
BoS,Bearish,1708.65,2020.05.27 07:00:00,M15,Confirmed,1740.09,1970.01.01 00:00:00
LL,Bearish,1693.62,2020.05.27 16:30:00,M15,Updated,1708.65,1970.01.01 00:00:00
LL,Update,1693.62,2020.05.27 16:30:00,M15,Accepted,,
HH,Update,1715.29,2020.05.27 21:00:00,M15,Accepted,,
LL,Update,1707.27,2020.05.28 01:00:00,M15,Accepted,,
CHoCH,Bullish,1715.29,2020.05.28 07:15:00,M15,Confirmed,1707.27,1970.01.01 00:00:00
HH,Update,1727.57,2020.05.28 16:30:00,M15,Accepted,,
LL,Update,1711.12,2020.05.28 21:15:00,M15,Accepted,,
BoS,Bullish,1727.57,2020.05.29 14:15:00,M15,Confirmed,1711.12,1970.01.01 00:00:00
HH,Bullish,1744.51,2020.06.01 08:45:00,M15,Updated,1727.57,1970.01.01 00:00:00
HH,Update,1744.51,2020.06.01 08:45:00,M15,Accepted,,
LL,Update,1726.84,2020.06.01 17:00:00,M15,Accepted,,
HH,Update,1745.09,2020.06.02 17:15:00,M15,Accepted,,
CHoCH,Bearish,1726.84,2020.06.02 19:00:00,M15,Confirmed,1745.09,1970.01.01 00:00:00
HH,Update,1745.09,2020.06.02 19:30:00,M15,Accepted,,
LL,Update,1721.30,2020.06.02 19:30:00,M15,Accepted,,
LL,Update,1720.51,2020.06.03 03:00:00,M15,Accepted,,
BoS,Bearish,1720.51,2020.06.03 11:00:00,M15,Confirmed,1745.09,1970.01.01 00:00:00
LL,Bearish,1689.21,2020.06.03 17:30:00,M15,Updated,1720.51,1970.01.01 00:00:00
LL,Update,1689.21,2020.06.03 17:30:00,M15,Accepted,,
HH,Update,1705.50,2020.06.04 05:30:00,M15,Accepted,,
LL,Update,1697.92,2020.06.04 09:45:00,M15,Accepted,,
CHoCH,Bullish,1705.50,2020.06.04 12:15:00,M15,Confirmed,1697.92,1970.01.01 00:00:00
HH,Update,1721.73,2020.06.04 20:15:00,M15,Accepted,,
CHoCH,Bearish,1697.92,2020.06.05 15:30:00,M15,Confirmed,1721.73,1970.01.01 00:00:00
HH,Update,1721.73,2020.06.05 17:45:00,M15,Accepted,,
LL,Update,1670.55,2020.06.05 17:45:00,M15,Accepted,,
HH,Update,1697.22,2020.06.08 11:00:00,M15,Accepted,,
LL,Update,1686.19,2020.06.08 16:30:00,M15,Accepted,,
CHoCH,Bullish,1697.22,2020.06.08 20:00:00,M15,Confirmed,1686.19,1970.01.01 00:00:00
HH,Update,1704.72,2020.06.09 04:15:00,M15,Accepted,,
LL,Update,1692.11,2020.06.09 09:30:00,M15,Accepted,,
BoS,Bullish,1704.72,2020.06.09 11:30:00,M15,Confirmed,1692.11,1970.01.01 00:00:00
HH,Bullish,1720.83,2020.06.09 17:15:00,M15,Updated,1704.72,1970.01.01 00:00:00
HH,Update,1720.83,2020.06.09 17:15:00,M15,Accepted,,
LL,Update,1711.82,2020.06.09 22:15:00,M15,Accepted,,
BoS,Bullish,1720.83,2020.06.10 14:15:00,M15,Confirmed,1711.82,1970.01.01 00:00:00
HH,Bullish,1739.75,2020.06.10 22:45:00,M15,Updated,1720.83,1970.01.01 00:00:00
HH,Update,1739.75,2020.06.10 22:45:00,M15,Accepted,,
LL,Update,1721.27,2020.06.11 14:30:00,M15,Accepted,,
BoS,Bullish,1739.75,2020.06.11 17:00:00,M15,Confirmed,1721.27,1970.01.01 00:00:00
HH,Bullish,1744.63,2020.06.11 18:00:00,M15,Updated,1739.75,1970.01.01 00:00:00
HH,Update,1744.63,2020.06.11 18:00:00,M15,Accepted,,
LL,Update,1722.14,2020.06.12 03:00:00,M15,Accepted,,
HH,Update,1734.13,2020.06.15 03:30:00,M15,Accepted,,
CHoCH,Bearish,1722.14,2020.06.15 09:00:00,M15,Confirmed,1734.13,1970.01.01 00:00:00
HH,Update,1734.13,2020.06.15 16:30:00,M15,Accepted,,
LL,Update,1704.11,2020.06.15 16:30:00,M15,Accepted,,
HH,Update,1732.84,2020.06.16 05:30:00,M15,Accepted,,
LL,Update,1723.77,2020.06.18 05:00:00,M15,Accepted,,
CHoCH,Bullish,1732.84,2020.06.18 12:00:00,M15,Confirmed,1723.77,1970.01.01 00:00:00
HH,Update,1737.59,2020.06.18 12:00:00,M15,Accepted,,
CHoCH,Bearish,1723.77,2020.06.18 14:30:00,M15,Confirmed,1737.59,1970.01.01 00:00:00
HH,Update,1737.59,2020.06.18 17:15:00,M15,Accepted,,
LL,Update,1717.30,2020.06.18 17:15:00,M15,Accepted,,
CHoCH,Bullish,1737.59,2020.06.19 17:30:00,M15,Confirmed,1717.30,1970.01.01 00:00:00
HH,Update,1758.53,2020.06.22 04:45:00,M15,Accepted,,
LL,Update,1742.74,2020.06.22 10:15:00,M15,Accepted,,
BoS,Bullish,1758.53,2020.06.22 16:45:00,M15,Confirmed,1742.74,1970.01.01 00:00:00
HH,Bullish,1763.20,2020.06.22 17:15:00,M15,Updated,1758.53,1970.01.01 00:00:00
HH,Update,1763.20,2020.06.22 17:15:00,M15,Accepted,,
LL,Update,1749.52,2020.06.22 18:00:00,M15,Accepted,,
LL,Update,1747.29,2020.06.23 10:00:00,M15,Accepted,,
BoS,Bullish,1763.20,2020.06.23 16:45:00,M15,Confirmed,1747.29,1970.01.01 00:00:00
HH,Bullish,1773.80,2020.06.24 03:15:00,M15,Updated,1763.20,1970.01.01 00:00:00
HH,Update,1773.80,2020.06.24 03:15:00,M15,Accepted,,
LL,Update,1765.18,2020.06.24 09:30:00,M15,Accepted,,
BoS,Bullish,1773.80,2020.06.24 11:45:00,M15,Confirmed,1765.18,1970.01.01 00:00:00
HH,Update,1779.43,2020.06.24 13:00:00,M15,Accepted,,
CHoCH,Bearish,1765.18,2020.06.24 16:15:00,M15,Confirmed,1779.43,1970.01.01 00:00:00
HH,Update,1779.43,2020.06.25 05:30:00,M15,Accepted,,
LL,Update,1758.29,2020.06.25 05:30:00,M15,Accepted,,
HH,Update,1768.87,2020.06.25 09:30:00,M15,Accepted,,
BoS,Bearish,1758.29,2020.06.25 15:00:00,M15,Confirmed,1779.43,1970.01.01 00:00:00
LL,Bearish,1755.26,2020.06.25 15:15:00,M15,Updated,1758.29,1970.01.01 00:00:00
LL,Update,1755.26,2020.06.25 15:15:00,M15,Accepted,,
HH,Update,1766.51,2020.06.25 16:15:00,M15,Accepted,,
HH,Bullish,1766.72,2020.06.26 11:45:00,M15,Updated,1766.51,1970.01.01 00:00:00
HH,Update,1766.72,2020.06.26 11:45:00,M15,Accepted,,
BoS,Bearish,1755.26,2020.06.26 16:15:00,M15,Confirmed,1766.51,1970.01.01 00:00:00
LL,Update,1747.43,2020.06.26 17:15:00,M15,Accepted,,
CHoCH,Bullish,1766.72,2020.06.26 19:30:00,M15,Confirmed,1747.43,1970.01.01 00:00:00
HH,Update,1775.43,2020.06.29 01:00:00,M15,Accepted,,
LL,Update,1765.61,2020.06.29 15:30:00,M15,Accepted,,
LL,Update,1764.69,2020.06.30 14:45:00,M15,Accepted,,
BoS,Bullish,1775.43,2020.06.30 17:30:00,M15,Confirmed,1764.69,1970.01.01 00:00:00
HH,Bullish,1785.94,2020.06.30 18:15:00,M15,Updated,1775.43,1970.01.01 00:00:00
HH,Update,1785.94,2020.06.30 18:15:00,M15,Accepted,,
LL,Update,1779.29,2020.06.30 21:00:00,M15,Accepted,,
BoS,Bullish,1785.94,2020.07.01 10:00:00,M15,Confirmed,1779.29,1970.01.01 00:00:00
HH,Update,1789.08,2020.07.01 10:30:00,M15,Accepted,,
CHoCH,Bearish,1779.29,2020.07.01 14:30:00,M15,Confirmed,1789.08,1970.01.01 00:00:00
HH,Update,1789.08,2020.07.01 18:15:00,M15,Accepted,,
LL,Update,1759.22,2020.07.01 18:15:00,M15,Accepted,,
LL,Update,1757.43,2020.07.02 16:00:00,M15,Accepted,,
HH,Update,1779.39,2020.07.02 18:15:00,M15,Accepted,,
LL,Update,1769.86,2020.07.06 05:00:00,M15,Accepted,,
CHoCH,Bullish,1779.39,2020.07.06 15:00:00,M15,Confirmed,1769.86,1970.01.01 00:00:00
HH,Update,1787.00,2020.07.06 16:30:00,M15,Accepted,,
HH,Bullish,1787.16,2020.07.07 04:00:00,M15,Updated,1787.00,1970.01.01 00:00:00
HH,Update,1787.16,2020.07.07 04:00:00,M15,Accepted,,
LL,Update,1773.47,2020.07.07 12:30:00,M15,Accepted,,
BoS,Bullish,1787.00,2020.07.07 17:00:00,M15,Confirmed,1773.47,1970.01.01 00:00:00
HH,Bullish,1797.34,2020.07.07 22:45:00,M15,Updated,1787.16,1970.01.01 00:00:00
HH,Update,1797.34,2020.07.07 22:45:00,M15,Accepted,,
LL,Update,1791.52,2020.07.08 05:00:00,M15,Accepted,,
BoS,Bullish,1797.34,2020.07.08 11:00:00,M15,Confirmed,1791.52,1970.01.01 00:00:00
HH,Bullish,1817.92,2020.07.08 17:15:00,M15,Updated,1797.34,1970.01.01 00:00:00
HH,Update,1817.92,2020.07.08 17:15:00,M15,Accepted,,
LL,Update,1806.00,2020.07.09 03:45:00,M15,Accepted,,
HH,Update,1815.91,2020.07.09 11:30:00,M15,Accepted,,
CHoCH,Bearish,1806.00,2020.07.09 18:00:00,M15,Confirmed,1815.91,1970.01.01 00:00:00
HH,Update,1815.91,2020.07.09 18:00:00,M15,Accepted,,
LL,Update,1795.42,2020.07.09 18:00:00,M15,Accepted,,
HH,Update,1810.43,2020.07.10 15:30:00,M15,Accepted,,
BoS,Bearish,1795.42,2020.07.10 19:30:00,M15,Confirmed,1815.91,1970.01.01 00:00:00
LL,Bearish,1793.98,2020.07.10 19:45:00,M15,Updated,1795.42,1970.01.01 00:00:00
LL,Update,1793.98,2020.07.10 19:45:00,M15,Accepted,,
CHoCH,Bullish,1810.43,2020.07.13 16:15:00,M15,Confirmed,1793.98,1970.01.01 00:00:00
HH,Update,1813.31,2020.07.13 16:45:00,M15,Accepted,,
LL,Update,1795.87,2020.07.14 04:00:00,M15,Accepted,,
HH,Update,1802.33,2020.07.14 09:15:00,M15,Accepted,,
CHoCH,Bearish,1795.87,2020.07.14 13:15:00,M15,Confirmed,1802.33,1970.01.01 00:00:00
LL,Update,1790.63,2020.07.14 13:15:00,M15,Accepted,,
CHoCH,Bullish,1802.33,2020.07.14 15:30:00,M15,Confirmed,1790.63,1970.01.01 00:00:00
HH,Update,1811.27,2020.07.15 03:00:00,M15,Accepted,,
LL,Update,1805.70,2020.07.15 08:00:00,M15,Accepted,,
BoS,Bullish,1811.27,2020.07.15 11:00:00,M15,Confirmed,1805.70,1970.01.01 00:00:00
HH,Update,1815.04,2020.07.15 11:30:00,M15,Accepted,,
CHoCH,Bearish,1805.70,2020.07.15 14:00:00,M15,Confirmed,1815.04,1970.01.01 00:00:00
HH,Update,1815.04,2020.07.15 16:30:00,M15,Accepted,,
LL,Update,1802.45,2020.07.15 16:30:00,M15,Accepted,,
HH,Update,1813.25,2020.07.15 19:45:00,M15,Accepted,,
HH,Bullish,1813.29,2020.07.16 03:00:00,M15,Updated,1813.25,1970.01.01 00:00:00
HH,Update,1813.29,2020.07.16 03:00:00,M15,Accepted,,
HH,Update,1808.84,2020.07.16 15:30:00,M15,Accepted,,
BoS,Bearish,1802.45,2020.07.16 19:45:00,M15,Confirmed,1813.29,1970.01.01 00:00:00
LL,Bearish,1794.90,2020.07.16 22:45:00,M15,Updated,1802.45,1970.01.01 00:00:00
LL,Update,1794.90,2020.07.16 22:45:00,M15,Accepted,,
CHoCH,Bullish,1808.84,2020.07.17 18:00:00,M15,Confirmed,1794.90,1970.01.01 00:00:00
HH,Update,1811.95,2020.07.17 19:00:00,M15,Accepted,,
LL,Update,1805.62,2020.07.20 04:00:00,M15,Accepted,,
BoS,Bullish,1811.95,2020.07.20 14:00:00,M15,Confirmed,1805.62,1970.01.01 00:00:00
HH,Bullish,1820.53,2020.07.20 17:30:00,M15,Updated,1811.95,1970.01.01 00:00:00
HH,Update,1820.53,2020.07.20 17:30:00,M15,Accepted,,
LL,Update,1814.67,2020.07.20 18:45:00,M15,Accepted,,
BoS,Bullish,1820.53,2020.07.21 09:45:00,M15,Confirmed,1814.67,1970.01.01 00:00:00
HH,Bullish,1865.72,2020.07.22 04:15:00,M15,Updated,1820.53,1970.01.01 00:00:00
HH,Update,1865.72,2020.07.22 04:15:00,M15,Accepted,,
LL,Update,1846.30,2020.07.22 12:00:00,M15,Accepted,,
BoS,Bullish,1865.72,2020.07.22 19:00:00,M15,Confirmed,1846.30,1970.01.01 00:00:00
HH,Bullish,1876.40,2020.07.23 03:00:00,M15,Updated,1865.72,1970.01.01 00:00:00
HH,Update,1876.40,2020.07.23 03:00:00,M15,Accepted,,
LL,Update,1863.64,2020.07.23 05:45:00,M15,Accepted,,
BoS,Bullish,1876.40,2020.07.23 11:00:00,M15,Confirmed,1863.64,1970.01.01 00:00:00
HH,Bullish,1898.36,2020.07.23 18:45:00,M15,Updated,1876.40,1970.01.01 00:00:00
HH,Update,1898.36,2020.07.23 18:45:00,M15,Accepted,,
LL,Update,1879.02,2020.07.23 21:15:00,M15,Accepted,,
BoS,Bullish,1898.36,2020.07.24 16:00:00,M15,Confirmed,1879.02,1970.01.01 00:00:00
HH,Bullish,1906.50,2020.07.24 16:15:00,M15,Updated,1898.36,1970.01.01 00:00:00
HH,Update,1906.50,2020.07.24 16:15:00,M15,Accepted,,
LL,Update,1897.36,2020.07.24 18:30:00,M15,Accepted,,
BoS,Bullish,1906.50,2020.07.27 01:15:00,M15,Confirmed,1897.36,1970.01.01 00:00:00
HH,Bullish,1944.54,2020.07.27 06:15:00,M15,Updated,1906.50,1970.01.01 00:00:00
HH,Update,1944.54,2020.07.27 06:15:00,M15,Accepted,,
LL,Update,1929.57,2020.07.27 07:00:00,M15,Accepted,,
HH,Bullish,1945.62,2020.07.27 17:45:00,M15,Updated,1944.54,1970.01.01 00:00:00
HH,Update,1945.62,2020.07.27 17:45:00,M15,Accepted,,
LL,Update,1931.83,2020.07.27 19:45:00,M15,Accepted,,
BoS,Bullish,1945.62,2020.07.28 01:45:00,M15,Confirmed,1931.83,1970.01.01 00:00:00
HH,Bullish,1981.16,2020.07.28 04:15:00,M15,Updated,1945.62,1970.01.01 00:00:00
HH,Update,1981.16,2020.07.28 04:15:00,M15,Accepted,,
CHoCH,Bearish,1931.83,2020.07.28 10:30:00,M15,Confirmed,1981.16,1970.01.01 00:00:00
HH,Update,1981.16,2020.07.28 10:45:00,M15,Accepted,,
LL,Update,1906.63,2020.07.28 10:45:00,M15,Accepted,,
HH,Update,1964.01,2020.07.29 03:15:00,M15,Accepted,,
LL,Update,1941.33,2020.07.29 17:00:00,M15,Accepted,,
CHoCH,Bullish,1964.01,2020.07.29 21:00:00,M15,Confirmed,1941.33,1970.01.01 00:00:00
HH,Update,1980.75,2020.07.29 21:45:00,M15,Accepted,,
CHoCH,Bearish,1941.33,2020.07.30 18:00:00,M15,Confirmed,1980.75,1970.01.01 00:00:00
HH,Update,1980.75,2020.07.30 18:00:00,M15,Accepted,,
LL,Update,1939.44,2020.07.30 18:00:00,M15,Accepted,,
HH,Bullish,1983.97,2020.07.31 10:00:00,M15,Updated,1980.75,1970.01.01 00:00:00
HH,Update,1983.97,2020.07.31 10:00:00,M15,Accepted,,
HH,Bullish,1984.90,2020.08.03 01:30:00,M15,Updated,1983.97,1970.01.01 00:00:00
HH,Update,1984.90,2020.08.03 01:30:00,M15,Accepted,,
LL,Update,1966.66,2020.08.04 14:15:00,M15,Accepted,,
CHoCH,Bullish,1984.90,2020.08.04 17:30:00,M15,Confirmed,1966.66,1970.01.01 00:00:00
HH,Update,2030.95,2020.08.05 02:45:00,M15,Accepted,,
LL,Update,2009.39,2020.08.05 05:15:00,M15,Accepted,,
BoS,Bullish,2030.95,2020.08.05 09:45:00,M15,Confirmed,2009.39,1970.01.01 00:00:00
HH,Bullish,2055.57,2020.08.05 17:30:00,M15,Updated,2030.95,1970.01.01 00:00:00
HH,Update,2055.57,2020.08.05 17:30:00,M15,Accepted,,
LL,Update,2028.70,2020.08.05 19:45:00,M15,Accepted,,
BoS,Bullish,2055.57,2020.08.06 14:30:00,M15,Confirmed,2028.70,1970.01.01 00:00:00
HH,Bullish,2069.74,2020.08.06 17:00:00,M15,Updated,2055.57,1970.01.01 00:00:00
HH,Update,2069.74,2020.08.06 17:00:00,M15,Accepted,,
LL,Update,2049.31,2020.08.06 18:30:00,M15,Accepted,,
HH,Bullish,2074.87,2020.08.07 01:15:00,M15,Updated,2069.74,1970.01.01 00:00:00
HH,Update,2074.87,2020.08.07 01:15:00,M15,Accepted,,
BoS,Bullish,2069.74,2020.08.07 01:45:00,M15,Confirmed,2049.31,1970.01.01 00:00:00
HH,Update,2064.67,2020.08.07 10:45:00,M15,Accepted,,
CHoCH,Bearish,2049.31,2020.08.07 16:30:00,M15,Confirmed,2064.67,1970.01.01 00:00:00
HH,Update,2064.67,2020.08.07 20:30:00,M15,Accepted,,
LL,Update,2015.37,2020.08.07 20:30:00,M15,Accepted,,
HH,Update,2049.85,2020.08.10 17:15:00,M15,Accepted,,
BoS,Bearish,2015.37,2020.08.11 08:00:00,M15,Confirmed,2049.85,1970.01.01 00:00:00
LL,Bearish,1862.58,2020.08.12 07:15:00,M15,Updated,2015.37,1970.01.01 00:00:00
LL,Update,1862.58,2020.08.12 07:15:00,M15,Accepted,,
HH,Update,1949.48,2020.08.12 11:15:00,M15,Accepted,,
LL,Update,1920.14,2020.08.13 15:30:00,M15,Accepted,,
CHoCH,Bullish,1949.48,2020.08.13 19:45:00,M15,Confirmed,1920.14,1970.01.01 00:00:00
HH,Update,1966.16,2020.08.13 20:30:00,M15,Accepted,,
LL,Update,1938.72,2020.08.14 09:45:00,M15,Accepted,,
HH,Update,1956.35,2020.08.14 16:15:00,M15,Accepted,,
CHoCH,Bearish,1938.72,2020.08.14 19:30:00,M15,Confirmed,1956.35,1970.01.01 00:00:00
HH,Update,1956.35,2020.08.17 03:45:00,M15,Accepted,,
LL,Update,1929.40,2020.08.17 03:45:00,M15,Accepted,,
CHoCH,Bullish,1956.35,2020.08.17 15:30:00,M15,Confirmed,1929.40,1970.01.01 00:00:00
HH,Update,1990.68,2020.08.17 20:15:00,M15,Accepted,,
LL,Update,1979.49,2020.08.17 22:15:00,M15,Accepted,,
BoS,Bullish,1990.68,2020.08.18 04:45:00,M15,Confirmed,1979.49,1970.01.01 00:00:00
HH,Bullish,2015.57,2020.08.18 16:30:00,M15,Updated,1990.68,1970.01.01 00:00:00
HH,Update,2015.57,2020.08.18 16:30:00,M15,Accepted,,
HH,Update,1998.12,2020.08.19 11:45:00,M15,Accepted,,
CHoCH,Bearish,1979.49,2020.08.19 17:30:00,M15,Confirmed,1998.12,1970.01.01 00:00:00
HH,Update,1998.12,2020.08.19 23:45:00,M15,Accepted,,
LL,Update,1924.51,2020.08.19 23:45:00,M15,Accepted,,
HH,Update,1955.26,2020.08.20 07:15:00,M15,Accepted,,
HH,Bullish,1955.97,2020.08.21 03:00:00,M15,Updated,1955.26,1970.01.01 00:00:00
HH,Update,1955.97,2020.08.21 03:00:00,M15,Accepted,,
BoS,Bearish,1924.51,2020.08.21 14:30:00,M15,Confirmed,1955.97,1970.01.01 00:00:00
LL,Bearish,1911.26,2020.08.21 15:00:00,M15,Updated,1924.51,1970.01.01 00:00:00
LL,Update,1911.26,2020.08.21 15:00:00,M15,Accepted,,
HH,Update,1945.69,2020.08.21 18:00:00,M15,Accepted,,
LL,Update,1929.88,2020.08.24 01:00:00,M15,Accepted,,
CHoCH,Bullish,1945.69,2020.08.24 11:00:00,M15,Confirmed,1929.88,1970.01.01 00:00:00
HH,Update,1961.88,2020.08.24 15:15:00,M15,Accepted,,
CHoCH,Bearish,1929.88,2020.08.24 18:15:00,M15,Confirmed,1961.88,1970.01.01 00:00:00
HH,Update,1961.88,2020.08.24 22:15:00,M15,Accepted,,
LL,Update,1923.74,2020.08.24 22:15:00,M15,Accepted,,
HH,Update,1937.49,2020.08.25 06:45:00,M15,Accepted,,
BoS,Bearish,1923.74,2020.08.25 15:00:00,M15,Confirmed,1937.49,1970.01.01 00:00:00
LL,Bearish,1914.19,2020.08.25 18:30:00,M15,Updated,1923.74,1970.01.01 00:00:00
LL,Update,1914.19,2020.08.25 18:30:00,M15,Accepted,,
HH,Update,1931.50,2020.08.26 05:30:00,M15,Accepted,,
BoS,Bearish,1914.19,2020.08.26 15:15:00,M15,Confirmed,1931.50,1970.01.01 00:00:00
LL,Update,1902.64,2020.08.26 15:30:00,M15,Accepted,,
CHoCH,Bullish,1931.50,2020.08.26 16:45:00,M15,Confirmed,1902.64,1970.01.01 00:00:00
