=== Market Structure Events (Sorted by Time) ===,,,,,,
HH,Bullish,1788.35,2021.04.21 10:15:00,M15,Updated,1780.41,1970.01.01 00:00:00
HH,Update,1788.35,2021.04.21 10:15:00,M15,Accepted,,
LL,Update,1777.72,2021.04.21 13:00:00,M15,Accepted,,
BoS,Bullish,1788.35,2021.04.21 16:30:00,M15,Confirmed,1777.72,1970.01.01 00:00:00
HH,Bullish,1797.63,2021.04.21 17:00:00,M15,Updated,1788.35,1970.01.01 00:00:00
HH,Update,1797.63,2021.04.21 17:00:00,M15,Accepted,,
LL,Update,1789.25,2021.04.21 18:00:00,M15,Accepted,,
HH,Update,1797.88,2021.04.22 04:45:00,M15,Accepted,,
CHoCH,Bearish,1789.25,2021.04.22 09:00:00,M15,Confirmed,1797.88,1970.01.01 00:00:00
HH,Update,1797.88,2021.04.22 19:00:00,M15,Accepted,,
LL,Update,1777.45,2021.04.22 19:00:00,M15,Accepted,,
HH,Update,1789.71,2021.04.23 04:45:00,M15,Accepted,,
LL,Update,1781.70,2021.04.23 10:30:00,M15,Accepted,,
CHoCH,Bullish,1789.71,2021.04.23 14:45:00,M15,Confirmed,1781.70,1970.01.01 00:00:00
HH,Update,1795.95,2021.04.23 16:00:00,M15,Accepted,,
CHoCH,Bearish,1781.70,2021.04.23 17:00:00,M15,Confirmed,1795.95,1970.01.01 00:00:00
HH,Update,1795.95,2021.04.23 17:30:00,M15,Accepted,,
LL,Update,1770.01,2021.04.23 17:30:00,M15,Accepted,,
HH,Update,1783.50,2021.04.26 08:30:00,M15,Accepted,,
LL,Update,1768.84,2021.04.26 15:15:00,M15,Accepted,,
HH,Bullish,1784.05,2021.04.27 04:00:00,M15,Updated,1783.50,1970.01.01 00:00:00
HH,Update,1784.05,2021.04.27 04:00:00,M15,Accepted,,
LL,Update,1773.76,2021.04.27 04:45:00,M15,Accepted,,
CHoCH,Bullish,1784.05,2021.04.27 15:15:00,M15,Confirmed,1773.76,1970.01.01 00:00:00
HH,Update,1785.55,2021.04.27 15:15:00,M15,Accepted,,
CHoCH,Bearish,1773.76,2021.04.28 03:00:00,M15,Confirmed,1785.55,1970.01.01 00:00:00
HH,Update,1785.55,2021.04.28 15:30:00,M15,Accepted,,
LL,Update,1762.62,2021.04.28 15:30:00,M15,Accepted,,
CHoCH,Bullish,1785.55,2021.04.29 04:00:00,M15,Confirmed,1762.62,1970.01.01 00:00:00
HH,Update,1789.98,2021.04.29 05:00:00,M15,Accepted,,
CHoCH,Bearish,1762.62,2021.04.29 16:45:00,M15,Confirmed,1789.98,1970.01.01 00:00:00
HH,Update,1789.98,2021.04.29 17:00:00,M15,Accepted,,
LL,Update,1756.19,2021.04.29 17:00:00,M15,Accepted,,
HH,Update,1774.87,2021.04.29 23:00:00,M15,Accepted,,
LL,Update,1764.24,2021.04.30 17:00:00,M15,Accepted,,
CHoCH,Bullish,1774.87,2021.05.03 09:15:00,M15,Confirmed,1764.24,1970.01.01 00:00:00
HH,Update,1797.91,2021.05.03 17:30:00,M15,Accepted,,
HH,Bullish,1799.09,2021.05.04 17:00:00,M15,Updated,1797.91,1970.01.01 00:00:00
HH,Update,1799.09,2021.05.04 17:00:00,M15,Accepted,,
LL,Update,1771.01,2021.05.04 19:00:00,M15,Accepted,,
LL,Update,1770.49,2021.05.05 15:30:00,M15,Accepted,,
BoS,Bullish,1797.91,2021.05.06 16:30:00,M15,Confirmed,1770.49,1970.01.01 00:00:00
HH,Bullish,1818.12,2021.05.06 18:15:00,M15,Updated,1799.09,1970.01.01 00:00:00
HH,Update,1818.12,2021.05.06 18:15:00,M15,Accepted,,
LL,Update,1812.69,2021.05.06 18:45:00,M15,Accepted,,
BoS,Bullish,1818.12,2021.05.07 06:00:00,M15,Confirmed,1812.69,1970.01.01 00:00:00
HH,Bullish,1843.30,2021.05.07 15:45:00,M15,Updated,1818.12,1970.01.01 00:00:00
HH,Update,1843.30,2021.05.07 15:45:00,M15,Accepted,,
LL,Update,1825.64,2021.05.07 16:30:00,M15,Accepted,,
BoS,Bullish,1843.30,2021.05.10 16:15:00,M15,Confirmed,1825.64,1970.01.01 00:00:00
HH,Bullish,1845.49,2021.05.10 16:30:00,M15,Updated,1843.30,1970.01.01 00:00:00
HH,Update,1845.49,2021.05.10 16:30:00,M15,Accepted,,
LL,Update,1831.32,2021.05.11 04:00:00,M15,Accepted,,
HH,Update,1841.80,2021.05.11 14:15:00,M15,Accepted,,
CHoCH,Bearish,1831.32,2021.05.11 15:45:00,M15,Confirmed,1841.80,1970.01.01 00:00:00
HH,Update,1841.80,2021.05.11 16:15:00,M15,Accepted,,
LL,Update,1818.09,2021.05.11 16:15:00,M15,Accepted,,
HH,Update,1838.33,2021.05.11 23:00:00,M15,Accepted,,
LL,Update,1821.50,2021.05.12 15:30:00,M15,Accepted,,
CHoCH,Bullish,1838.33,2021.05.12 15:45:00,M15,Confirmed,1821.50,1970.01.01 00:00:00
HH,Update,1843.68,2021.05.12 16:00:00,M15,Accepted,,
CHoCH,Bearish,1821.50,2021.05.12 19:00:00,M15,Confirmed,1843.68,1970.01.01 00:00:00
HH,Update,1843.68,2021.05.12 23:30:00,M15,Accepted,,
LL,Update,1813.24,2021.05.12 23:30:00,M15,Accepted,,
HH,Update,1823.01,2021.05.13 04:45:00,M15,Accepted,,
BoS,Bearish,1813.24,2021.05.13 12:45:00,M15,Confirmed,1823.01,1970.01.01 00:00:00
LL,Update,1808.77,2021.05.13 13:15:00,M15,Accepted,,
CHoCH,Bullish,1823.01,2021.05.13 17:45:00,M15,Confirmed,1808.77,1970.01.01 00:00:00
HH,Update,1828.80,2021.05.13 19:45:00,M15,Accepted,,
LL,Update,1819.77,2021.05.14 06:00:00,M15,Accepted,,
BoS,Bullish,1828.80,2021.05.14 09:15:00,M15,Confirmed,1819.77,1970.01.01 00:00:00
HH,Bullish,1855.44,2021.05.17 08:30:00,M15,Updated,1828.80,1970.01.01 00:00:00
HH,Update,1855.44,2021.05.17 08:30:00,M15,Accepted,,
LL,Update,1844.02,2021.05.17 16:00:00,M15,Accepted,,
BoS,Bullish,1855.44,2021.05.17 17:00:00,M15,Confirmed,1844.02,1970.01.01 00:00:00
HH,Bullish,1873.85,2021.05.18 04:45:00,M15,Updated,1855.44,1970.01.01 00:00:00
HH,Update,1873.85,2021.05.18 04:45:00,M15,Accepted,,
LL,Update,1866.82,2021.05.18 07:30:00,M15,Accepted,,
HH,Update,1871.63,2021.05.18 09:00:00,M15,Accepted,,
CHoCH,Bearish,1866.82,2021.05.18 14:15:00,M15,Confirmed,1871.63,1970.01.01 00:00:00
LL,Update,1865.28,2021.05.18 14:15:00,M15,Accepted,,
CHoCH,Bullish,1871.63,2021.05.18 15:15:00,M15,Confirmed,1865.28,1970.01.01 00:00:00
HH,Update,1875.03,2021.05.18 15:30:00,M15,Accepted,,
CHoCH,Bearish,1865.28,2021.05.18 16:45:00,M15,Confirmed,1875.03,1970.01.01 00:00:00
HH,Update,1875.03,2021.05.18 17:00:00,M15,Accepted,,
LL,Update,1863.20,2021.05.18 17:00:00,M15,Accepted,,
HH,Update,1873.99,2021.05.19 09:00:00,M15,Accepted,,
BoS,Bearish,1863.20,2021.05.19 12:00:00,M15,Confirmed,1875.03,1970.01.01 00:00:00
LL,Update,1852.23,2021.05.19 14:45:00,M15,Accepted,,
CHoCH,Bullish,1873.99,2021.05.19 16:30:00,M15,Confirmed,1852.23,1970.01.01 00:00:00
HH,Update,1890.09,2021.05.19 16:45:00,M15,Accepted,,
LL,Update,1861.98,2021.05.19 22:00:00,M15,Accepted,,
LL,Update,1870.10,2021.05.21 19:15:00,M15,Accepted,,
BoS,Bullish,1890.09,2021.05.25 17:00:00,M15,Confirmed,1870.10,1970.01.01 00:00:00
HH,Bullish,1912.74,2021.05.26 15:30:00,M15,Updated,1890.09,1970.01.01 00:00:00
HH,Update,1912.74,2021.05.26 15:30:00,M15,Accepted,,
LL,Update,1890.77,2021.05.26 20:45:00,M15,Accepted,,
HH,Update,1903.67,2021.05.27 09:00:00,M15,Accepted,,
CHoCH,Bearish,1890.77,2021.05.27 17:45:00,M15,Confirmed,1903.67,1970.01.01 00:00:00
HH,Update,1903.67,2021.05.28 15:00:00,M15,Accepted,,
LL,Update,1882.27,2021.05.28 15:00:00,M15,Accepted,,
CHoCH,Bullish,1903.67,2021.05.31 01:00:00,M15,Confirmed,1882.27,1970.01.01 00:00:00
HH,Update,1910.65,2021.05.31 06:15:00,M15,Accepted,,
LL,Update,1902.14,2021.05.31 14:00:00,M15,Accepted,,
BoS,Bullish,1910.65,2021.06.01 04:30:00,M15,Confirmed,1902.14,1970.01.01 00:00:00
HH,Bullish,1916.58,2021.06.01 09:45:00,M15,Updated,1910.65,1970.01.01 00:00:00
HH,Update,1916.58,2021.06.01 09:45:00,M15,Accepted,,
CHoCH,Bearish,1902.14,2021.06.01 17:00:00,M15,Confirmed,1916.58,1970.01.01 00:00:00
HH,Update,1916.58,2021.06.01 17:45:00,M15,Accepted,,
LL,Update,1892.37,2021.06.01 17:45:00,M15,Accepted,,
HH,Update,1908.74,2021.06.02 16:30:00,M15,Accepted,,
HH,Bullish,1909.64,2021.06.03 04:00:00,M15,Updated,1908.74,1970.01.01 00:00:00
HH,Update,1909.64,2021.06.03 04:00:00,M15,Accepted,,
BoS,Bearish,1892.37,2021.06.03 15:15:00,M15,Confirmed,1909.64,1970.01.01 00:00:00
LL,Bearish,1865.37,2021.06.03 16:45:00,M15,Updated,1892.37,1970.01.01 00:00:00
LL,Update,1865.37,2021.06.03 16:45:00,M15,Accepted,,
HH,Update,1874.04,2021.06.03 21:30:00,M15,Accepted,,
BoS,Bearish,1865.37,2021.06.04 04:45:00,M15,Confirmed,1874.04,1970.01.01 00:00:00
LL,Bearish,1855.50,2021.06.04 04:45:00,M15,Updated,1865.37,1970.01.01 00:00:00
LL,Update,1855.50,2021.06.04 04:45:00,M15,Accepted,,
CHoCH,Bullish,1874.04,2021.06.04 15:30:00,M15,Confirmed,1855.50,1970.01.01 00:00:00
HH,Update,1896.14,2021.06.04 17:30:00,M15,Accepted,,
LL,Update,1881.57,2021.06.07 10:15:00,M15,Accepted,,
BoS,Bullish,1896.14,2021.06.07 20:45:00,M15,Confirmed,1881.57,1970.01.01 00:00:00
HH,Bullish,1903.39,2021.06.08 04:15:00,M15,Updated,1896.14,1970.01.01 00:00:00
HH,Update,1903.39,2021.06.08 04:15:00,M15,Accepted,,
HH,Bullish,1903.67,2021.06.08 15:30:00,M15,Updated,1903.39,1970.01.01 00:00:00
HH,Update,1903.67,2021.06.08 15:30:00,M15,Accepted,,
LL,Update,1883.84,2021.06.08 16:45:00,M15,Accepted,,
HH,Update,1898.95,2021.06.09 16:30:00,M15,Accepted,,
CHoCH,Bearish,1883.84,2021.06.10 08:30:00,M15,Confirmed,1898.95,1970.01.01 00:00:00
HH,Update,1898.95,2021.06.10 15:30:00,M15,Accepted,,
LL,Update,1869.84,2021.06.10 15:30:00,M15,Accepted,,
CHoCH,Bullish,1898.95,2021.06.10 23:30:00,M15,Confirmed,1869.84,1970.01.01 00:00:00
HH,Update,1903.03,2021.06.11 10:15:00,M15,Accepted,,
CHoCH,Bearish,1869.84,2021.06.14 04:00:00,M15,Confirmed,1903.03,1970.01.01 00:00:00
HH,Update,1903.03,2021.06.14 15:45:00,M15,Accepted,,
LL,Update,1844.77,2021.06.14 15:45:00,M15,Accepted,,
HH,Update,1869.78,2021.06.14 17:30:00,M15,Accepted,,
HH,Update,1862.91,2021.06.16 20:45:00,M15,Accepted,,
BoS,Bearish,1844.77,2021.06.16 21:00:00,M15,Confirmed,1869.78,1970.01.01 00:00:00
LL,Bearish,1803.33,2021.06.16 23:30:00,M15,Updated,1844.77,1970.01.01 00:00:00
LL,Update,1803.33,2021.06.16 23:30:00,M15,Accepted,,
HH,Update,1825.33,2021.06.17 05:15:00,M15,Accepted,,
BoS,Bearish,1803.33,2021.06.17 13:15:00,M15,Confirmed,1825.33,1970.01.01 00:00:00
LL,Bearish,1767.30,2021.06.17 18:30:00,M15,Updated,1803.33,1970.01.01 00:00:00
LL,Update,1767.30,2021.06.17 18:30:00,M15,Accepted,,
HH,Update,1797.14,2021.06.18 12:45:00,M15,Accepted,,
BoS,Bearish,1767.30,2021.06.18 22:45:00,M15,Confirmed,1797.14,1970.01.01 00:00:00
LL,Bearish,1760.91,2021.06.18 23:00:00,M15,Updated,1767.30,1970.01.01 00:00:00
LL,Update,1760.91,2021.06.18 23:00:00,M15,Accepted,,
HH,Update,1790.09,2021.06.22 06:15:00,M15,Accepted,,
LL,Update,1775.20,2021.06.22 23:00:00,M15,Accepted,,
CHoCH,Bullish,1790.09,2021.06.23 16:45:00,M15,Confirmed,1775.20,1970.01.01 00:00:00
HH,Update,1794.95,2021.06.23 17:15:00,M15,Accepted,,
LL,Update,1773.33,2021.06.23 22:30:00,M15,Accepted,,
LL,Update,1772.85,2021.06.24 07:30:00,M15,Accepted,,
HH,Update,1782.88,2021.06.28 01:45:00,M15,Accepted,,
CHoCH,Bearish,1772.85,2021.06.28 04:30:00,M15,Confirmed,1782.88,1970.01.01 00:00:00
LL,Update,1770.67,2021.06.28 04:30:00,M15,Accepted,,
CHoCH,Bullish,1782.88,2021.06.28 08:15:00,M15,Confirmed,1770.67,1970.01.01 00:00:00
HH,Update,1785.74,2021.06.28 09:00:00,M15,Accepted,,
LL,Update,1773.44,2021.06.28 15:30:00,M15,Accepted,,
HH,Update,1782.93,2021.06.28 16:30:00,M15,Accepted,,
CHoCH,Bearish,1773.44,2021.06.29 10:45:00,M15,Confirmed,1782.93,1970.01.01 00:00:00
HH,Update,1782.93,2021.06.29 15:45:00,M15,Accepted,,
LL,Update,1750.69,2021.06.29 15:45:00,M15,Accepted,,
HH,Update,1764.64,2021.06.30 05:15:00,M15,Accepted,,
LL,Update,1753.33,2021.06.30 11:15:00,M15,Accepted,,
CHoCH,Bullish,1764.64,2021.06.30 17:45:00,M15,Confirmed,1753.33,1970.01.01 00:00:00
HH,Update,1774.39,2021.06.30 19:45:00,M15,Accepted,,
LL,Update,1765.64,2021.07.01 04:00:00,M15,Accepted,,
BoS,Bullish,1774.39,2021.07.01 05:30:00,M15,Confirmed,1765.64,1970.01.01 00:00:00
HH,Bullish,1782.78,2021.07.01 17:00:00,M15,Updated,1774.39,1970.01.01 00:00:00
HH,Update,1782.78,2021.07.01 17:00:00,M15,Accepted,,
LL,Update,1768.27,2021.07.01 18:15:00,M15,Accepted,,
BoS,Bullish,1782.78,2021.07.02 13:15:00,M15,Confirmed,1768.27,1970.01.01 00:00:00
HH,Bullish,1795.04,2021.07.02 16:00:00,M15,Updated,1782.78,1970.01.01 00:00:00
HH,Update,1795.04,2021.07.02 16:00:00,M15,Accepted,,
LL,Update,1778.05,2021.07.02 17:15:00,M15,Accepted,,
BoS,Bullish,1795.04,2021.07.06 04:45:00,M15,Confirmed,1778.05,1970.01.01 00:00:00
HH,Bullish,1814.97,2021.07.06 15:30:00,M15,Updated,1795.04,1970.01.01 00:00:00
HH,Update,1814.97,2021.07.06 15:30:00,M15,Accepted,,
LL,Update,1790.11,2021.07.06 19:15:00,M15,Accepted,,
BoS,Bullish,1814.97,2021.07.08 13:45:00,M15,Confirmed,1790.11,1970.01.01 00:00:00
HH,Bullish,1818.33,2021.07.08 15:45:00,M15,Updated,1814.97,1970.01.01 00:00:00
HH,Update,1818.33,2021.07.08 15:45:00,M15,Accepted,,
LL,Update,1793.83,2021.07.08 18:15:00,M15,Accepted,,
HH,Update,1812.33,2021.07.09 21:00:00,M15,Accepted,,
CHoCH,Bearish,1793.83,2021.07.12 16:45:00,M15,Confirmed,1812.33,1970.01.01 00:00:00
HH,Update,1812.33,2021.07.12 17:00:00,M15,Accepted,,
LL,Update,1791.65,2021.07.12 17:00:00,M15,Accepted,,
HH,Bullish,1812.70,2021.07.13 05:30:00,M15,Updated,1812.33,1970.01.01 00:00:00
HH,Update,1812.70,2021.07.13 05:30:00,M15,Accepted,,
CHoCH,Bullish,1812.70,2021.07.13 15:30:00,M15,Confirmed,1803.12,1970.01.01 00:00:00
LL,Update,1803.12,2021.07.13 15:30:00,M15,Accepted,,
HH,Update,1817.14,2021.07.13 15:30:00,M15,Accepted,,
CHoCH,Bearish,1803.12,2021.07.13 15:45:00,M15,Confirmed,1817.14,1970.01.01 00:00:00
HH,Update,1817.14,2021.07.13 15:45:00,M15,Accepted,,
LL,Update,1798.60,2021.07.13 15:45:00,M15,Accepted,,
CHoCH,Bullish,1817.14,2021.07.14 15:00:00,M15,Confirmed,1798.60,1970.01.01 00:00:00
HH,Update,1829.73,2021.07.14 16:00:00,M15,Accepted,,
LL,Update,1819.48,2021.07.14 17:45:00,M15,Accepted,,
LL,Update,1823.62,2021.07.15 06:15:00,M15,Accepted,,
BoS,Bullish,1829.73,2021.07.15 09:00:00,M15,Confirmed,1819.48,1970.01.01 00:00:00
HH,Update,1834.07,2021.07.15 10:00:00,M15,Accepted,,
CHoCH,Bearish,1823.62,2021.07.15 14:30:00,M15,Confirmed,1834.07,1970.01.01 00:00:00
HH,Update,1834.07,2021.07.15 18:00:00,M15,Accepted,,
LL,Update,1820.22,2021.07.15 18:00:00,M15,Accepted,,
HH,Update,1832.00,2021.07.16 02:15:00,M15,Accepted,,
BoS,Bearish,1820.22,2021.07.16 13:45:00,M15,Confirmed,1832.00,1970.01.01 00:00:00
LL,Bearish,1808.96,2021.07.16 22:15:00,M15,Updated,1820.22,1970.01.01 00:00:00
LL,Update,1808.96,2021.07.16 22:15:00,M15,Accepted,,
HH,Update,1817.27,2021.07.19 03:00:00,M15,Accepted,,
BoS,Bearish,1808.96,2021.07.19 09:00:00,M15,Confirmed,1817.27,1970.01.01 00:00:00
LL,Bearish,1794.98,2021.07.19 15:30:00,M15,Updated,1808.96,1970.01.01 00:00:00
LL,Update,1794.98,2021.07.19 15:30:00,M15,Accepted,,
HH,Update,1815.46,2021.07.19 17:00:00,M15,Accepted,,
LL,Update,1804.89,2021.07.19 18:15:00,M15,Accepted,,
CHoCH,Bullish,1815.46,2021.07.20 04:00:00,M15,Confirmed,1804.89,1970.01.01 00:00:00
HH,Update,1819.13,2021.07.20 05:15:00,M15,Accepted,,
LL,Update,1811.66,2021.07.20 11:45:00,M15,Accepted,,
BoS,Bullish,1819.13,2021.07.20 15:30:00,M15,Confirmed,1811.66,1970.01.01 00:00:00
HH,Update,1824.92,2021.07.20 16:45:00,M15,Accepted,,
CHoCH,Bearish,1811.66,2021.07.20 17:45:00,M15,Confirmed,1824.92,1970.01.01 00:00:00
HH,Update,1824.92,2021.07.20 18:00:00,M15,Accepted,,
LL,Update,1805.10,2021.07.20 18:00:00,M15,Accepted,,
HH,Update,1813.74,2021.07.21 09:30:00,M15,Accepted,,
BoS,Bearish,1805.10,2021.07.21 11:00:00,M15,Confirmed,1824.92,1970.01.01 00:00:00
LL,Bearish,1794.68,2021.07.21 15:45:00,M15,Updated,1805.10,1970.01.01 00:00:00
LL,Update,1794.68,2021.07.21 15:45:00,M15,Accepted,,
HH,Update,1805.70,2021.07.21 16:45:00,M15,Accepted,,
BoS,Bearish,1794.68,2021.07.22 11:15:00,M15,Confirmed,1805.70,1970.01.01 00:00:00
LL,Bearish,1792.74,2021.07.22 11:30:00,M15,Updated,1794.68,1970.01.01 00:00:00
LL,Update,1792.74,2021.07.22 11:30:00,M15,Accepted,,
CHoCH,Bullish,1805.70,2021.07.22 18:15:00,M15,Confirmed,1792.74,1970.01.01 00:00:00
HH,Update,1808.55,2021.07.23 04:00:00,M15,Accepted,,
LL,Update,1801.36,2021.07.23 09:00:00,M15,Accepted,,
BoS,Bullish,1808.55,2021.07.23 10:45:00,M15,Confirmed,1801.36,1970.01.01 00:00:00
HH,Update,1810.30,2021.07.23 10:45:00,M15,Accepted,,
CHoCH,Bearish,1801.36,2021.07.23 13:00:00,M15,Confirmed,1810.30,1970.01.01 00:00:00
HH,Update,1810.30,2021.07.23 14:30:00,M15,Accepted,,
LL,Update,1789.63,2021.07.23 14:30:00,M15,Accepted,,
CHoCH,Bullish,1810.30,2021.07.26 10:30:00,M15,Confirmed,1789.63,1970.01.01 00:00:00
HH,Update,1811.46,2021.07.26 10:30:00,M15,Accepted,,
LL,Update,1796.38,2021.07.26 21:15:00,M15,Accepted,,
HH,Update,1799.86,2021.07.27 04:15:00,M15,Accepted,,
CHoCH,Bearish,1796.38,2021.07.27 04:45:00,M15,Confirmed,1799.86,1970.01.01 00:00:00
LL,Update,1793.60,2021.07.27 09:30:00,M15,Accepted,,
CHoCH,Bullish,1799.86,2021.07.27 15:00:00,M15,Confirmed,1793.60,1970.01.01 00:00:00
HH,Update,1805.22,2021.07.27 15:30:00,M15,Accepted,,
LL,Update,1794.60,2021.07.27 17:45:00,M15,Accepted,,
HH,Bullish,1807.35,2021.07.28 06:00:00,M15,Updated,1805.22,1970.01.01 00:00:00
BoS,Bullish,1805.22,2021.07.28 06:00:00,M15,Confirmed,1794.60,1970.01.01 00:00:00
HH,Update,1807.35,2021.07.28 06:00:00,M15,Accepted,,
LL,Update,1792.36,2021.07.28 21:00:00,M15,Accepted,,
BoS,Bullish,1807.35,2021.07.28 22:45:00,M15,Confirmed,1792.36,1970.01.01 00:00:00
HH,Bullish,1832.62,2021.07.29 19:30:00,M15,Updated,1807.35,1970.01.01 00:00:00
HH,Update,1832.62,2021.07.29 19:30:00,M15,Accepted,,
LL,Update,1825.85,2021.07.30 08:30:00,M15,Accepted,,
HH,Update,1831.34,2021.07.30 10:15:00,M15,Accepted,,
CHoCH,Bearish,1825.85,2021.07.30 15:45:00,M15,Confirmed,1831.34,1970.01.01 00:00:00
HH,Update,1831.34,2021.08.02 15:15:00,M15,Accepted,,
LL,Update,1805.78,2021.08.02 15:15:00,M15,Accepted,,
HH,Update,1819.51,2021.08.02 20:15:00,M15,Accepted,,
LL,Update,1808.65,2021.08.03 18:15:00,M15,Accepted,,
CHoCH,Bullish,1819.51,2021.08.04 15:15:00,M15,Confirmed,1808.65,1970.01.01 00:00:00
HH,Update,1831.65,2021.08.04 16:30:00,M15,Accepted,,
CHoCH,Bearish,1808.65,2021.08.04 18:00:00,M15,Confirmed,1831.65,1970.01.01 00:00:00
HH,Update,1831.65,2021.08.04 18:15:00,M15,Accepted,,
LL,Update,1806.40,2021.08.04 18:15:00,M15,Accepted,,
HH,Update,1814.81,2021.08.05 14:30:00,M15,Accepted,,
BoS,Bearish,1806.40,2021.08.05 16:30:00,M15,Confirmed,1831.65,1970.01.01 00:00:00
LL,Bearish,1797.83,2021.08.05 16:45:00,M15,Updated,1806.40,1970.01.01 00:00:00
LL,Update,1797.83,2021.08.05 16:45:00,M15,Accepted,,
HH,Update,1808.20,2021.08.05 19:45:00,M15,Accepted,,
BoS,Bearish,1797.83,2021.08.06 13:45:00,M15,Confirmed,1808.20,1970.01.01 00:00:00
LL,Bearish,1683.20,2021.08.09 02:00:00,M15,Updated,1797.83,1970.01.01 00:00:00
LL,Update,1683.20,2021.08.09 02:00:00,M15,Accepted,,
HH,Update,1752.56,2021.08.09 10:45:00,M15,Accepted,,
LL,Update,1729.01,2021.08.11 10:00:00,M15,Accepted,,
HH,Bullish,1754.37,2021.08.11 20:00:00,M15,Updated,1752.56,1970.01.01 00:00:00
HH,Update,1754.37,2021.08.11 20:00:00,M15,Accepted,,
CHoCH,Bullish,1752.56,2021.08.11 21:15:00,M15,Confirmed,1729.01,1970.01.01 00:00:00
HH,Update,1758.15,2021.08.12 10:45:00,M15,Accepted,,
LL,Update,1741.58,2021.08.12 16:30:00,M15,Accepted,,
BoS,Bullish,1758.15,2021.08.13 09:15:00,M15,Confirmed,1741.58,1970.01.01 00:00:00
HH,Bullish,1782.58,2021.08.16 04:00:00,M15,Updated,1758.15,1970.01.01 00:00:00
HH,Update,1782.58,2021.08.16 04:00:00,M15,Accepted,,
LL,Update,1770.80,2021.08.16 14:45:00,M15,Accepted,,
BoS,Bullish,1782.58,2021.08.16 16:30:00,M15,Confirmed,1770.80,1970.01.01 00:00:00
HH,Bullish,1789.28,2021.08.16 17:45:00,M15,Updated,1782.58,1970.01.01 00:00:00
HH,Update,1789.28,2021.08.16 17:45:00,M15,Accepted,,
LL,Update,1783.94,2021.08.16 18:30:00,M15,Accepted,,
BoS,Bullish,1789.28,2021.08.17 08:30:00,M15,Confirmed,1783.94,1970.01.01 00:00:00
HH,Update,1795.46,2021.08.17 14:15:00,M15,Accepted,,
CHoCH,Bearish,1783.94,2021.08.17 17:00:00,M15,Confirmed,1795.46,1970.01.01 00:00:00
HH,Update,1795.46,2021.08.17 18:45:00,M15,Accepted,,
LL,Update,1780.53,2021.08.17 18:45:00,M15,Accepted,,
HH,Update,1793.75,2021.08.18 10:30:00,M15,Accepted,,
BoS,Bearish,1780.53,2021.08.18 18:00:00,M15,Confirmed,1793.75,1970.01.01 00:00:00
LL,Bearish,1777.32,2021.08.18 18:15:00,M15,Updated,1780.53,1970.01.01 00:00:00
LL,Update,1777.32,2021.08.18 18:15:00,M15,Accepted,,
HH,Update,1790.30,2021.08.18 21:00:00,M15,Accepted,,
BoS,Bearish,1777.32,2021.08.19 06:00:00,M15,Confirmed,1790.30,1970.01.01 00:00:00
LL,Bearish,1774.41,2021.08.19 06:00:00,M15,Updated,1777.32,1970.01.01 00:00:00
LL,Update,1774.41,2021.08.19 06:00:00,M15,Accepted,,
HH,Bullish,1792.44,2021.08.19 16:00:00,M15,Updated,1790.30,1970.01.01 00:00:00
HH,Update,1792.44,2021.08.19 16:00:00,M15,Accepted,,
LL,Update,1776.44,2021.08.23 04:15:00,M15,Accepted,,
CHoCH,Bullish,1792.44,2021.08.23 15:15:00,M15,Confirmed,1776.44,1970.01.01 00:00:00
HH,Update,1806.42,2021.08.23 16:15:00,M15,Accepted,,
LL,Update,1795.51,2021.08.23 17:15:00,M15,Accepted,,
LL,Update,1800.70,2021.08.24 11:15:00,M15,Accepted,,
BoS,Bullish,1806.42,2021.08.24 15:30:00,M15,Confirmed,1795.51,1970.01.01 00:00:00
HH,Bullish,1809.51,2021.08.24 17:00:00,M15,Updated,1806.42,1970.01.01 00:00:00
HH,Update,1809.51,2021.08.24 17:00:00,M15,Accepted,,
CHoCH,Bearish,1800.70,2021.08.25 03:15:00,M15,Confirmed,1809.51,1970.01.01 00:00:00
HH,Update,1809.51,2021.08.25 07:30:00,M15,Accepted,,
LL,Update,1791.79,2021.08.25 07:30:00,M15,Accepted,,
BoS,Bearish,1791.79,2021.08.25 14:15:00,M15,Confirmed,1809.51,1970.01.01 00:00:00
LL,Bearish,1782.57,2021.08.25 17:30:00,M15,Updated,1791.79,1970.01.01 00:00:00
LL,Update,1782.57,2021.08.25 17:30:00,M15,Accepted,,
HH,Update,1793.00,2021.08.25 21:15:00,M15,Accepted,,
LL,Update,1780.07,2021.08.26 16:00:00,M15,Accepted,,
CHoCH,Bullish,1793.00,2021.08.26 18:00:00,M15,Confirmed,1780.07,1970.01.01 00:00:00
HH,Update,1798.12,2021.08.26 18:00:00,M15,Accepted,,
LL,Update,1790.22,2021.08.26 21:00:00,M15,Accepted,,
BoS,Bullish,1798.12,2021.08.27 06:15:00,M15,Confirmed,1790.22,1970.01.01 00:00:00
HH,Bullish,1805.08,2021.08.27 09:30:00,M15,Updated,1798.12,1970.01.01 00:00:00
HH,Update,1805.08,2021.08.27 09:30:00,M15,Accepted,,
CHoCH,Bearish,1790.22,2021.08.27 16:30:00,M15,Confirmed,1805.08,1970.01.01 00:00:00
LL,Update,1784.01,2021.08.27 17:00:00,M15,Accepted,,
CHoCH,Bullish,1805.08,2021.08.27 17:30:00,M15,Confirmed,1784.01,1970.01.01 00:00:00
HH,Update,1823.24,2021.08.30 04:00:00,M15,Accepted,,
