Ticket,Symbol,Type,SignalType,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason,BodyRatio,BodyRatioMin,BodyRatioPassed,BodyRatioMode,InitialSL,InitialTP,FinalSL,FinalTP,InitialRiskPoints,InitialRewardPoints,FinalRiskPoints,FinalRewardPoints,TrailingModified,TrailingCount,TPExpanded,TPExpandCount,MaxFavorablePoints,MaxAdversePoints,CloseReason
75,XAUUSD,BUY,BoS,2745.83,2759.08,2759.08,2809.08,66.25,0.25,0.00,0.00,66.00,Sydney_Tokyo_Overlap,NO,2024.10.29 03:00:00,2024.10.31 15:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2715.83,2770.83,2759.08,2809.08,3000,2500,3000,2500,YES,26,YES,3,0,0,STOP_LOSS
76,XAUUSD,BUY,CHoCH,2753.77,2734.84,2734.84,2783.77,-94.65,0.25,0.00,0.00,-94.90,London_NewYork_Overlap,NO,2024.11.01 15:00:00,2024.11.01 20:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,2734.84,2783.77,2734.84,2783.77,1892,3000,1892,3000,NO,0,NO,0,0,0,STOP_LOSS
77,XAUUSD,BUY,BoS,2650.68,2689.87,2689.87,2735.34,195.95,0.25,0.00,0.00,195.70,NewYork,NO,2024.11.20 19:00:00,2024.11.25 05:15:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2620.68,2680.68,2689.87,2735.34,3000,3000,3000,3000,YES,41,YES,5,0,0,STOP_LOSS
78,XAUUSD,BUY,BoS,2650.04,2689.87,2689.87,2735.34,199.15,0.25,0.00,0.00,198.90,NewYork,NO,2024.11.20 21:30:00,2024.11.25 05:15:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2635.40,2675.04,2689.87,2735.34,1463,2500,1463,2500,YES,29,YES,5,0,0,STOP_LOSS
79,XAUUSD,BUY,BoS,2652.07,2624.61,2624.61,2682.07,-137.30,0.25,0.00,0.00,-137.55,London_NewYork_Overlap,NO,2024.11.27 15:45:00,2024.11.28 03:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2622.07,2682.07,2624.61,2682.07,3000,3000,3000,3000,YES,1,NO,0,0,0,STOP_LOSS
80,XAUUSD,BUY,BoS,2651.79,2621.79,2621.79,2676.79,-150.00,0.25,0.00,0.00,-150.25,London_NewYork_Overlap,NO,2024.11.27 16:30:00,2024.11.28 03:15:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2621.79,2676.79,2621.79,2676.79,3000,2500,3000,2500,NO,0,NO,0,0,0,STOP_LOSS
81,XAUUSD,BUY,CHoCH,2646.61,2627.78,2627.78,2676.61,-94.15,0.25,0.00,0.00,-94.40,London_NewYork_Overlap,NO,2024.12.03 15:45:00,2024.12.05 19:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,2627.78,2676.61,2627.78,2676.61,1882,3000,1882,3000,NO,0,NO,0,0,0,STOP_LOSS
82,XAUUSD,BUY,CHoCH,2648.89,2625.62,2625.62,2678.89,-116.35,0.25,0.00,0.00,-116.60,London_NewYork_Overlap,NO,2024.12.04 16:15:00,2024.12.05 19:15:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,2622.31,2678.89,2625.62,2678.89,2657,3000,2657,3000,YES,2,NO,0,0,0,STOP_LOSS
83,XAUUSD,BUY,BoS,2674.64,2694.12,2694.12,2738.86,97.40,0.25,0.00,0.00,97.15,London,NO,2024.12.10 14:00:00,2024.12.12 16:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2646.68,2704.64,2694.12,2738.86,2796,3000,2796,3000,YES,32,YES,3,0,0,STOP_LOSS
84,XAUUSD,BUY,BoS,2677.97,2694.12,2694.12,2738.86,80.75,0.25,0.00,0.00,80.50,London_NewYork_Overlap,NO,2024.12.10 14:15:00,2024.12.12 16:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2647.97,2702.97,2694.12,2738.86,3000,2500,3000,2500,YES,30,YES,3,0,0,STOP_LOSS
