Ticket,Symbol,Type,SignalType,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason,BodyRatio,BodyRatioMin,BodyRatioPassed,BodyRatioMode,InitialSL,InitialTP,FinalSL,FinalTP,InitialRiskPoints,InitialRewardPoints,FinalRiskPoints,FinalRewardPoints,TrailingModified,TrailingCount,TPExpanded,TPExpandCount,MaxFavorablePoints,MaxAdversePoints,CloseReason
12,XAUUSD,BUY,BoS,2842.94,2850.22,2850.22,2900.22,36.40,0.25,0.00,0.00,36.15,Sydney_Tokyo_Overlap,NO,2025.02.05 02:30:00,2025.02.06 10:15:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2822.45,2867.94,2850.22,2900.22,2049,2500,2049,2500,YES,16,YES,3,0,0,STOP_LOSS
13,XAUUSD,BUY,CHoCH,2873.64,2854.78,2854.78,2903.64,-94.30,0.25,0.00,0.00,-94.55,London_NewYork_Overlap,NO,2025.02.07 16:30:00,2025.02.07 19:30:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,2843.64,2903.64,2854.78,2903.64,3000,3000,3000,3000,YES,4,NO,0,0,0,STOP_LOSS
14,XAUUSD,BUY,BoS,2885.91,2909.93,2909.93,2951.71,120.10,0.25,0.00,0.00,119.85,Asia,NO,2025.02.10 08:45:00,2025.02.11 04:30:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2855.91,2910.91,2909.93,2951.71,3000,2500,3000,2500,YES,20,YES,4,0,0,STOP_LOSS
15,XAUUSD,BUY,CHoCH,2908.77,2909.04,2909.04,2949.37,1.35,0.25,0.00,0.00,1.10,Sydney_Tokyo_Overlap,NO,2025.02.13 05:15:00,2025.02.14 17:15:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,2883.53,2938.77,2909.04,2949.37,2523,3000,2523,3000,YES,22,YES,1,0,0,STOP_LOSS
16,XAUUSD,BUY,BoS,2918.04,2909.04,2909.04,2953.37,-45.00,0.25,0.00,0.00,-45.25,NewYork,NO,2025.02.13 20:45:00,2025.02.14 17:15:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2895.89,2943.04,2909.04,2953.37,2215,2500,2215,2500,YES,17,YES,1,0,0,STOP_LOSS
17,XAUUSD,BUY,CHoCH,2903.06,2924.62,2924.62,2965.90,107.80,0.25,0.00,0.00,107.55,Sydney_Tokyo_Overlap,NO,2025.02.18 05:00:00,2025.02.20 16:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,2881.98,2933.06,2924.62,2965.90,2107,3000,2107,3000,YES,30,YES,3,0,0,STOP_LOSS
18,XAUUSD,BUY,BoS,2914.40,2924.62,2924.62,2965.90,51.10,0.25,0.00,0.00,50.85,London_NewYork_Overlap,NO,2025.02.18 14:30:00,2025.02.20 16:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2896.95,2939.40,2924.62,2965.90,1745,2500,1745,2500,YES,19,YES,2,0,0,STOP_LOSS
19,XAUUSD,BUY,CHoCH,2945.01,2924.62,2924.62,2975.01,-101.95,0.25,0.00,0.00,-102.20,Asia,NO,2025.02.20 08:45:00,2025.02.20 16:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,2915.01,2975.01,2924.62,2975.01,3000,3000,3000,3000,YES,4,NO,0,0,0,STOP_LOSS
20,XAUUSD,BUY,CHoCH,2939.86,2924.40,2924.40,2969.86,-77.30,0.25,0.00,0.00,-77.55,Tokyo_London_Overlap,NO,2025.02.24 09:30:00,2025.02.25 14:30:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,2911.33,2969.86,2924.40,2969.86,2853,3000,2853,3000,YES,6,NO,0,0,0,STOP_LOSS
21,XAUUSD,BUY,BoS,2891.40,2896.59,2896.59,2944.80,25.95,0.25,0.00,0.00,25.70,Tokyo_London_Overlap,NO,2025.03.04 09:15:00,2025.03.05 15:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2871.99,2921.40,2896.59,2944.80,1941,3000,1941,3000,YES,11,YES,2,0,0,STOP_LOSS
22,XAUUSD,BUY,BoS,2899.27,2896.59,2896.59,2946.59,-13.40,0.25,0.00,0.00,-13.65,Tokyo_London_Overlap,NO,2025.03.04 09:30:00,2025.03.05 15:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2871.99,2924.27,2896.59,2946.59,2728,2500,2728,2500,YES,11,YES,2,0,0,STOP_LOSS
23,XAUUSD,BUY,CHoCH,2917.08,2898.53,2898.53,2947.08,-92.75,0.25,0.00,0.00,-93.00,London_NewYork_Overlap,NO,2025.03.05 18:00:00,2025.03.06 11:30:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,2887.08,2947.08,2898.53,2947.08,3000,3000,3000,3000,YES,1,NO,0,0,0,STOP_LOSS
24,XAUUSD,BUY,CHoCH,2921.88,3026.85,3026.85,3067.86,524.85,0.25,0.00,0.00,524.60,London_NewYork_Overlap,NO,2025.03.12 17:00:00,2025.03.20 12:30:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,2895.97,2951.88,3026.85,3067.86,2591,3000,2591,3000,YES,74,YES,10,0,0,STOP_LOSS
25,XAUUSD,BUY,BoS,2937.92,3026.85,3026.85,3067.86,444.65,0.25,0.00,0.00,444.40,Sydney_Tokyo_Overlap,NO,2025.03.13 04:00:00,2025.03.20 12:30:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,2920.70,2962.92,3026.85,3067.86,1722,2500,1722,2500,YES,59,YES,9,0,0,STOP_LOSS
26,XAUUSD,BUY,CHoCH,3037.59,3026.85,3026.85,3067.59,-53.70,0.25,0.00,0.00,-53.95,NewYork,NO,2025.03.19 20:30:00,2025.03.20 12:30:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3012.89,3067.59,3026.85,3067.59,2470,3000,2470,3000,YES,9,NO,0,0,0,STOP_LOSS
27,XAUUSD,BUY,CHoCH,3023.39,3003.62,3003.62,3053.39,-98.85,0.25,0.00,0.00,-99.10,London,NO,2025.03.24 10:30:00,2025.03.24 20:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3003.62,3053.39,3003.62,3053.39,1976,3000,1976,3000,NO,0,NO,0,0,0,STOP_LOSS
28,XAUUSD,BUY,CHoCH,3035.10,3096.37,3054.61,3096.37,306.35,0.25,0.00,0.00,306.10,Sydney_Tokyo_Overlap,NO,2025.03.27 06:15:00,2025.03.31 01:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3005.10,3065.10,3054.61,3096.37,3000,3000,3000,3000,YES,23,YES,3,0,0,TAKE_PROFIT
29,XAUUSD,BUY,BoS,3058.29,3116.50,3116.50,3159.34,291.05,0.25,0.00,0.00,290.80,Sydney_Tokyo_Overlap,NO,2025.03.28 02:15:00,2025.04.01 18:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3037.65,3083.29,3116.50,3159.34,2063,2500,2063,2500,YES,38,YES,7,0,0,STOP_LOSS
30,XAUUSD,BUY,CHoCH,3132.15,3132.59,3132.59,3176.66,2.20,0.25,0.00,0.00,1.95,NewYork,NO,2025.04.03 01:00:00,2025.04.03 08:15:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3102.15,3162.15,3132.59,3176.66,3000,3000,3000,3000,YES,7,YES,1,0,0,STOP_LOSS
31,XAUUSD,BUY,BoS,3116.97,3146.97,3093.43,3146.97,150.00,0.25,0.00,0.00,149.75,London_NewYork_Overlap,NO,2025.04.10 17:00:00,2025.04.10 17:15:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3093.43,3146.97,3093.43,3146.97,2353,3000,2353,3000,NO,0,NO,0,0,0,TAKE_PROFIT
32,XAUUSD,BUY,BoS,3142.98,3207.10,3164.82,3207.10,320.60,0.25,0.00,0.00,320.35,London_NewYork_Overlap,NO,2025.04.10 17:15:00,2025.04.11 03:30:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3112.98,3167.98,3164.82,3207.10,3000,2500,3000,2500,YES,14,YES,3,0,0,TAKE_PROFIT
33,XAUUSD,BUY,CHoCH,3232.19,3324.40,3324.40,3374.40,461.05,0.25,0.00,0.00,460.80,Sydney,NO,2025.04.16 01:15:00,2025.04.17 04:45:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3202.19,3262.19,3324.40,3374.40,3000,3000,3000,3000,YES,41,YES,9,0,0,STOP_LOSS
34,XAUUSD,BUY,BoS,3355.60,3452.09,3411.80,3452.09,482.45,0.25,0.00,0.00,482.20,Sydney_Tokyo_Overlap,NO,2025.04.21 03:30:00,2025.04.22 04:30:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3325.60,3380.60,3411.80,3452.09,3000,2500,3000,2500,YES,29,YES,6,0,0,TAKE_PROFIT
35,XAUUSD,BUY,BoS,3277.32,3356.34,3306.34,3356.34,395.10,0.25,0.00,0.00,394.85,London,NO,2025.05.05 11:45:00,2025.05.06 04:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3247.32,3307.32,3306.34,3356.34,3000,3000,3000,3000,YES,13,YES,4,0,0,TAKE_PROFIT
36,XAUUSD,BUY,BoS,3282.35,3356.34,3306.34,3356.34,369.95,0.25,0.00,0.00,369.70,London,NO,2025.05.05 12:00:00,2025.05.06 04:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3252.35,3307.35,3306.34,3356.34,3000,2500,3000,2500,YES,12,YES,4,0,0,TAKE_PROFIT
37,XAUUSD,BUY,BoS,3241.54,3271.54,3211.54,3271.54,150.00,0.25,0.00,0.00,149.75,London_NewYork_Overlap,NO,2025.05.20 16:45:00,2025.05.20 17:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3211.54,3271.54,3211.54,3271.54,3000,3000,3000,3000,NO,0,NO,0,0,0,TAKE_PROFIT
38,XAUUSD,BUY,BoS,3261.21,3313.52,3313.52,3358.38,261.55,0.25,0.00,0.00,261.30,London_NewYork_Overlap,NO,2025.05.20 17:00:00,2025.05.22 11:30:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3231.21,3286.21,3313.52,3358.38,3000,2500,3000,2500,YES,26,YES,6,0,0,STOP_LOSS
39,XAUUSD,BUY,CHoCH,3334.77,3335.74,3335.74,3378.08,4.85,0.25,0.00,0.00,4.60,London,NO,2025.05.23 14:45:00,2025.05.26 03:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3304.77,3364.77,3335.74,3378.08,3000,3000,3000,3000,YES,6,YES,1,0,0,STOP_LOSS
40,XAUUSD,BUY,CHoCH,3310.72,3294.10,3294.10,3340.72,-83.10,0.25,0.00,0.00,-83.35,Tokyo_London_Overlap,NO,2025.05.28 10:30:00,2025.05.28 18:30:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3281.68,3340.72,3294.10,3340.72,2903,3000,2903,3000,YES,3,NO,0,0,0,STOP_LOSS
41,XAUUSD,BUY,CHoCH,3321.65,3296.35,3296.35,3351.65,-126.50,0.25,0.00,0.00,-126.75,London_NewYork_Overlap,NO,2025.05.29 19:00:00,2025.05.30 05:45:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3291.65,3351.65,3296.35,3351.65,3000,3000,3000,3000,YES,2,NO,0,0,0,STOP_LOSS
42,XAUUSD,BUY,BoS,3327.97,3360.02,3360.02,3401.55,160.25,0.25,0.00,0.00,160.00,Asia,NO,2025.06.02 09:15:00,2025.06.03 06:30:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3297.97,3352.97,3360.02,3401.55,3000,2500,3000,2500,YES,20,YES,4,0,0,STOP_LOSS
43,XAUUSD,BUY,CHoCH,3335.38,3317.62,3317.62,3365.38,-88.80,0.25,0.00,0.00,-89.05,London,NO,2025.06.10 14:00:00,2025.06.11 02:15:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3305.38,3365.38,3317.62,3365.38,3000,3000,3000,3000,YES,3,NO,0,0,0,STOP_LOSS
44,XAUUSD,BUY,BoS,3339.82,3347.07,3347.07,3397.07,36.25,0.25,0.00,0.00,36.00,London_NewYork_Overlap,NO,2025.06.11 15:30:00,2025.06.12 10:30:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3309.82,3364.82,3347.07,3397.07,3000,2500,3000,2500,YES,12,YES,3,0,0,STOP_LOSS
45,XAUUSD,BUY,CHoCH,3395.06,3365.13,3365.13,3425.06,-149.65,0.25,0.00,0.00,-149.90,Sydney_Tokyo_Overlap,NO,2025.06.18 07:30:00,2025.06.18 22:30:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3365.06,3425.06,3365.13,3425.06,3000,3000,3000,3000,YES,2,NO,0,0,0,STOP_LOSS
46,XAUUSD,BUY,CHoCH,3368.67,3354.62,3354.62,3398.67,-70.25,0.25,0.00,0.00,-70.50,NewYork,NO,2025.06.23 01:00:00,2025.06.23 04:15:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3354.62,3398.67,3354.62,3398.67,1405,3000,1405,3000,NO,0,NO,0,0,0,STOP_LOSS
47,XAUUSD,BUY,BoS,3358.23,3334.62,3334.62,3388.23,-118.05,0.25,0.00,0.00,-118.30,NewYork,NO,2025.07.02 23:00:00,2025.07.03 15:30:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3328.23,3388.23,3334.62,3388.23,3000,3000,3000,3000,YES,2,NO,0,0,0,STOP_LOSS
48,XAUUSD,BUY,BoS,3358.80,3334.62,3334.62,3383.80,-120.90,0.25,0.00,0.00,-121.15,NewYork,NO,2025.07.02 23:15:00,2025.07.03 15:30:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3328.80,3383.80,3334.62,3383.80,3000,2500,3000,2500,YES,2,NO,0,0,0,STOP_LOSS
49,XAUUSD,BUY,BoS,3327.67,3344.57,3344.57,3390.49,84.50,0.25,0.00,0.00,84.25,Sydney_Tokyo_Overlap,NO,2025.07.11 03:30:00,2025.07.14 17:30:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3300.12,3357.67,3344.57,3390.49,2755,3000,2755,3000,YES,21,YES,3,0,0,STOP_LOSS
50,XAUUSD,BUY,BoS,3335.88,3344.57,3344.57,3385.26,43.45,0.25,0.00,0.00,43.20,Sydney_Tokyo_Overlap,NO,2025.07.11 03:45:00,2025.07.14 17:30:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3305.88,3360.88,3344.57,3385.26,3000,2500,3000,2500,YES,16,YES,2,0,0,STOP_LOSS
51,XAUUSD,BUY,CHoCH,3357.82,3402.76,3402.76,3452.20,224.70,0.25,0.00,0.00,224.45,Sydney_Tokyo_Overlap,NO,2025.07.21 08:00:00,2025.07.23 18:45:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3335.00,3387.82,3402.76,3452.20,2282,3000,2282,3000,YES,30,YES,5,0,0,STOP_LOSS
52,XAUUSD,BUY,BoS,3400.48,3402.76,3402.76,3445.90,11.40,0.25,0.00,0.00,11.15,London_NewYork_Overlap,NO,2025.07.22 15:30:00,2025.07.23 18:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3373.26,3425.48,3402.76,3445.90,2721,2500,2721,2500,YES,12,YES,2,0,0,STOP_LOSS
53,XAUUSD,BUY,CHoCH,3300.91,3330.91,3271.59,3330.91,150.00,0.25,0.00,0.00,149.75,London_NewYork_Overlap,NO,2025.08.01 15:30:00,2025.08.01 15:45:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3271.59,3330.91,3271.59,3330.91,2931,3000,2931,3000,NO,0,NO,0,0,0,TAKE_PROFIT
54,XAUUSD,BUY,BoS,3363.78,3353.23,3353.23,3403.23,-52.75,0.25,0.00,0.00,-53.00,London,NO,2025.08.04 14:15:00,2025.08.05 13:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3335.07,3388.78,3353.23,3403.23,2871,2500,2871,2500,YES,6,YES,1,0,0,STOP_LOSS
55,XAUUSD,BUY,CHoCH,3379.88,3359.47,3359.47,3409.88,-102.05,0.25,0.00,0.00,-102.30,London_NewYork_Overlap,NO,2025.08.05 17:30:00,2025.08.06 12:45:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3349.88,3409.88,3359.47,3409.88,3000,3000,3000,3000,YES,4,NO,0,0,0,STOP_LOSS
56,XAUUSD,BUY,BoS,3387.95,3375.59,3375.59,3425.59,-61.80,0.25,0.00,0.00,-62.05,Tokyo_London_Overlap,NO,2025.08.07 10:15:00,2025.08.11 04:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3357.95,3412.95,3375.59,3425.59,3000,2500,3000,2500,YES,8,YES,1,0,0,STOP_LOSS
58,XAUUSD,BUY,BoS,3373.02,3343.02,3343.02,3398.02,-150.00,0.25,0.00,0.00,-150.25,Sydney_Tokyo_Overlap,NO,2025.08.14 03:30:00,2025.08.14 11:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3343.02,3398.02,3343.02,3398.02,3000,2500,3000,2500,NO,0,NO,0,0,0,STOP_LOSS
57,XAUUSD,BUY,BoS,3367.97,3341.10,3341.10,3397.97,-134.35,0.25,0.00,0.00,-134.60,Sydney_Tokyo_Overlap,NO,2025.08.14 03:15:00,2025.08.14 17:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3339.97,3397.97,3341.10,3397.97,2800,3000,2800,3000,YES,1,NO,0,0,0,STOP_LOSS
60,XAUUSD,BUY,CHoCH,3333.68,3363.68,3311.44,3363.68,150.00,0.25,0.00,0.00,149.75,London_NewYork_Overlap,NO,2025.08.22 17:00:00,2025.08.22 17:15:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3311.44,3363.68,3311.44,3363.68,2223,3000,2223,3000,NO,0,NO,0,0,0,TAKE_PROFIT
59,XAUUSD,BUY,CHoCH,3340.58,3472.28,3472.28,3517.49,658.50,0.25,0.00,0.00,658.25,London_NewYork_Overlap,NO,2025.08.20 16:30:00,2025.09.02 10:45:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3310.58,3370.58,3472.28,3517.49,3000,3000,3000,3000,YES,75,YES,12,0,0,STOP_LOSS
61,XAUUSD,BUY,CHoCH,3369.05,3472.28,3472.28,3517.49,516.15,0.25,0.00,0.00,515.90,Sydney_Tokyo_Overlap,NO,2025.08.26 03:15:00,2025.09.02 10:45:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3341.29,3399.05,3472.28,3517.49,2776,3000,2776,3000,YES,60,YES,10,0,0,STOP_LOSS
62,XAUUSD,BUY,BoS,3385.59,3472.28,3472.28,3517.49,433.45,0.25,0.00,0.00,433.20,NewYork,NO,2025.08.26 22:00:00,2025.09.02 10:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3357.29,3410.59,3472.28,3517.49,2830,2500,2830,2500,YES,55,YES,9,0,0,STOP_LOSS
63,XAUUSD,BUY,CHoCH,3554.65,3636.14,3636.14,3676.94,407.45,0.25,0.00,0.00,407.20,London_NewYork_Overlap,NO,2025.09.05 15:30:00,2025.09.09 18:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3534.86,3584.65,3636.14,3676.94,1978,3000,1978,3000,YES,27,YES,7,0,0,STOP_LOSS
64,XAUUSD,BUY,BoS,3598.00,3636.14,3636.14,3676.94,190.70,0.25,0.00,0.00,190.45,Asia,NO,2025.09.08 10:00:00,2025.09.09 18:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3569.64,3623.00,3636.14,3676.94,2836,2500,2836,2500,YES,20,YES,5,0,0,STOP_LOSS
65,XAUUSD,BUY,CHoCH,3653.74,3669.40,3669.40,3713.43,78.30,0.25,0.00,0.00,78.05,London_NewYork_Overlap,NO,2025.09.15 16:30:00,2025.09.17 10:15:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3623.81,3683.74,3669.40,3713.43,2992,3000,2992,3000,YES,17,YES,2,0,0,STOP_LOSS
66,XAUUSD,BUY,BoS,3684.18,3669.40,3669.40,3719.40,-73.90,0.25,0.00,0.00,-74.15,Sydney_Tokyo_Overlap,NO,2025.09.16 03:45:00,2025.09.17 10:15:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3664.76,3709.18,3669.40,3719.40,1941,2500,1941,2500,YES,4,YES,1,0,0,STOP_LOSS
67,XAUUSD,BUY,CHoCH,3640.08,3758.07,3758.07,3804.30,589.95,0.25,0.00,0.00,589.70,Sydney_Tokyo_Overlap,NO,2025.09.19 04:00:00,2025.09.23 21:45:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3626.31,3670.08,3758.07,3804.30,1376,3000,1376,3000,YES,54,YES,10,0,0,STOP_LOSS
68,XAUUSD,BUY,BoS,3656.65,3758.07,3758.07,3804.30,507.10,0.25,0.00,0.00,506.85,London_NewYork_Overlap,NO,2025.09.19 16:45:00,2025.09.23 21:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3633.84,3681.65,3758.07,3804.30,2280,2500,2280,2500,YES,50,YES,10,0,0,STOP_LOSS
69,XAUUSD,BUY,CHoCH,3751.40,3727.68,3727.68,3781.40,-118.60,0.25,0.00,0.00,-118.85,Tokyo_London_Overlap,NO,2025.09.25 10:45:00,2025.09.25 16:30:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3721.40,3781.40,3727.68,3781.40,3000,3000,3000,3000,YES,2,NO,0,0,0,STOP_LOSS
70,XAUUSD,BUY,CHoCH,3752.13,3839.89,3839.89,3883.71,438.80,0.25,0.00,0.00,438.55,London_NewYork_Overlap,NO,2025.09.26 16:00:00,2025.09.30 10:45:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3724.55,3782.13,3839.89,3883.71,2757,3000,2757,3000,YES,43,YES,9,0,0,STOP_LOSS
