base_ref,base_lot,is_compound,trailing_dist,initial_tp_dist,min_sl_dist,sl_safety_buffer,be_trigger,pt_exit,total_trades,wins,losses,win_rate,total_net_pnl,final_balance,max_dd_usd,max_dd_pct,profit_factor
2000.0,0.15,False,25.0,30.0,12.0,3.0,8.0,350.0,78,39,39,50.0,172.46,1172.46,1137.55,57.06,1.03
2000.0,0.15,False,25.0,35.0,12.0,3.0,8.0,350.0,78,39,39,50.0,172.46,1172.46,1137.55,57.06,1.03
2000.0,0.15,False,25.0,40.0,12.0,3.0,8.0,350.0,78,39,39,50.0,172.46,1172.46,1137.55,57.06,1.03
2500.0,0.15,False,25.0,30.0,12.0,2.0,8.0,0.0,78,25,53,32.05,170.61,1170.61,1024.45,55.19,1.03
2000.0,0.15,False,25.0,30.0,12.0,3.0,8.0,0.0,78,38,40,48.72,169.26,1169.26,1043.09,53.99,1.03
2500.0,0.25,False,25.0,25.0,10.0,2.0,8.0,0.0,78,26,52,33.33,167.98,1167.98,1730.46,87.55,1.02
2500.0,0.25,False,25.0,25.0,12.0,2.0,8.0,0.0,78,26,52,33.33,164.55,1164.55,1733.89,87.72,1.02
2000.0,0.15,False,25.0,40.0,12.0,3.0,8.0,0.0,78,38,40,48.72,164.27,1164.27,965.05,55.42,1.03
2500.0,0.1,False,25.0,30.0,10.0,2.0,8.0,350.0,78,25,53,32.05,161.39,1161.39,641.4,43.4,1.04
2500.0,0.1,False,25.0,30.0,12.0,2.0,8.0,350.0,78,25,53,32.05,160.06,1160.06,642.73,43.49,1.04
2000.0,0.15,False,20.0,35.0,10.0,3.0,10.0,0.0,78,39,39,50.0,159.66,1159.66,941.14,57.83,1.03
2000.0,0.2,False,20.0,35.0,12.0,3.0,12.0,0.0,78,39,39,50.0,159.52,1159.52,1247.05,70.99,1.02
2000.0,0.3,False,15.0,35.0,10.0,3.0,8.0,0.0,78,38,40,48.72,158.28,1158.28,1701.93,92.41,1.02
2500.0,0.1,False,25.0,25.0,10.0,2.0,8.0,350.0,78,26,52,33.33,158.24,1158.24,693.77,50.2,1.04
2500.0,0.1,False,25.0,25.0,12.0,2.0,8.0,350.0,78,26,52,33.33,156.91,1156.91,695.1,50.29,1.04
2500.0,0.3,False,25.0,25.0,10.0,2.0,8.0,0.0,78,26,52,33.33,155.55,1155.55,2076.32,96.25,1.01
2000.0,0.3,False,20.0,35.0,12.0,3.0,12.0,0.0,78,39,39,50.0,153.13,1153.13,1894.93,88.31,1.01
2000.0,0.2,False,20.0,35.0,10.0,2.0,8.0,0.0,78,36,42,46.15,151.56,1151.56,1372.66,87.25,1.02
2500.0,0.3,False,25.0,25.0,12.0,2.0,8.0,0.0,78,26,52,33.33,151.49,1151.49,2080.38,96.44,1.01
2000.0,0.2,False,15.0,35.0,10.0,3.0,8.0,0.0,78,38,40,48.72,148.6,1148.6,1127.01,72.11,1.02
2000.0,0.3,False,20.0,35.0,10.0,2.0,8.0,0.0,78,36,42,46.15,146.85,1146.85,2073.18,111.64,1.01
2000.0,0.3,False,15.0,40.0,10.0,3.0,8.0,0.0,78,38,40,48.72,144.9,1144.9,1701.93,92.41,1.01
2000.0,0.1,False,25.0,30.0,10.0,3.0,8.0,0.0,78,38,40,48.72,139.55,1139.55,688.44,38.67,1.04
2000.0,0.1,False,25.0,30.0,10.0,3.0,8.0,350.0,78,38,40,48.72,139.55,1139.55,688.44,38.67,1.04
2000.0,0.2,False,15.0,40.0,10.0,3.0,8.0,0.0,78,38,40,48.72,139.49,1139.49,1127.01,72.11,1.02
2500.0,0.15,False,25.0,20.0,10.0,3.0,8.0,350.0,78,29,49,37.18,138.78,1138.78,915.74,60.7,1.02
2500.0,0.15,False,25.0,20.0,12.0,3.0,8.0,350.0,78,29,49,37.18,138.78,1138.78,915.74,60.7,1.02
2000.0,0.1,False,20.0,35.0,10.0,3.0,10.0,350.0,78,39,39,50.0,134.08,1134.08,612.33,43.93,1.03
2000.0,0.1,False,20.0,40.0,10.0,3.0,10.0,350.0,78,39,39,50.0,134.08,1134.08,612.33,43.93,1.03
2000.0,0.15,False,20.0,35.0,12.0,3.0,10.0,0.0,78,39,39,50.0,132.24,1132.24,941.14,59.58,1.02
2500.0,0.1,False,25.0,20.0,10.0,3.0,8.0,250.0,78,29,49,37.18,131.92,1131.92,603.43,45.26,1.03
2500.0,0.1,False,25.0,20.0,12.0,3.0,8.0,250.0,78,29,49,37.18,131.92,1131.92,603.43,45.26,1.03
2000.0,0.1,False,25.0,40.0,10.0,3.0,8.0,0.0,78,38,40,48.72,130.19,1130.19,637.71,39.44,1.04
2000.0,0.25,False,20.0,35.0,12.0,3.0,12.0,0.0,78,39,39,50.0,130.18,1130.18,1566.72,80.45,1.01
2000.0,0.1,False,25.0,20.0,10.0,3.0,8.0,250.0,78,39,39,50.0,130.1,1130.1,735.84,42.67,1.04
2000.0,0.2,False,15.0,35.0,12.0,3.0,8.0,0.0,78,38,40,48.72,126.47,1126.47,1149.13,73.53,1.02
2000.0,0.3,False,15.0,35.0,12.0,3.0,8.0,0.0,78,38,40,48.72,124.73,1124.73,1735.48,94.23,1.01
2000.0,0.15,False,20.0,30.0,10.0,3.0,8.0,0.0,78,38,40,48.72,124.47,1124.47,809.29,49.95,1.02
2000.0,0.25,False,15.0,35.0,10.0,3.0,8.0,0.0,78,38,40,48.72,121.1,1121.1,1411.0,83.1,1.01
2000.0,0.1,False,25.0,30.0,12.0,3.0,8.0,0.0,78,38,40,48.72,120.95,1120.95,688.44,40.13,1.03
2000.0,0.1,False,25.0,30.0,12.0,3.0,8.0,350.0,78,38,40,48.72,120.95,1120.95,688.44,40.13,1.03
2500.0,0.1,False,25.0,30.0,10.0,2.0,8.0,0.0,78,25,53,32.05,118.58,1118.58,663.41,43.4,1.03
2000.0,0.3,False,20.0,25.0,10.0,3.0,8.0,0.0,78,38,40,48.72,117.39,1117.39,1913.36,79.46,1.01
2000.0,0.2,False,15.0,40.0,12.0,3.0,8.0,0.0,78,38,40,48.72,117.36,1117.36,1149.13,73.53,1.02
2500.0,0.1,False,25.0,30.0,12.0,2.0,8.0,0.0,78,25,53,32.05,117.25,1117.25,663.41,43.49,1.03
2000.0,0.1,False,20.0,35.0,12.0,3.0,10.0,350.0,78,39,39,50.0,115.48,1115.48,630.93,45.27,1.03
2000.0,0.1,False,20.0,40.0,12.0,3.0,10.0,350.0,78,39,39,50.0,115.48,1115.48,630.93,45.27,1.03
2000.0,0.25,False,20.0,35.0,10.0,2.0,8.0,0.0,78,36,42,46.15,115.17,1115.17,1713.23,100.13,1.01
2000.0,0.1,False,20.0,35.0,10.0,3.0,10.0,0.0,78,39,39,50.0,114.25,1114.25,619.65,43.93,1.03
2000.0,0.1,False,25.0,40.0,12.0,3.0,8.0,0.0,78,38,40,48.72,111.6,1111.6,637.71,40.93,1.03
2000.0,0.1,False,25.0,20.0,12.0,3.0,8.0,250.0,78,39,39,50.0,111.51,1111.51,735.84,44.28,1.03
2000.0,0.3,False,15.0,40.0,12.0,3.0,8.0,0.0,78,38,40,48.72,111.35,1111.35,1735.48,94.23,1.01
2000.0,0.15,False,15.0,25.0,10.0,3.0,8.0,350.0,78,38,40,48.72,110.09,1110.09,836.44,60.64,1.02
2000.0,0.15,False,15.0,30.0,10.0,3.0,8.0,350.0,78,38,40,48.72,110.09,1110.09,836.44,60.64,1.02
2000.0,0.15,False,15.0,35.0,10.0,3.0,8.0,350.0,78,38,40,48.72,110.09,1110.09,836.44,60.64,1.02
2000.0,0.15,False,15.0,40.0,10.0,3.0,8.0,350.0,78,38,40,48.72,110.09,1110.09,836.44,60.64,1.02
2000.0,0.2,False,20.0,25.0,10.0,3.0,8.0,0.0,78,38,40,48.72,109.44,1109.44,1249.36,62.09,1.02
2000.0,0.25,False,15.0,40.0,10.0,3.0,8.0,0.0,78,38,40,48.72,107.81,1107.81,1411.0,83.1,1.01
2500.0,0.2,False,25.0,25.0,10.0,2.0,8.0,0.0,78,26,52,33.33,104.92,1104.92,1375.93,77.51,1.01
2000.0,0.3,False,20.0,20.0,10.0,3.0,8.0,350.0,78,43,35,55.13,103.93,1103.93,1781.76,136.85,1.01
2000.0,0.3,False,20.0,25.0,10.0,3.0,8.0,350.0,78,43,35,55.13,103.93,1103.93,1781.76,136.85,1.01
2000.0,0.3,False,20.0,30.0,10.0,3.0,8.0,350.0,78,43,35,55.13,103.93,1103.93,1781.76,136.85,1.01
2000.0,0.3,False,20.0,35.0,10.0,3.0,8.0,350.0,78,43,35,55.13,103.93,1103.93,1781.76,136.85,1.01
2000.0,0.3,False,20.0,40.0,10.0,3.0,8.0,350.0,78,43,35,55.13,103.93,1103.93,1781.76,136.85,1.01
2000.0,0.2,False,25.0,25.0,10.0,3.0,8.0,0.0,78,38,40,48.72,103.36,1103.36,1561.0,65.32,1.01
2500.0,0.2,False,25.0,25.0,12.0,2.0,8.0,0.0,78,26,52,33.33,102.19,1102.19,1378.67,77.66,1.01
2500.0,0.25,False,25.0,30.0,10.0,3.0,8.0,0.0,78,25,53,32.05,99.77,1099.77,1716.37,76.25,1.01
2500.0,0.25,False,25.0,30.0,12.0,3.0,8.0,0.0,78,25,53,32.05,99.77,1099.77,1716.37,76.25,1.01
2000.0,0.15,False,20.0,30.0,12.0,3.0,8.0,0.0,78,38,40,48.72,97.05,1097.05,809.29,51.85,1.02
2000.0,0.25,False,20.0,25.0,10.0,3.0,8.0,0.0,78,38,40,48.72,96.37,1096.37,1603.43,71.37,1.01
2000.0,0.1,False,20.0,35.0,12.0,3.0,10.0,0.0,78,39,39,50.0,95.65,1095.65,630.93,45.27,1.02
2000.0,0.3,False,25.0,25.0,10.0,3.0,8.0,0.0,78,38,40,48.72,94.56,1094.56,2381.03,84.72,1.01
2000.0,0.15,False,15.0,25.0,12.0,3.0,8.0,350.0,78,38,40,48.72,93.67,1093.67,852.86,61.83,1.02
2000.0,0.15,False,15.0,30.0,12.0,3.0,8.0,350.0,78,38,40,48.72,93.67,1093.67,852.86,61.83,1.02
2000.0,0.15,False,15.0,35.0,12.0,3.0,8.0,350.0,78,38,40,48.72,93.67,1093.67,852.86,61.83,1.02
2000.0,0.15,False,15.0,40.0,12.0,3.0,8.0,350.0,78,38,40,48.72,93.67,1093.67,852.86,61.83,1.02
2000.0,0.25,False,15.0,35.0,12.0,3.0,8.0,0.0,78,38,40,48.72,93.26,1093.26,1438.83,84.74,1.01
2000.0,0.1,False,20.0,30.0,10.0,3.0,8.0,0.0,78,38,40,48.72,89.2,1089.2,533.95,37.57,1.03
2000.0,0.1,False,20.0,30.0,10.0,3.0,8.0,350.0,78,38,40,48.72,89.2,1089.2,533.95,37.57,1.03
2000.0,0.15,False,20.0,35.0,10.0,3.0,12.0,0.0,78,39,39,50.0,87.69,1087.69,941.14,57.83,1.01
2000.0,0.1,False,20.0,35.0,10.0,3.0,12.0,350.0,78,39,39,50.0,85.86,1085.86,612.33,43.93,1.02
2000.0,0.1,False,20.0,40.0,10.0,3.0,12.0,350.0,78,39,39,50.0,85.86,1085.86,612.33,43.93,1.02
2500.0,0.15,False,25.0,25.0,10.0,2.0,8.0,0.0,78,26,52,33.33,85.05,1085.05,1031.8,65.17,1.01
2000.0,0.2,False,25.0,20.0,10.0,3.0,8.0,0.0,78,39,39,50.0,83.9,1083.9,1571.11,75.39,1.01
2500.0,0.15,False,25.0,25.0,12.0,2.0,8.0,0.0,78,26,52,33.33,83.02,1083.02,1033.83,65.3,1.01
2000.0,0.25,False,15.0,40.0,12.0,3.0,8.0,0.0,78,38,40,48.72,79.97,1079.97,1438.83,84.74,1.01
2000.0,0.15,False,20.0,20.0,10.0,3.0,10.0,350.0,78,40,38,51.28,77.37,1077.37,1132.16,61.51,1.01
2500.0,0.1,False,25.0,30.0,10.0,3.0,8.0,350.0,78,25,53,32.05,76.87,1076.87,671.51,45.74,1.02
2500.0,0.1,False,25.0,30.0,12.0,3.0,8.0,350.0,78,25,53,32.05,76.87,1076.87,671.51,45.74,1.02
2000.0,0.2,False,20.0,35.0,12.0,2.0,8.0,0.0,78,36,42,46.15,76.57,1076.57,1447.65,92.01,1.01
2500.0,0.3,False,25.0,30.0,10.0,3.0,8.0,0.0,78,25,53,32.05,75.52,1075.52,2091.51,82.99,1.01
2500.0,0.3,False,25.0,30.0,12.0,3.0,8.0,0.0,78,25,53,32.05,75.52,1075.52,2091.51,82.99,1.01
2000.0,0.3,False,25.0,20.0,10.0,3.0,8.0,0.0,78,39,39,50.0,74.61,1074.61,2394.57,102.49,1.01
2500.0,0.1,False,25.0,25.0,10.0,3.0,8.0,350.0,78,26,52,33.33,73.71,1073.71,733.89,53.1,1.02
2500.0,0.1,False,25.0,25.0,12.0,3.0,8.0,350.0,78,26,52,33.33,73.71,1073.71,733.89,53.1,1.02
2000.0,0.2,False,20.0,25.0,12.0,3.0,8.0,0.0,78,38,40,48.72,72.48,1072.48,1249.36,64.45,1.01
2000.0,0.15,False,15.0,35.0,10.0,3.0,8.0,0.0,78,38,40,48.72,72.11,1072.11,836.44,58.98,1.01
2000.0,0.25,False,25.0,25.0,10.0,3.0,8.0,0.0,78,38,40,48.72,71.99,1071.99,1994.39,75.7,1.01
2000.0,0.1,False,20.0,30.0,12.0,3.0,8.0,0.0,78,38,40,48.72,70.6,1070.6,533.95,38.98,1.02
2000.0,0.1,False,20.0,30.0,12.0,3.0,8.0,350.0,78,38,40,48.72,70.6,1070.6,533.95,38.98,1.02
2000.0,0.1,False,20.0,35.0,12.0,3.0,12.0,350.0,78,39,39,50.0,67.26,1067.26,630.93,45.27,1.02
2000.0,0.1,False,20.0,40.0,12.0,3.0,12.0,350.0,78,39,39,50.0,67.26,1067.26,630.93,45.27,1.02
2000.0,0.2,False,25.0,25.0,12.0,3.0,8.0,0.0,78,38,40,48.72,66.4,1066.4,1561.0,67.8,1.01
2000.0,0.1,False,20.0,35.0,10.0,3.0,12.0,0.0,78,39,39,50.0,66.03,1066.03,619.65,43.93,1.02
2500.0,0.1,False,25.0,25.0,10.0,2.0,8.0,0.0,78,26,52,33.33,64.23,1064.23,693.77,50.2,1.02
2000.0,0.15,False,15.0,40.0,10.0,3.0,8.0,0.0,78,38,40,48.72,63.68,1063.68,836.44,58.98,1.01
2500.0,0.1,False,25.0,25.0,12.0,2.0,8.0,0.0,78,26,52,33.33,62.9,1062.9,695.1,50.29,1.02
2000.0,0.3,False,20.0,25.0,12.0,3.0,8.0,0.0,78,38,40,48.72,61.84,1061.84,1913.36,82.46,1.01
2000.0,0.1,False,15.0,35.0,10.0,3.0,8.0,350.0,78,38,40,48.72,60.32,1060.32,574.56,44.37,1.02
2000.0,0.1,False,15.0,40.0,10.0,3.0,8.0,350.0,78,38,40,48.72,60.32,1060.32,574.56,44.37,1.02
2000.0,0.15,False,20.0,35.0,12.0,3.0,12.0,0.0,78,39,39,50.0,60.27,1060.27,941.14,59.58,1.01
2000.0,0.15,False,20.0,35.0,10.0,2.0,8.0,0.0,78,36,42,46.15,58.65,1058.65,1028.26,72.11,1.01
2000.0,0.25,False,25.0,20.0,10.0,3.0,8.0,0.0,78,39,39,50.0,56.98,1056.98,1990.56,89.74,1.01
2000.0,0.15,False,15.0,35.0,12.0,3.0,8.0,0.0,78,38,40,48.72,55.7,1055.7,852.86,60.13,1.01
2000.0,0.1,False,25.0,25.0,10.0,3.0,8.0,250.0,78,38,40,48.72,54.19,1054.19,771.88,42.27,1.01
2000.0,0.1,False,25.0,40.0,10.0,3.0,8.0,250.0,78,38,40,48.72,53.42,1053.42,771.88,42.29,1.01
2000.0,0.1,False,25.0,30.0,10.0,3.0,8.0,250.0,78,38,40,48.72,53.42,1053.42,771.88,42.29,1.01
2000.0,0.1,False,25.0,35.0,10.0,3.0,8.0,250.0,78,38,40,48.72,53.42,1053.42,771.88,42.29,1.01
2000.0,0.15,False,20.0,25.0,10.0,3.0,10.0,350.0,78,40,38,51.28,53.03,1053.03,1119.08,59.31,1.01
2000.0,0.15,False,20.0,30.0,10.0,3.0,10.0,350.0,78,40,38,51.28,53.03,1053.03,1119.08,59.31,1.01
2000.0,0.15,False,20.0,35.0,10.0,3.0,10.0,350.0,78,40,38,51.28,53.03,1053.03,1119.08,59.31,1.01
2000.0,0.15,False,20.0,40.0,10.0,3.0,10.0,350.0,78,40,38,51.28,53.03,1053.03,1119.08,59.31,1.01
2000.0,0.1,False,20.0,35.0,10.0,2.0,8.0,350.0,78,36,42,46.15,51.77,1051.77,700.14,53.86,1.01
2000.0,0.1,False,20.0,40.0,10.0,2.0,8.0,350.0,78,36,42,46.15,51.77,1051.77,700.14,53.86,1.01
2500.0,0.1,False,25.0,40.0,10.0,2.0,8.0,250.0,78,26,52,33.33,50.94,1050.94,691.42,49.81,1.01
2500.0,0.1,False,25.0,30.0,10.0,2.0,8.0,250.0,78,26,52,33.33,50.94,1050.94,691.42,49.81,1.01
2500.0,0.1,False,25.0,35.0,10.0,2.0,8.0,250.0,78,26,52,33.33,50.94,1050.94,691.42,49.81,1.01
2000.0,0.25,False,20.0,25.0,12.0,3.0,8.0,0.0,78,38,40,48.72,50.36,1050.36,1603.43,74.07,1.01
2000.0,0.15,False,20.0,20.0,12.0,3.0,10.0,350.0,78,40,38,51.28,49.95,1049.95,1132.16,63.37,1.01
2500.0,0.1,False,25.0,35.0,12.0,2.0,8.0,250.0,78,26,52,33.33,49.61,1049.61,692.75,49.91,1.01
2500.0,0.1,False,25.0,40.0,12.0,2.0,8.0,250.0,78,26,52,33.33,49.61,1049.61,692.75,49.91,1.01
2500.0,0.1,False,25.0,30.0,12.0,2.0,8.0,250.0,78,26,52,33.33,49.61,1049.61,692.75,49.91,1.01
2000.0,0.1,False,15.0,35.0,12.0,3.0,8.0,350.0,78,38,40,48.72,48.9,1048.9,585.98,45.25,1.01
2000.0,0.1,False,15.0,40.0,12.0,3.0,8.0,350.0,78,38,40,48.72,48.9,1048.9,585.98,45.25,1.01
2000.0,0.3,False,20.0,20.0,12.0,3.0,8.0,350.0,78,43,35,55.13,48.38,1048.38,1837.31,141.11,1.0
2000.0,0.3,False,20.0,25.0,12.0,3.0,8.0,350.0,78,43,35,55.13,48.38,1048.38,1837.31,141.11,1.0
2000.0,0.3,False,20.0,30.0,12.0,3.0,8.0,350.0,78,43,35,55.13,48.38,1048.38,1837.31,141.11,1.0
2000.0,0.3,False,20.0,35.0,12.0,3.0,8.0,350.0,78,43,35,55.13,48.38,1048.38,1837.31,141.11,1.0
2000.0,0.3,False,20.0,40.0,12.0,3.0,8.0,350.0,78,43,35,55.13,48.38,1048.38,1837.31,141.11,1.0
2500.0,0.1,False,25.0,25.0,10.0,2.0,8.0,250.0,78,26,52,33.33,47.73,1047.73,691.42,49.81,1.01
2000.0,0.1,False,20.0,35.0,12.0,3.0,12.0,0.0,78,39,39,50.0,47.43,1047.43,630.93,45.27,1.01
2000.0,0.15,False,15.0,40.0,12.0,3.0,8.0,0.0,78,38,40,48.72,47.26,1047.26,852.86,60.13,1.01
2500.0,0.15,False,25.0,30.0,10.0,3.0,8.0,0.0,78,25,53,32.05,47.18,1047.18,1054.37,58.16,1.01
2500.0,0.15,False,25.0,30.0,12.0,3.0,8.0,0.0,78,25,53,32.05,47.18,1047.18,1054.37,58.16,1.01
2000.0,0.2,False,25.0,20.0,12.0,3.0,8.0,0.0,78,39,39,50.0,46.95,1046.95,1571.11,78.25,1.01
2500.0,0.2,False,25.0,30.0,10.0,3.0,8.0,0.0,78,25,53,32.05,46.73,1046.73,1410.49,68.16,1.01
2500.0,0.2,False,25.0,30.0,12.0,3.0,8.0,0.0,78,25,53,32.05,46.73,1046.73,1410.49,68.16,1.01
2500.0,0.1,False,25.0,25.0,12.0,2.0,8.0,250.0,78,26,52,33.33,46.4,1046.4,692.75,49.91,1.01
2500.0,0.1,False,25.0,30.0,10.0,2.0,10.0,350.0,78,26,52,33.33,43.99,1043.99,803.32,60.1,1.01
2500.0,0.1,False,25.0,30.0,12.0,2.0,10.0,350.0,78,26,52,33.33,42.66,1042.66,804.65,60.19,1.01
2000.0,0.15,False,20.0,25.0,10.0,3.0,8.0,0.0,78,38,40,48.72,41.64,1041.64,958.89,50.78,1.01
2000.0,0.1,False,15.0,35.0,10.0,3.0,8.0,0.0,78,38,40,48.72,40.69,1040.69,574.56,44.37,1.01
2000.0,0.1,False,20.0,20.0,10.0,3.0,10.0,250.0,78,40,38,51.28,39.02,1039.02,721.32,47.14,1.01
2000.0,0.3,False,25.0,25.0,12.0,3.0,8.0,0.0,78,38,40,48.72,39.01,1039.01,2381.03,87.93,1.0
2000.0,0.15,False,25.0,25.0,10.0,3.0,8.0,0.0,78,38,40,48.72,37.64,1037.64,1192.69,53.48,1.01
2000.0,0.1,False,20.0,25.0,10.0,3.0,8.0,0.0,78,38,40,48.72,36.91,1036.91,631.19,38.11,1.01
2000.0,0.1,False,20.0,25.0,10.0,3.0,8.0,350.0,78,38,40,48.72,36.91,1036.91,631.19,38.11,1.01
2000.0,0.1,False,25.0,25.0,10.0,3.0,8.0,0.0,78,38,40,48.72,36.45,1036.45,785.68,43.12,1.01
2000.0,0.1,False,25.0,25.0,10.0,3.0,8.0,350.0,78,38,40,48.72,36.45,1036.45,785.68,43.12,1.01
2000.0,0.1,False,15.0,40.0,10.0,3.0,8.0,0.0,78,38,40,48.72,36.43,1036.43,574.56,44.37,1.01
2000.0,0.1,False,25.0,25.0,12.0,3.0,8.0,250.0,78,38,40,48.72,35.59,1035.59,771.88,42.71,1.01
2000.0,0.1,False,25.0,35.0,12.0,3.0,8.0,250.0,78,38,40,48.72,34.82,1034.82,771.88,42.72,1.01
2000.0,0.1,False,25.0,40.0,12.0,3.0,8.0,250.0,78,38,40,48.72,34.82,1034.82,771.88,42.72,1.01
2000.0,0.1,False,25.0,30.0,12.0,3.0,8.0,250.0,78,38,40,48.72,34.82,1034.82,771.88,42.72,1.01
2000.0,0.3,False,20.0,35.0,12.0,2.0,8.0,0.0,78,36,42,46.15,34.29,1034.29,2185.74,117.7,1.0
2500.0,0.1,False,25.0,30.0,10.0,3.0,8.0,0.0,78,25,53,32.05,34.06,1034.06,683.76,45.74,1.01
2500.0,0.1,False,25.0,30.0,12.0,3.0,8.0,0.0,78,25,53,32.05,34.06,1034.06,683.76,45.74,1.01
2500.0,0.15,False,25.0,25.0,10.0,2.0,10.0,350.0,78,29,49,37.18,33.02,1033.02,1229.8,78.8,1.0
2500.0,0.15,False,25.0,30.0,10.0,2.0,10.0,350.0,78,29,49,37.18,33.02,1033.02,1229.8,78.8,1.0
2500.0,0.15,False,25.0,35.0,10.0,2.0,10.0,350.0,78,29,49,37.18,33.02,1033.02,1229.8,78.8,1.0
2500.0,0.15,False,25.0,40.0,10.0,2.0,10.0,350.0,78,29,49,37.18,33.02,1033.02,1229.8,78.8,1.0
2000.0,0.1,False,20.0,35.0,10.0,2.0,8.0,0.0,78,36,42,46.15,31.94,1031.94,700.14,53.86,1.01
2500.0,0.15,False,25.0,25.0,12.0,2.0,10.0,350.0,78,29,49,37.18,30.99,1030.99,1229.8,78.96,1.0
2500.0,0.15,False,25.0,30.0,12.0,2.0,10.0,350.0,78,29,49,37.18,30.99,1030.99,1229.8,78.96,1.0
2500.0,0.15,False,25.0,35.0,12.0,2.0,10.0,350.0,78,29,49,37.18,30.99,1030.99,1229.8,78.96,1.0
2500.0,0.15,False,25.0,40.0,12.0,2.0,10.0,350.0,78,29,49,37.18,30.99,1030.99,1229.8,78.96,1.0
2000.0,0.1,False,15.0,35.0,12.0,3.0,8.0,0.0,78,38,40,48.72,29.27,1029.27,585.98,45.25,1.01
2000.0,0.25,False,25.0,25.0,12.0,3.0,8.0,0.0,78,38,40,48.72,25.97,1025.97,1994.39,78.56,1.0
2000.0,0.15,False,18.0,20.0,10.0,3.0,8.0,350.0,78,38,40,48.72,25.7,1025.7,910.47,67.59,1.0
2000.0,0.15,False,20.0,25.0,12.0,3.0,10.0,350.0,78,40,38,51.28,25.61,1025.61,1119.08,61.1,1.0
2000.0,0.15,False,20.0,30.0,12.0,3.0,10.0,350.0,78,40,38,51.28,25.61,1025.61,1119.08,61.1,1.0
2000.0,0.15,False,20.0,35.0,12.0,3.0,10.0,350.0,78,40,38,51.28,25.61,1025.61,1119.08,61.1,1.0
2000.0,0.15,False,20.0,40.0,12.0,3.0,10.0,350.0,78,40,38,51.28,25.61,1025.61,1119.08,61.1,1.0
2000.0,0.1,False,15.0,40.0,12.0,3.0,8.0,0.0,78,38,40,48.72,25.01,1025.01,585.98,45.25,1.01
2000.0,0.15,False,25.0,20.0,10.0,3.0,8.0,0.0,78,39,39,50.0,24.34,1024.34,1199.46,59.45,1.0
4500.0,0.25,False,12.0,40.0,10.0,2.0,10.0,0.0,78,25,53,32.05,23.87,1023.87,3018.71,97.48,1.0
4500.0,0.25,False,12.0,40.0,10.0,3.0,10.0,0.0,78,25,53,32.05,23.87,1023.87,3018.71,97.48,1.0
4500.0,0.25,False,12.0,40.0,12.0,2.0,10.0,0.0,78,25,53,32.05,23.87,1023.87,3018.71,97.48,1.0
4500.0,0.25,False,12.0,40.0,12.0,3.0,10.0,0.0,78,25,53,32.05,23.87,1023.87,3018.71,97.48,1.0
2000.0,0.1,False,15.0,25.0,10.0,3.0,8.0,250.0,78,38,40,48.72,22.88,1022.88,574.56,44.36,1.01
4500.0,0.3,False,12.0,40.0,10.0,2.0,10.0,0.0,78,25,53,32.05,22.85,1022.85,3618.4,108.91,1.0
4500.0,0.3,False,12.0,40.0,10.0,3.0,10.0,0.0,78,25,53,32.05,22.85,1022.85,3618.4,108.91,1.0
4500.0,0.3,False,12.0,40.0,12.0,2.0,10.0,0.0,78,25,53,32.05,22.85,1022.85,3618.4,108.91,1.0
4500.0,0.3,False,12.0,40.0,12.0,3.0,10.0,0.0,78,25,53,32.05,22.85,1022.85,3618.4,108.91,1.0
2000.0,0.1,False,15.0,30.0,10.0,3.0,8.0,250.0,78,38,40,48.72,22.11,1022.11,574.56,44.36,1.01
2000.0,0.1,False,15.0,35.0,10.0,3.0,8.0,250.0,78,38,40,48.72,22.11,1022.11,574.56,44.36,1.01
2000.0,0.1,False,15.0,40.0,10.0,3.0,8.0,250.0,78,38,40,48.72,22.11,1022.11,574.56,44.36,1.01
2000.0,0.25,False,20.0,35.0,12.0,2.0,8.0,0.0,78,36,42,46.15,21.96,1021.96,1806.44,105.58,1.0
2000.0,0.1,False,25.0,20.0,10.0,3.0,8.0,0.0,78,39,39,50.0,21.43,1021.43,790.08,45.54,1.01
2000.0,0.1,False,25.0,20.0,10.0,3.0,8.0,350.0,78,39,39,50.0,21.43,1021.43,790.08,45.54,1.01
2000.0,0.1,False,20.0,20.0,12.0,3.0,10.0,250.0,78,40,38,51.28,20.42,1020.42,721.32,48.57,1.01
2000.0,0.3,False,25.0,20.0,12.0,3.0,8.0,0.0,78,39,39,50.0,19.05,1019.05,2394.57,106.37,1.0
2000.0,0.1,False,20.0,25.0,12.0,3.0,8.0,0.0,78,38,40,48.72,18.32,1018.32,631.19,39.54,1.01
2000.0,0.1,False,20.0,25.0,12.0,3.0,8.0,350.0,78,38,40,48.72,18.32,1018.32,631.19,39.54,1.01
2000.0,0.1,False,25.0,25.0,12.0,3.0,8.0,0.0,78,38,40,48.72,17.86,1017.86,785.68,43.56,1.0
2000.0,0.1,False,25.0,25.0,12.0,3.0,8.0,350.0,78,38,40,48.72,17.86,1017.86,785.68,43.56,1.0
2000.0,0.15,False,20.0,25.0,12.0,3.0,8.0,0.0,78,38,40,48.72,14.22,1014.22,958.89,52.7,1.0
2000.0,0.1,False,20.0,35.0,12.0,2.0,8.0,350.0,78,36,42,46.15,14.2,1014.2,737.71,56.75,1.0
