source_year,year,entry_time,source,signal,entry_price,timeframe,mfe_target,mae_target,actual_net_profit,session_name,session_is_dst,last_bos_age_hours,last_choch_age_hours,choch_to_bos_hours,last_bos_direction,last_choch_direction,bos_choch_aligned,h1_trend_aligned,h1_above_ema200,h1_atr_14,h1_vol_ratio,body_ratio,vol_ratio,atr_14,hour_of_day,day_of_week,session_priority,is_london,is_ny,is_overlap,distance_to_last_ll_pips,distance_to_last_hh_pips,h4_ema200_distance_pct,spread_to_atr_ratio,body_ratio_ea,h4_atr_14,h1_atr_14_pct,h1_ext_ema200_distance_atr,h4_ema200_distance_atr,h1_ext_ema200_distance_pct,h4_vol_ratio,spread_pct,init_risk_points,atr_14_pct,m15_ema200_distance_atr,m15_ema200_distance_pct,spread,body_ratio_min,body_ratio_passed,body_ratio_mode_enc,init_reward_points,initial_rr,momentum_3_atr,momentum_5_atr,momentum_10_atr,session_zone_name,session_zone_is_dst,minutes_from_session_open,minutes_to_session_close,session_range_points,price_position_session_range,distance_to_session_high_atr,distance_to_session_low_atr,h4_atr_14_pct,h1_ext_atr_14_pct,init_risk_pct,double_trend_aligned,cycle,is_bos_entry,predicted_mfe,predicted_mae,expected_rr,s4_lot,s4_profit,s5_lot,s5_profit
2020-12-30,2020,2020-01-16 02:00:00,EXECUTED,BUY,1557.84,M15,20.000000000004547,985.99999999999,-68.69999999999891,Sydney_Tokyo_Overlap,NO,161.75,0.0,161.75,-1,1,0,1,1,3.257857142857152,0.5550210003818251,0.8777777777777596,0.9971910112359552,0.9985714285714136,2,3,0,0,0,0,17.5,3.300000000001546,1.428849873147908,13.018597997138963,0.8777777777777596,6.056428571428553,0.2091265561840209,2.441730200134397,3.675300484654607,0.0,0.418397157200799,0.8344887793354901,300.0,0.0640997425006042,7.123932382327134,0.4566422312988856,13.0,0.5,1.0,1.0,300.0,1.0,2.2231759656652965,1.6223175965664385,1.8826895565092088,Sydney_Tokyo_Overlap,NO,60.0,360.0,453.0,1.0,0.0,4.536480686695319,0.3887708989003076,0.0,19.257433369280545,0.0,,False,977.207024205999,931.2480976452099,1.0493519682638843,0.05,-46.562404882260495,0.0,0.0
2020-12-30,2020,2020-01-16 17:30:00,EXECUTED,SELL,1548.72,M15,74.00000000000091,1200.999999999999,-93.09999999999944,London_NewYork_Overlap,NO,177.25,0.0,177.25,-1,-1,1,1,1,2.698571428571426,3.159294866398397,0.7935103244838217,1.9369783138304244,2.242142857142864,17,3,1,0,1,0,-87.69999999999982,87.69999999999982,0.8041144298078092,4.014017202930857,0.7935103244838217,5.5428571428571205,0.1742452753610353,-0.6692884979150069,2.246762035598888,0.0,1.8030320827854849,0.5811250581125058,300.0,0.1447739331281874,-1.710859186927072,-0.247687813519925,9.0,0.5,1.0,1.0,300.0,1.0,-2.270149729213081,-2.02038865880852,-3.3048741637464425,London_NewYork_Overlap,NO,210.0,30.0,845.0,0.0011834319526616,3.764256132526295,0.0044600191143635,0.3578992421391291,0.0,19.370835270416865,0.0,,False,760.7611410167729,1277.4723056057403,0.595520652524864,0.0,0.0,0.0,0.0
2020-12-30,2020,2020-01-17 14:15:00,EXECUTED,BUY,1558.06,M15,470.00000000000455,404.99999999999545,22.59999999999991,London_NewYork_Overlap,NO,198.0,0.0,198.0,-1,1,0,1,1,2.2071428571428475,1.2632969937231582,0.4326530612244996,1.0317975340687866,1.0142857142857338,14,4,2,1,1,1,5.699999999999363,-5.699999999999363,1.3419825083007837,9.859154929577276,0.4326530612244996,5.31499999999999,0.1416596830123902,3.1197581600240927,3.933940295170504,0.0,1.2503248534549969,0.6418238065286318,300.0,0.0650992718050482,4.682007391496324,0.3047952717722639,10.0,0.5,1.0,1.0,300.0,1.0,1.9422535211267504,1.3014084507041377,2.592957746478707,London_NewYork_Overlap,NO,15.0,225.0,536.0,0.5559701492537216,2.346478873239499,2.938028169014046,0.3411293531699671,0.0,19.25471419585896,0.0,,False,1298.0033996914847,465.8704137983065,2.7861898099702915,0.08,180.79999999999924,0.0,0.0
2020-12-30,2020,2020-01-20 07:45:00,EXECUTED,BUY,1561.86,M15,673.0000000000018,928.9999999999964,-70.69999999999936,Sydney_Tokyo_Overlap,NO,0.0,65.5,65.5,1,1,1,1,1,2.2664285714285564,0.6552098408104197,0.6956521739129489,2.014051522248244,0.6442857142857454,7,0,0,0,0,0,6.499999999998636,-6.499999999998636,1.5270862919326569,21.7294900221719,0.6956521739129489,4.862142857142852,0.1451108659821339,4.258835954147097,4.9054399798517965,0.0,0.5161133656176595,0.8963671519854532,300.0,0.0412511821985162,9.47541130894716,0.3908719183112604,14.0,0.5,1.0,1.0,300.0,1.0,3.585365853658278,3.725055432372114,5.509977827050661,Sydney_Tokyo_Overlap,NO,405.0,15.0,423.0,1.1891252955082627,-1.241685144124038,7.80709534368029,0.3113046532431109,0.0,19.20786754254543,0.0,1.0,True,717.915388708153,651.7611487982642,1.1015007415398508,0.05,-32.588057439913214,0.05,-32.588057439913214
2020-12-30,2020,2020-01-21 03:15:00,EXECUTED,BUY,1565.27,M15,331.99999999999363,1897.0000000000027,-123.79999999999882,Sydney_Tokyo_Overlap,NO,0.0,85.0,85.0,1,1,1,1,1,1.9442857142857324,2.784558614816917,0.5614334470989795,4.2591609134360064,1.1200000000000043,3,1,0,0,0,0,25.09999999999991,-25.09999999999991,1.681525155407026,8.928571428571392,0.5614334470989795,4.707142857142848,0.1242140789950444,6.091446207498984,5.591589122921921,0.0,0.6595874623219528,0.6388674158451896,300.0,0.0715531505746615,6.576561775247543,0.4705737149678507,10.0,0.5,1.0,1.0,300.0,1.0,4.116071428571322,3.366071428571398,4.258928571428538,Sydney_Tokyo_Overlap,NO,135.0,285.0,721.0,0.6907073509015247,1.9910714285714368,4.446428571428569,0.3007240193156993,0.0,19.16602247535569,0.0,2.0,True,1666.8897547200747,954.6774061289188,1.7460240956985416,0.08,-76.3741924903135,0.08,-76.3741924903135
2020-12-30,2020,2020-01-24 17:15:00,EXECUTED,BUY,1574.84,M15,1344.0000000000057,600.0,79.10000000000082,London_NewYork_Overlap,NO,0.0,171.0,171.0,1,1,1,1,1,3.356428571428588,3.0480838756326825,0.8614609571788497,1.9957319675629532,2.698571428571362,17,4,1,0,1,0,62.5,-62.5,2.02419828680892,2.593965060878836,0.8614609571788497,6.2392857142857565,0.2131282270852015,5.45394036598123,5.109220151113214,0.0,2.158077632890334,0.4444895989433847,300.0,0.171355276000823,5.5971675099639215,0.9591041834927072,7.0,0.5,1.0,1.0,300.0,1.0,4.754367390153611,5.06193753308636,6.2255161461091895,London_NewYork_Overlap,NO,195.0,45.0,1763.0,0.997731140102088,0.0148226574908069,6.518263631551216,0.396185372119438,0.0,19.049554240430773,0.0,3.0,True,1294.0221378405765,1247.5766335462213,1.0372285782255593,0.05,64.70110689202883,0.0,0.0
2020-12-30,2020,2020-01-27 10:15:00,EXECUTED,SELL,1576.18,M15,17.000000000007276,1009.9999999999908,-40.79999999999927,London,NO,65.0,0.0,65.0,1,-1,0,1,1,4.225000000000007,1.1807734908621006,0.8745247148288438,2.6532551877079045,1.4585714285714335,10,0,3,1,0,0,3.100000000001728,68.99999999999864,2.018249757147297,10.284035259549425,0.8745247148288438,7.624285714285731,0.2680531411387028,3.934199879239648,4.172357938081869,0.0,1.23807287717421,0.9516679567054523,300.0,0.0925383794091686,5.570605614570948,0.5154948159000112,15.0,0.5,1.0,1.0,300.0,1.0,-1.556317335945134,-1.905974534769808,-2.968658178256551,London,NO,15.0,225.0,933.0,-0.0021436227223989,6.4103819784524125,-0.01371204701272,0.4837192271368581,0.0,19.03335913410905,0.0,,False,1027.8079394242081,1188.8870867496723,0.8645126613614398,0.0,0.0,0.0,0.0
2020-12-30,2020,2020-01-27 12:30:00,EXECUTED,BUY,1584.63,M15,164.99999999998636,777.0000000000209,-49.80000000000018,London,NO,67.25,0.0,67.25,1,1,1,1,1,4.242857142857149,0.8429443496386564,0.9793814432989884,0.8975217682518419,1.846428571428581,12,0,3,1,0,0,15.50000000000182,-15.50000000000182,2.5175010816495003,4.332688588007715,0.9793814432989884,7.649285714285725,0.2677506511209019,5.794933949221754,5.2152683113455405,0.0,1.5706875620792409,0.5048497125511949,300.0,0.116521116691504,8.338635476554314,0.9716271174115008,8.0,0.5,1.0,1.0,300.0,1.0,1.072340425531919,1.386460348162562,3.33075435203098,London,NO,150.0,90.0,933.0,0.9035369774919751,0.4874274661507939,4.565570599613164,0.4827174617598887,0.0,18.93186422066981,0.0,,False,1123.891562100985,1135.669219405873,0.9896293241873285,0.0,0.0,0.0,0.0
2020-12-30,2020,2020-01-28 14:00:00,EXECUTED,SELL,1574.9,M15,1155.0000000000182,309.9999999999909,44.40000000000055,London_NewYork_Overlap,NO,92.75,0.0,92.75,1,-1,0,1,1,2.7600000000000238,1.5253033194500552,0.8214285714285527,0.8365362875876102,1.61071428571425,14,1,2,1,1,1,-84.19999999999845,84.19999999999845,1.787432185180736,6.829268292683079,0.8214285714285527,7.489285714285708,0.1752492221728378,3.7612872956905448,3.7587388915761575,0.0,1.259740827562548,0.6984570448917391,300.0,0.1022740672877166,-0.780565893971655,-0.0798316487625537,11.0,0.5,1.0,1.0,300.0,1.0,-3.141463414634182,-2.719290465631916,-2.3964523281596364,London_NewYork_Overlap,NO,0.0,240.0,992.0,0.6754032258064667,1.9991130820398315,4.159645232816085,0.4755403971227193,0.0,19.048828497047428,0.0,,False,1354.5452413450985,753.7226228430221,1.797140221472707,0.08,355.2000000000044,0.0,0.0
2020-12-30,2020,2020-01-30 17:45:00,EXECUTED,BUY,1583.63,M15,545.9999999999809,1276.0000000000218,-9.900000000000093,London_NewYork_Overlap,NO,144.5,0.0,144.5,1,1,1,1,1,3.424285714285669,2.09337209456679,0.0992907801419171,1.4049872211093457,3.0207142857142992,17,3,1,0,1,0,6.000000000001364,-6.000000000001364,2.119638478099988,2.979427760699916,0.0992907801419171,6.750714285714285,0.2162301619876909,4.508565615227015,4.97239690646797,0.0,1.9790355563043645,0.5683145684282312,300.0,0.1907462150700794,2.6197102791545364,0.499699820328909,9.0,0.5,1.0,1.0,300.0,1.0,1.565854812012295,2.241191771104339,1.7810357058406523,London_NewYork_Overlap,NO,225.0,15.0,649.0,1.0431432973806165,-0.0926933081107302,2.241191771104339,0.4262810306520011,0.0,18.94381894760771,0.0,,False,1378.745687817726,1521.3466715754462,0.9062666081163157,0.0,0.0,0.0,0.0
2020-12-30,2020,2020-01-31 03:00:00,EXECUTED,SELL,1571.77,M15,90.0000000000091,2023.0000000000016,-200.0,Sydney_Tokyo_Overlap,NO,153.75,0.0,153.75,1,-1,0,1,1,4.595000000000043,0.9135536134897748,0.6578249336870107,1.486030428769018,1.622857142857161,3,4,0,0,0,0,-142.20000000000027,142.20000000000027,1.3510571965631937,6.161971830985847,0.6578249336870107,6.6171428571428645,0.292345572189318,0.5926953700145575,3.209166275668156,0.0,0.5407810471341669,0.6362254019353977,300.0,0.1032502937998028,-2.9358544061888114,-0.3031278299924404,10.0,0.5,1.0,1.0,300.0,1.0,-2.1197183098591648,-2.0642605633802025,-1.1584507042254064,Sydney_Tokyo_Overlap,NO,120.0,300.0,354.0,0.028248587570596,2.1197183098591648,0.0616197183098024,0.4209994373949665,0.0,19.08676205806193,0.0,,False,1020.451090640862,1593.8133802985692,0.6402575754820812,0.0,0.0,0.0,0.0
2020-12-30,2020,2020-01-31 17:45:00,EXECUTED,BUY,1588.23,M15,376.9999999999982,1895.0000000000043,-101.60000000000082,London_NewYork_Overlap,NO,168.5,0.0,168.5,1,1,1,1,1,3.0249999999999773,2.4646811760213825,0.6974789915966266,1.7505564730379837,2.4914285714285955,17,4,1,0,1,0,22.40000000000009,-22.40000000000009,2.3039496413351195,4.01376146788987,0.6974789915966266,6.869285714285736,0.190463597841621,5.968923887956317,5.326903103255415,0.0,2.2717659676120663,0.6296317284020576,300.0,0.1568682477618856,4.511434108531059,0.7077007634984717,10.0,0.5,1.0,1.0,300.0,1.0,2.2196100917430868,1.9707568807339588,3.5602064220183616,London_NewYork_Overlap,NO,225.0,15.0,606.0,1.5478547854785216,-1.332568807339411,3.764908256880741,0.432512023717329,0.0,18.888951852061727,0.0,,False,1093.4802851567797,1443.6000447772954,0.7574676165415826,0.0,0.0,0.0,0.0
