Time,Session,IsActive,OpenPrice,HighPrice,LowPrice,ClosePrice,BarsCount,SessionRangePoints
2021.01.04 01:05:00,Asia,NO,1909.07,1925.25,1907.72,1922.66,16666,1753
2021.01.04 08:00:00,London,NO,1921.66,1935.14,1921.47,1933.57,14841,1367
2021.01.04 13:00:00,London_NewYork_Overlap,NO,1933.57,1943.69,1929.82,1941.36,13334,1387
2021.01.04 17:00:00,NewYork,NO,1941.36,1944.43,1929.39,1942.50,16761,1504
2021.01.04 22:00:00,Asia,NO,1942.50,1945.58,1934.31,1939.70,19544,1127
2021.01.05 08:00:00,London,NO,1938.51,1948.27,1937.00,1946.88,15096,1127
2021.01.05 13:00:00,London_NewYork_Overlap,NO,1946.88,1952.48,1941.54,1943.83,13957,1094
2021.01.05 17:00:00,NewYork,NO,1943.83,1953.09,1939.06,1951.31,14906,1403
2021.01.05 22:00:00,Asia,NO,1951.31,1955.33,1941.41,1944.65,21071,1392
2021.01.06 08:00:00,London,NO,1943.85,1959.26,1943.22,1956.63,16535,1604
2021.01.06 13:00:00,London_NewYork_Overlap,NO,1956.63,1957.83,1925.46,1932.40,14276,3237
2021.01.06 17:00:00,NewYork,NO,1932.40,1933.78,1900.84,1918.40,17373,3294
2021.01.06 22:00:00,Asia,NO,1918.40,1924.62,1914.73,1917.79,21856,989
2021.01.07 08:00:00,London,NO,1920.81,1927.62,1908.80,1911.98,16069,1882
2021.01.07 13:00:00,London_NewYork_Overlap,NO,1911.98,1921.10,1906.82,1909.08,13842,1428
2021.01.07 17:00:00,NewYork,NO,1909.08,1918.13,1908.77,1917.04,15991,936
2021.01.07 22:00:00,Asia,NO,1917.04,1918.06,1906.50,1909.33,18006,1156
2021.01.08 08:00:00,London,NO,1908.18,1911.65,1877.80,1891.04,16452,3385
2021.01.08 13:00:00,London_NewYork_Overlap,NO,1891.04,1894.53,1857.99,1864.97,13300,3654
2021.01.08 17:00:00,NewYork,NO,1864.97,1866.53,1828.34,1846.53,17963,3819
2021.01.08 22:00:00,Asia,NO,1846.53,1855.59,1817.11,1834.13,24392,3848
2021.01.11 08:00:00,London,NO,1840.59,1855.30,1838.98,1852.00,17452,1632
2021.01.11 13:00:00,London_NewYork_Overlap,NO,1852.00,1852.40,1829.06,1842.25,13596,2334
2021.01.11 17:00:00,NewYork,NO,1842.25,1851.69,1840.66,1847.03,15942,1103
2021.01.11 22:00:00,Asia,NO,1847.03,1852.01,1841.27,1850.70,18202,1074
2021.01.12 08:00:00,London,NO,1858.15,1863.77,1853.81,1859.89,15705,996
2021.01.12 13:00:00,London_NewYork_Overlap,NO,1859.89,1862.72,1836.70,1841.48,13394,2602
2021.01.12 17:00:00,NewYork,NO,1841.48,1857.26,1837.61,1854.20,17180,1965
