Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,32,17,15,53.13,328.68,616.90,1.15,2022.01.11 18:00:00,2022.12.27 17:35:41
