Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
0,XAUUSD,BUY,1799.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,2022.01.10 12:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
2,XAUUSD,BUY,1803.61,1833.64,1781.35,1833.61,150.15,0.25,0.00,-5.04,145.11,Asia,2022.01.11 02:15:00,2022.01.19 17:05:39,0.01,12345,M15,EXECUTED,N/A
3,XAUUSD,SELL,1811.99,1833.20,1833.17,1781.99,-105.70,0.25,0.00,-0.23,-105.93,London,2022.01.18 11:00:00,2022.01.19 17:05:37,0.01,12345,M15,EXECUTED,N/A
6,XAUUSD,BUY,1846.48,1816.48,1816.48,1876.48,-150.05,0.25,0.00,-2.52,-152.57,London_NewYork_Overlap,2022.01.20 16:00:00,2022.01.26 21:57:53,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1800.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NoSession,2022.02.01 07:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
8,XAUUSD,SELL,1791.09,1821.09,1821.09,1761.09,-150.05,0.25,0.00,-1.84,-151.89,London,2022.01.28 11:15:00,2022.02.07 20:29:39,0.01,12345,M15,EXECUTED,N/A
9,XAUUSD,BUY,1816.40,1846.41,1786.40,1846.40,150.00,0.25,0.00,-3.78,146.22,London_NewYork_Overlap,2022.02.07 15:30:00,2022.02.11 20:34:30,0.01,12345,M15,EXECUTED,N/A
12,XAUUSD,BUY,1866.50,1896.50,1840.82,1896.50,149.90,0.25,0.00,-3.15,146.75,NewYork,2022.02.14 17:00:00,2022.02.17 15:44:16,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1912.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,2022.02.22 01:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
0,XAUUSD,BUY,1915.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,2022.02.24 04:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
0,XAUUSD,BUY,1953.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,2022.03.04 16:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
14,XAUUSD,BUY,2002.47,1971.97,1972.47,2032.47,-152.75,0.25,0.00,0.00,-152.75,London_NewYork_Overlap,2022.03.07 13:00:00,2022.03.07 15:20:00,0.01,12345,M15,EXECUTED,N/A
16,XAUUSD,BUY,2028.26,2058.31,1998.26,2058.26,151.00,0.25,0.00,0.00,151.00,London_NewYork_Overlap,2022.03.08 16:45:00,2022.03.08 17:07:24,0.01,12345,M15,EXECUTED,N/A
18,XAUUSD,SELL,1967.69,1937.69,1997.69,1937.69,150.60,0.25,0.00,-0.46,150.14,London_NewYork_Overlap,2022.03.11 14:15:00,2022.03.15 06:59:10,0.01,12345,M15,EXECUTED,N/A
20,XAUUSD,SELL,1914.00,1944.00,1944.00,1884.00,-149.75,0.25,0.00,-0.23,-149.98,London_NewYork_Overlap,2022.03.22 16:15:00,2022.03.23 21:39:36,0.01,12345,M15,EXECUTED,N/A
22,XAUUSD,BUY,1952.09,1922.04,1922.09,1982.09,-150.75,0.25,0.00,-1.26,-152.01,London_NewYork_Overlap,2022.03.24 13:45:00,2022.03.28 22:05:42,0.01,12345,M15,EXECUTED,N/A
23,XAUUSD,SELL,1942.53,1912.47,1971.92,1912.53,150.70,0.25,0.00,-0.23,150.47,NoSession,2022.03.28 07:45:00,2022.03.29 11:40:28,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1917.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NoSession,2022.04.04 07:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
26,XAUUSD,BUY,1939.11,1969.13,1917.67,1969.11,149.95,0.25,0.00,-0.63,149.32,London_NewYork_Overlap,2022.04.08 16:45:00,2022.04.11 15:39:39,0.01,12345,M15,EXECUTED,N/A
28,XAUUSD,SELL,1932.40,1902.40,1962.40,1902.40,150.25,0.25,0.00,-0.23,150.02,London_NewYork_Overlap,2022.04.22 13:30:00,2022.04.25 15:19:39,0.01,12345,M15,EXECUTED,N/A
30,XAUUSD,SELL,1853.88,1877.09,1877.08,1823.88,-115.80,0.25,0.00,0.00,-115.80,London,2022.05.03 10:15:00,2022.05.03 17:44:40,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1886.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,2022.05.04 22:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
32,XAUUSD,BUY,1906.96,1876.95,1876.96,1936.96,-150.00,0.25,0.00,0.00,-150.00,London_NewYork_Overlap,2022.05.05 16:00:00,2022.05.05 18:51:37,0.01,12345,M15,EXECUTED,N/A
34,XAUUSD,SELL,1865.47,1835.45,1895.47,1835.47,149.80,0.25,0.00,-0.46,149.34,London,2022.05.09 11:45:00,2022.05.11 02:42:36,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1830.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,2022.05.17 10:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
