Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,48,25,23,52.08,675.75,1116.40,1.21,2023.01.04 09:15:00,2023.12.22 16:44:16
