Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
0,XAUUSD,SELL,2023.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,2024.01.10 20:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
2,XAUUSD,SELL,2018.26,2048.26,2048.26,1988.26,-149.75,0.25,0.00,-0.23,-149.98,NewYork,2024.01.11 18:30:00,2024.01.12 14:03:30,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,2023.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,2024.01.17 06:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
0,XAUUSD,SELL,2018.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,2024.01.22 16:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
4,XAUUSD,SELL,2012.25,2042.25,2042.25,1982.25,-149.80,0.25,0.00,-2.99,-152.79,NewYork,2024.01.17 17:00:00,2024.01.30 16:13:28,0.01,12345,M15,EXECUTED,N/A
5,XAUUSD,BUY,2030.99,2060.99,2000.99,2060.99,149.10,0.25,0.00,-3.15,145.95,London,2024.01.29 09:15:00,2024.02.01 18:25:40,0.01,12345,M15,EXECUTED,N/A
9,XAUUSD,BUY,2040.47,2010.46,2010.47,2070.47,-149.70,0.25,0.00,-3.78,-153.48,London_NewYork_Overlap,2024.02.07 16:45:00,2024.02.13 15:47:20,0.01,12345,M15,EXECUTED,N/A
8,XAUUSD,SELL,2024.76,1994.76,2052.29,1994.76,150.25,0.25,0.00,-1.84,148.41,London,2024.02.05 10:15:00,2024.02.13 16:50:39,0.01,12345,M15,EXECUTED,N/A
10,XAUUSD,SELL,2018.90,1988.90,2047.28,1988.90,150.35,0.25,0.00,-0.46,149.89,London_NewYork_Overlap,2024.02.12 16:00:00,2024.02.14 10:06:28,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1988.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,2024.02.14 10:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
0,XAUUSD,BUY,2010.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,2024.02.16 17:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
14,XAUUSD,BUY,2023.70,2053.72,2003.15,2053.70,149.40,0.25,0.00,-7.56,141.84,London,2024.02.20 11:30:00,2024.03.01 12:37:37,0.01,12345,M15,EXECUTED,N/A
16,XAUUSD,BUY,2091.56,2121.56,2069.37,2121.56,149.35,0.25,0.00,-0.63,148.72,London_NewYork_Overlap,2024.03.04 16:00:00,2024.03.05 10:31:30,0.01,12345,M15,EXECUTED,N/A
18,XAUUSD,SELL,2158.39,2188.47,2188.39,2128.39,-149.80,0.25,0.00,-0.46,-150.26,NewYork,2024.03.22 19:30:00,2024.03.26 11:41:02,0.01,12345,M15,EXECUTED,N/A
19,XAUUSD,BUY,2183.84,2213.87,2157.57,2213.84,150.25,0.25,0.00,-2.52,147.73,London,2024.03.26 11:15:00,2024.03.28 14:07:12,0.01,12345,M15,EXECUTED,N/A
22,XAUUSD,BUY,2344.55,2374.55,2314.55,2374.55,149.40,0.25,0.00,-3.15,146.25,Asia,2024.04.08 05:45:00,2024.04.11 22:58:40,0.01,12345,M15,EXECUTED,N/A
24,XAUUSD,SELL,2305.56,2335.60,2335.56,2275.56,-150.15,0.25,0.00,-0.23,-150.38,Asia,2024.04.23 04:45:00,2024.04.24 18:03:29,0.01,12345,M15,EXECUTED,N/A
