Symbol,TotalTrades,WinningTrades,LosingTrades,WinRate,TotalProfit,MaxDrawdown,ProfitFactor,StartDate,EndDate
XAUUSD,40,25,15,62.50,1490.25,887.70,1.66,2024.01.11 18:30:00,2024.12.18 21:47:38
